query_id,slice_family,slice_name
Q050,entity_composition,Disease + drug
Q051,entity_composition,Disease + drug
Q052,entity_composition,Disease + drug
Q053,entity_composition,Disease + drug
Q054,entity_composition,Disease + drug
Q055,entity_composition,Disease + drug
Q056,entity_composition,Disease + drug
Q057,entity_composition,Disease + drug
Q058,entity_composition,Disease + drug
Q059,entity_composition,Disease + drug
Q060,entity_composition,Disease + drug
Q061,entity_composition,Disease + drug
Q062,entity_composition,Disease + drug
Q063,entity_composition,Disease + drug
Q064,entity_composition,Disease + drug
Q065,entity_composition,Disease + drug
Q066,entity_composition,Disease + drug
Q067,entity_composition,Disease + drug
Q068,entity_composition,Disease + drug
Q069,entity_composition,Disease + drug
Q070,entity_composition,Disease + drug
Q071,entity_composition,Disease + drug
Q072,entity_composition,Disease + drug
Q073,entity_composition,Disease + drug
Q074,entity_composition,Disease + drug
Q075,entity_composition,Disease + drug
Q076,entity_composition,Disease + drug
Q077,entity_composition,Disease + drug
Q078,entity_composition,Disease + drug
Q079,entity_composition,Disease + drug
Q080,entity_composition,Disease + drug
Q081,entity_composition,Disease + drug
Q082,entity_composition,Disease + drug
Q083,entity_composition,Disease + drug
Q084,entity_composition,Disease + drug
Q085,entity_composition,Disease + drug
Q086,entity_composition,Disease + drug
Q087,entity_composition,Disease + drug
Q088,entity_composition,Disease + drug
Q089,entity_composition,Disease + drug
Q090,entity_composition,Disease + drug
Q091,entity_composition,Disease + drug
Q092,entity_composition,Disease + drug
Q093,entity_composition,Disease + drug
Q094,entity_composition,Disease + drug
Q095,entity_composition,Disease + drug
Q096,entity_composition,Disease + drug
Q097,entity_composition,Disease + drug
Q098,entity_composition,Disease + drug
Q099,entity_composition,Disease + drug
Q100,entity_composition,Disease + drug
Q101,entity_composition,Disease + drug
Q102,entity_composition,Disease + drug
Q103,entity_composition,Disease + drug
Q104,entity_composition,Disease + drug
Q105,entity_composition,Disease + drug
Q106,entity_composition,Disease + drug
Q107,entity_composition,Disease + drug
Q108,entity_composition,Disease + drug
Q109,entity_composition,Disease + drug
Q110,entity_composition,Disease + drug
Q111,entity_composition,Disease + drug
Q112,entity_composition,Disease + drug
Q113,entity_composition,Disease + drug
Q114,entity_composition,Disease + drug
Q115,entity_composition,Disease + drug
Q116,entity_composition,Disease + drug
Q117,entity_composition,Disease + drug
Q118,entity_composition,Disease + drug
Q119,entity_composition,Disease + drug
Q120,entity_composition,Disease + drug
Q121,entity_composition,Disease + drug
Q122,entity_composition,Disease + drug
Q123,entity_composition,Disease + drug
Q124,entity_composition,Disease + drug
Q125,entity_composition,Disease + drug
Q126,entity_composition,Disease + drug
Q127,entity_composition,Disease + drug
Q128,entity_composition,Disease + drug
Q129,entity_composition,Disease + drug
Q130,entity_composition,Disease + drug
Q131,entity_composition,Disease + drug
Q132,entity_composition,Disease + drug
Q133,entity_composition,Disease + drug
Q134,entity_composition,Disease + drug
Q135,entity_composition,Disease + drug
Q136,entity_composition,Disease + drug
Q137,entity_composition,Disease + drug
Q138,entity_composition,Disease + drug
Q139,entity_composition,Disease + drug
Q140,entity_composition,Disease + drug
Q141,entity_composition,Disease + drug
Q142,entity_composition,Disease + drug
Q143,entity_composition,Disease + drug
Q144,entity_composition,Disease + drug
Q145,entity_composition,Disease + drug
Q146,entity_composition,Disease + drug
Q147,entity_composition,Disease + drug
Q148,entity_composition,Disease + drug
Q149,entity_composition,Disease + drug
Q150,entity_composition,Disease + drug
Q151,entity_composition,Disease + drug
Q152,entity_composition,Disease + drug
Q153,entity_composition,Disease + drug
Q154,entity_composition,Disease + drug
Q155,entity_composition,Disease + drug
Q156,entity_composition,Disease + drug
Q157,entity_composition,Disease + drug
Q158,entity_composition,Disease + drug
Q159,entity_composition,Disease + drug
Q160,entity_composition,Disease + drug
Q161,entity_composition,Disease + drug
Q162,entity_composition,Disease + drug
Q163,entity_composition,Disease + drug
Q164,entity_composition,Disease + drug
Q165,entity_composition,Disease + drug
Q166,entity_composition,Disease + drug
Q167,entity_composition,Disease + drug
Q168,entity_composition,Disease + drug
Q169,entity_composition,Disease + drug
Q170,entity_composition,Disease + drug
Q171,entity_composition,Disease + drug
Q172,entity_composition,Disease + drug
Q173,entity_composition,Disease + drug
Q174,entity_composition,Disease + drug
Q175,entity_composition,Disease + drug
Q176,entity_composition,Disease + drug
Q177,entity_composition,Disease + drug
Q178,entity_composition,Disease + drug
Q179,entity_composition,Disease + drug
Q180,entity_composition,Disease + drug
Q181,entity_composition,Disease + drug
Q182,entity_composition,Disease + drug
Q183,entity_composition,Disease + drug
Q184,entity_composition,Disease + drug
Q185,entity_composition,Disease + drug
Q186,entity_composition,Disease + drug
Q187,entity_composition,Disease + drug
Q188,entity_composition,Disease + drug
Q189,entity_composition,Disease + drug
Q190,entity_composition,Disease + drug
Q191,entity_composition,Disease + drug
Q192,entity_composition,Disease + drug
Q193,entity_composition,Disease + drug
Q194,entity_composition,Disease + drug
Q195,entity_composition,Disease + drug
Q196,entity_composition,Disease + drug
Q197,entity_composition,Disease + drug
Q198,entity_composition,Disease + drug
Q199,entity_composition,Disease + drug
Q200,entity_composition,Disease + drug
Q201,entity_composition,Disease + drug
Q202,entity_composition,Disease + drug
Q203,entity_composition,Disease + drug
Q204,entity_composition,Disease + drug
Q205,entity_composition,Disease + drug
Q206,entity_composition,Disease + drug
Q207,entity_composition,Disease + drug
Q208,entity_composition,Disease + drug
Q209,entity_composition,Disease + drug
Q210,entity_composition,Disease + drug
Q211,entity_composition,Disease + drug
Q212,entity_composition,Disease + drug
Q213,entity_composition,Disease + drug
Q214,entity_composition,Disease + drug
Q215,entity_composition,Disease + drug
Q216,entity_composition,Disease + drug
Q217,entity_composition,Disease + drug
Q218,entity_composition,Disease + drug
Q219,entity_composition,Disease + drug
Q220,entity_composition,Disease + drug
Q221,entity_composition,Disease + drug
Q222,entity_composition,Disease + drug
Q223,entity_composition,Disease + drug
Q224,entity_composition,Disease + drug
Q225,entity_composition,Disease + drug
Q226,entity_composition,Disease + drug
Q227,entity_composition,Disease + drug
Q228,entity_composition,Disease + drug
Q229,entity_composition,Disease + drug
Q230,entity_composition,Disease + drug
Q231,entity_composition,Disease + drug
Q232,entity_composition,Disease + drug
Q233,entity_composition,Disease + drug
Q234,entity_composition,Disease + drug
Q235,entity_composition,Disease + drug
Q236,entity_composition,Disease + drug
Q237,entity_composition,Disease + drug
Q238,entity_composition,Disease + drug
Q239,entity_composition,Disease + drug
Q240,entity_composition,Disease + drug
Q241,entity_composition,Disease + drug
Q242,entity_composition,Disease + drug
Q243,entity_composition,Disease + drug
Q244,entity_composition,Disease + drug
Q245,entity_composition,Disease + drug
Q246,entity_composition,Disease + drug
Q247,entity_composition,Disease + drug
Q248,entity_composition,Disease + drug
Q249,entity_composition,Disease + drug
Q250,entity_composition,Disease + drug
Q251,entity_composition,Disease + drug
Q252,entity_composition,Disease + drug
Q253,entity_composition,Disease + drug
Q254,entity_composition,Disease + drug
Q255,entity_composition,Disease + drug
Q256,entity_composition,Disease + drug
Q257,entity_composition,Disease + drug
Q258,entity_composition,Disease + drug
Q259,entity_composition,Disease + drug
Q260,entity_composition,Disease + drug
Q261,entity_composition,Disease + drug
Q262,entity_composition,Disease + drug
Q263,entity_composition,Disease + drug
Q264,entity_composition,Disease + drug
Q265,entity_composition,Disease + drug
Q266,entity_composition,Disease + drug
Q267,entity_composition,Disease + drug
Q268,entity_composition,Disease + drug
Q269,entity_composition,Disease + drug
Q270,entity_composition,Disease + drug
Q271,entity_composition,Disease + drug
Q272,entity_composition,Disease + drug
Q273,entity_composition,Disease + drug
Q274,entity_composition,Disease + drug
Q275,entity_composition,Disease + drug
Q276,entity_composition,Disease + drug
Q277,entity_composition,Disease + drug
Q278,entity_composition,Disease + drug
Q279,entity_composition,Disease + drug
Q280,entity_composition,Disease + drug
Q281,entity_composition,Disease + drug
Q282,entity_composition,Disease + drug
Q283,entity_composition,Disease + drug
Q284,entity_composition,Disease + drug
Q285,entity_composition,Disease + drug
Q286,entity_composition,Disease + drug
Q287,entity_composition,Disease + drug
Q288,entity_composition,Disease + drug
Q289,entity_composition,Disease + drug
Q290,entity_composition,Disease + drug
Q291,entity_composition,Disease + drug
Q292,entity_composition,Disease + drug
Q293,entity_composition,Disease + drug
Q294,entity_composition,Disease + drug
Q295,entity_composition,Disease + drug
Q296,entity_composition,Disease + drug
Q297,entity_composition,Disease + drug
Q298,entity_composition,Disease + drug
Q299,entity_composition,Disease + drug
Q300,entity_composition,Disease + drug
Q301,entity_composition,Disease + drug
Q302,entity_composition,Disease + drug
Q303,entity_composition,Disease + drug
Q304,entity_composition,Disease + drug
Q305,entity_composition,Disease + drug
Q306,entity_composition,Disease + drug
Q307,entity_composition,Disease + drug
Q308,entity_composition,Disease + drug
Q309,entity_composition,Disease + drug
Q310,entity_composition,Disease + drug
Q311,entity_composition,Disease + drug
Q312,entity_composition,Disease + drug
Q313,entity_composition,Disease + drug
Q314,entity_composition,Disease + drug
Q315,entity_composition,Disease + drug
Q316,entity_composition,Disease + drug
Q317,entity_composition,Disease + drug
Q318,entity_composition,Disease + drug
Q319,entity_composition,Disease + drug
Q320,entity_composition,Disease + drug
Q321,entity_composition,Disease + drug
Q322,entity_composition,Disease + drug
Q323,entity_composition,Disease + drug
Q324,entity_composition,Disease + drug
Q325,entity_composition,Disease + drug
Q326,entity_composition,Disease + drug
Q327,entity_composition,Disease + drug
Q328,entity_composition,Disease + drug
Q329,entity_composition,Disease + drug
Q330,entity_composition,Disease + drug
Q331,entity_composition,Disease + drug
Q332,entity_composition,Disease + drug
Q333,entity_composition,Disease + drug
Q334,entity_composition,Disease + drug
Q335,entity_composition,Disease + drug
Q336,entity_composition,Disease + drug
Q337,entity_composition,Disease + drug
Q338,entity_composition,Disease + drug
Q339,entity_composition,Disease + drug
Q340,entity_composition,Disease + drug
Q341,entity_composition,Disease + drug
Q342,entity_composition,Disease + drug
Q343,entity_composition,Disease + drug
Q344,entity_composition,Disease + drug
Q345,entity_composition,Disease + drug
Q346,entity_composition,Disease + drug
Q347,entity_composition,Disease + drug
Q348,entity_composition,Disease + drug
Q349,entity_composition,Disease + drug
Q350,entity_composition,Disease + drug
Q351,entity_composition,Disease + drug
Q352,entity_composition,Disease + drug
Q353,entity_composition,Disease + drug
Q354,entity_composition,Disease + drug
Q355,entity_composition,Disease + drug
Q356,entity_composition,Disease + drug
Q357,entity_composition,Disease + drug
Q358,entity_composition,Disease + drug
Q359,entity_composition,Disease + drug
Q360,entity_composition,Disease + drug
Q361,entity_composition,Disease + drug
Q362,entity_composition,Disease + drug
Q363,entity_composition,Disease + drug
Q364,entity_composition,Disease + drug
Q365,entity_composition,Disease + drug
Q366,entity_composition,Disease + drug
Q367,entity_composition,Disease + drug
Q368,entity_composition,Disease + drug
Q369,entity_composition,Disease + drug
Q370,entity_composition,Disease + drug
Q371,entity_composition,Disease + drug
Q372,entity_composition,Disease + drug
Q373,entity_composition,Disease + drug
Q374,entity_composition,Disease + drug
Q375,entity_composition,Disease + drug
Q376,entity_composition,Disease + drug
Q377,entity_composition,Disease + drug
Q378,entity_composition,Disease + drug
Q379,entity_composition,Disease + drug
Q380,entity_composition,Disease + drug
Q381,entity_composition,Disease + drug
Q382,entity_composition,Disease + drug
Q383,entity_composition,Disease + drug
Q384,entity_composition,Disease + drug
Q385,entity_composition,Disease + drug
Q386,entity_composition,Disease + drug
Q387,entity_composition,Disease + drug
Q388,entity_composition,Disease + drug
Q389,entity_composition,Disease + drug
Q390,entity_composition,Disease + drug
Q391,entity_composition,Disease + drug
Q392,entity_composition,Disease + drug
Q393,entity_composition,Disease + drug
Q394,entity_composition,Disease + drug
Q395,entity_composition,Disease + drug
Q396,entity_composition,Disease + drug
Q397,entity_composition,Disease + drug
Q398,entity_composition,Disease + drug
Q399,entity_composition,Disease + drug
Q400,entity_composition,Disease + drug
Q401,entity_composition,Disease + drug
Q402,entity_composition,Disease + drug
Q403,entity_composition,Disease + drug
Q404,entity_composition,Disease + drug
Q405,entity_composition,Disease + drug
Q406,entity_composition,Disease + drug
Q407,entity_composition,Disease + drug
Q408,entity_composition,Disease + drug
Q409,entity_composition,Disease + drug
Q410,entity_composition,Disease + drug
Q411,entity_composition,Disease + drug
Q412,entity_composition,Disease + drug
Q413,entity_composition,Disease + drug
Q414,entity_composition,Disease + drug
Q415,entity_composition,Disease + drug
Q416,entity_composition,Disease + drug
Q417,entity_composition,Disease + drug
Q418,entity_composition,Disease + drug
Q419,entity_composition,Disease + drug
Q420,entity_composition,Disease + drug
Q421,entity_composition,Disease + drug
Q422,entity_composition,Disease + drug
Q423,entity_composition,Disease + drug
Q424,entity_composition,Disease + drug
Q425,entity_composition,Disease + drug
Q426,entity_composition,Disease + drug
Q427,entity_composition,Disease + drug
Q428,entity_composition,Disease + drug
Q429,entity_composition,Disease + drug
Q430,entity_composition,Disease + drug
Q431,entity_composition,Disease + drug
Q432,entity_composition,Disease + drug
Q433,entity_composition,Disease + drug
Q434,entity_composition,Disease + drug
Q435,entity_composition,Disease + drug
Q436,entity_composition,Disease + drug
Q437,entity_composition,Disease + drug
Q438,entity_composition,Disease + drug
Q439,entity_composition,Disease + drug
Q440,entity_composition,Disease + drug
Q441,entity_composition,Disease + drug
Q442,entity_composition,Disease + drug
Q443,entity_composition,Disease + drug
Q444,entity_composition,Disease + drug
Q445,entity_composition,Disease + drug
Q446,entity_composition,Disease + drug
Q447,entity_composition,Disease + drug
Q448,entity_composition,Disease + drug
Q449,entity_composition,Disease + drug
Q450,entity_composition,Disease + drug
Q451,entity_composition,Disease + drug
Q452,entity_composition,Disease + drug
Q453,entity_composition,Disease + drug
Q454,entity_composition,Disease + drug
Q455,entity_composition,Disease + drug
Q456,entity_composition,Disease + drug
Q457,entity_composition,Disease + drug
Q458,entity_composition,Disease + drug
Q459,entity_composition,Disease + drug
Q460,entity_composition,Disease + drug
Q461,entity_composition,Disease + drug
Q462,entity_composition,Disease + drug
Q463,entity_composition,Disease + drug
Q464,entity_composition,Disease + drug
Q465,entity_composition,Disease + drug
Q466,entity_composition,Disease + drug
Q467,entity_composition,Disease + drug
Q468,entity_composition,Disease + drug
Q469,entity_composition,Disease + drug
Q470,entity_composition,Disease + drug
Q471,entity_composition,Disease + drug
Q472,entity_composition,Disease + drug
Q473,entity_composition,Disease + drug
Q474,entity_composition,Disease + drug
Q475,entity_composition,Disease + drug
Q476,entity_composition,Disease + drug
Q477,entity_composition,Disease + drug
Q478,entity_composition,Disease + drug
Q479,entity_composition,Disease + drug
Q480,entity_composition,Disease + drug
Q481,entity_composition,Disease + drug
Q482,entity_composition,Disease + drug
Q483,entity_composition,Disease + drug
Q484,entity_composition,Disease + drug
Q485,entity_composition,Disease + drug
Q486,entity_composition,Disease + drug
Q487,entity_composition,Disease + drug
Q488,entity_composition,Disease + drug
Q489,entity_composition,Disease + drug
Q490,entity_composition,Disease + drug
Q491,entity_composition,Disease + drug
Q492,entity_composition,Disease + drug
Q493,entity_composition,Disease + drug
Q494,entity_composition,Disease + drug
Q495,entity_composition,Disease + drug
Q496,entity_composition,Disease + drug
Q497,entity_composition,Disease + drug
Q498,entity_composition,Disease + drug
Q499,entity_composition,Disease + drug
Q500,entity_composition,Disease + drug
Q018,entity_composition,Multiple molecules
Q032,entity_composition,Multiple molecules
Q042,entity_composition,Multiple molecules
Q059,entity_composition,Multiple molecules
Q071,entity_composition,Multiple molecules
Q086,entity_composition,Multiple molecules
Q093,entity_composition,Multiple molecules
Q101,entity_composition,Multiple molecules
Q112,entity_composition,Multiple molecules
Q146,entity_composition,Multiple molecules
Q167,entity_composition,Multiple molecules
Q188,entity_composition,Multiple molecules
Q201,entity_composition,Multiple molecules
Q210,entity_composition,Multiple molecules
Q215,entity_composition,Multiple molecules
Q231,entity_composition,Multiple molecules
Q244,entity_composition,Multiple molecules
Q247,entity_composition,Multiple molecules
Q262,entity_composition,Multiple molecules
Q271,entity_composition,Multiple molecules
Q285,entity_composition,Multiple molecules
Q293,entity_composition,Multiple molecules
Q295,entity_composition,Multiple molecules
Q296,entity_composition,Multiple molecules
Q298,entity_composition,Multiple molecules
Q314,entity_composition,Multiple molecules
Q316,entity_composition,Multiple molecules
Q318,entity_composition,Multiple molecules
Q321,entity_composition,Multiple molecules
Q328,entity_composition,Multiple molecules
Q335,entity_composition,Multiple molecules
Q341,entity_composition,Multiple molecules
Q369,entity_composition,Multiple molecules
Q428,entity_composition,Multiple molecules
Q436,entity_composition,Multiple molecules
Q442,entity_composition,Multiple molecules
Q447,entity_composition,Multiple molecules
Q454,entity_composition,Multiple molecules
Q476,entity_composition,Multiple molecules
Q001,entity_composition,Single molecule
Q002,entity_composition,Single molecule
Q003,entity_composition,Single molecule
Q004,entity_composition,Single molecule
Q005,entity_composition,Single molecule
Q006,entity_composition,Single molecule
Q007,entity_composition,Single molecule
Q008,entity_composition,Single molecule
Q009,entity_composition,Single molecule
Q010,entity_composition,Single molecule
Q011,entity_composition,Single molecule
Q012,entity_composition,Single molecule
Q013,entity_composition,Single molecule
Q014,entity_composition,Single molecule
Q015,entity_composition,Single molecule
Q016,entity_composition,Single molecule
Q017,entity_composition,Single molecule
Q019,entity_composition,Single molecule
Q020,entity_composition,Single molecule
Q021,entity_composition,Single molecule
Q022,entity_composition,Single molecule
Q023,entity_composition,Single molecule
Q024,entity_composition,Single molecule
Q025,entity_composition,Single molecule
Q026,entity_composition,Single molecule
Q027,entity_composition,Single molecule
Q028,entity_composition,Single molecule
Q029,entity_composition,Single molecule
Q030,entity_composition,Single molecule
Q031,entity_composition,Single molecule
Q033,entity_composition,Single molecule
Q034,entity_composition,Single molecule
Q035,entity_composition,Single molecule
Q036,entity_composition,Single molecule
Q037,entity_composition,Single molecule
Q038,entity_composition,Single molecule
Q039,entity_composition,Single molecule
Q040,entity_composition,Single molecule
Q041,entity_composition,Single molecule
Q043,entity_composition,Single molecule
Q044,entity_composition,Single molecule
Q045,entity_composition,Single molecule
Q046,entity_composition,Single molecule
Q047,entity_composition,Single molecule
Q048,entity_composition,Single molecule
Q049,entity_composition,Single molecule
Q050,entity_composition,Single molecule
Q051,entity_composition,Single molecule
Q052,entity_composition,Single molecule
Q053,entity_composition,Single molecule
Q054,entity_composition,Single molecule
Q055,entity_composition,Single molecule
Q056,entity_composition,Single molecule
Q057,entity_composition,Single molecule
Q058,entity_composition,Single molecule
Q060,entity_composition,Single molecule
Q061,entity_composition,Single molecule
Q062,entity_composition,Single molecule
Q063,entity_composition,Single molecule
Q064,entity_composition,Single molecule
Q065,entity_composition,Single molecule
Q066,entity_composition,Single molecule
Q067,entity_composition,Single molecule
Q068,entity_composition,Single molecule
Q069,entity_composition,Single molecule
Q070,entity_composition,Single molecule
Q072,entity_composition,Single molecule
Q073,entity_composition,Single molecule
Q074,entity_composition,Single molecule
Q075,entity_composition,Single molecule
Q076,entity_composition,Single molecule
Q077,entity_composition,Single molecule
Q078,entity_composition,Single molecule
Q079,entity_composition,Single molecule
Q080,entity_composition,Single molecule
Q081,entity_composition,Single molecule
Q082,entity_composition,Single molecule
Q083,entity_composition,Single molecule
Q084,entity_composition,Single molecule
Q085,entity_composition,Single molecule
Q087,entity_composition,Single molecule
Q088,entity_composition,Single molecule
Q089,entity_composition,Single molecule
Q090,entity_composition,Single molecule
Q091,entity_composition,Single molecule
Q092,entity_composition,Single molecule
Q094,entity_composition,Single molecule
Q095,entity_composition,Single molecule
Q096,entity_composition,Single molecule
Q097,entity_composition,Single molecule
Q098,entity_composition,Single molecule
Q099,entity_composition,Single molecule
Q100,entity_composition,Single molecule
Q102,entity_composition,Single molecule
Q103,entity_composition,Single molecule
Q104,entity_composition,Single molecule
Q105,entity_composition,Single molecule
Q106,entity_composition,Single molecule
Q107,entity_composition,Single molecule
Q108,entity_composition,Single molecule
Q109,entity_composition,Single molecule
Q110,entity_composition,Single molecule
Q111,entity_composition,Single molecule
Q113,entity_composition,Single molecule
Q114,entity_composition,Single molecule
Q115,entity_composition,Single molecule
Q116,entity_composition,Single molecule
Q117,entity_composition,Single molecule
Q118,entity_composition,Single molecule
Q119,entity_composition,Single molecule
Q120,entity_composition,Single molecule
Q121,entity_composition,Single molecule
Q122,entity_composition,Single molecule
Q123,entity_composition,Single molecule
Q124,entity_composition,Single molecule
Q125,entity_composition,Single molecule
Q126,entity_composition,Single molecule
Q127,entity_composition,Single molecule
Q128,entity_composition,Single molecule
Q129,entity_composition,Single molecule
Q130,entity_composition,Single molecule
Q131,entity_composition,Single molecule
Q132,entity_composition,Single molecule
Q133,entity_composition,Single molecule
Q134,entity_composition,Single molecule
Q135,entity_composition,Single molecule
Q136,entity_composition,Single molecule
Q137,entity_composition,Single molecule
Q138,entity_composition,Single molecule
Q139,entity_composition,Single molecule
Q140,entity_composition,Single molecule
Q141,entity_composition,Single molecule
Q142,entity_composition,Single molecule
Q143,entity_composition,Single molecule
Q144,entity_composition,Single molecule
Q145,entity_composition,Single molecule
Q147,entity_composition,Single molecule
Q148,entity_composition,Single molecule
Q149,entity_composition,Single molecule
Q150,entity_composition,Single molecule
Q151,entity_composition,Single molecule
Q152,entity_composition,Single molecule
Q153,entity_composition,Single molecule
Q154,entity_composition,Single molecule
Q155,entity_composition,Single molecule
Q156,entity_composition,Single molecule
Q157,entity_composition,Single molecule
Q158,entity_composition,Single molecule
Q159,entity_composition,Single molecule
Q160,entity_composition,Single molecule
Q161,entity_composition,Single molecule
Q162,entity_composition,Single molecule
Q163,entity_composition,Single molecule
Q164,entity_composition,Single molecule
Q165,entity_composition,Single molecule
Q166,entity_composition,Single molecule
Q168,entity_composition,Single molecule
Q169,entity_composition,Single molecule
Q170,entity_composition,Single molecule
Q171,entity_composition,Single molecule
Q172,entity_composition,Single molecule
Q173,entity_composition,Single molecule
Q174,entity_composition,Single molecule
Q175,entity_composition,Single molecule
Q176,entity_composition,Single molecule
Q177,entity_composition,Single molecule
Q178,entity_composition,Single molecule
Q179,entity_composition,Single molecule
Q180,entity_composition,Single molecule
Q181,entity_composition,Single molecule
Q182,entity_composition,Single molecule
Q183,entity_composition,Single molecule
Q184,entity_composition,Single molecule
Q185,entity_composition,Single molecule
Q186,entity_composition,Single molecule
Q187,entity_composition,Single molecule
Q189,entity_composition,Single molecule
Q190,entity_composition,Single molecule
Q191,entity_composition,Single molecule
Q192,entity_composition,Single molecule
Q193,entity_composition,Single molecule
Q194,entity_composition,Single molecule
Q195,entity_composition,Single molecule
Q196,entity_composition,Single molecule
Q197,entity_composition,Single molecule
Q198,entity_composition,Single molecule
Q199,entity_composition,Single molecule
Q200,entity_composition,Single molecule
Q202,entity_composition,Single molecule
Q203,entity_composition,Single molecule
Q204,entity_composition,Single molecule
Q205,entity_composition,Single molecule
Q206,entity_composition,Single molecule
Q207,entity_composition,Single molecule
Q208,entity_composition,Single molecule
Q209,entity_composition,Single molecule
Q211,entity_composition,Single molecule
Q212,entity_composition,Single molecule
Q213,entity_composition,Single molecule
Q214,entity_composition,Single molecule
Q216,entity_composition,Single molecule
Q217,entity_composition,Single molecule
Q218,entity_composition,Single molecule
Q219,entity_composition,Single molecule
Q220,entity_composition,Single molecule
Q221,entity_composition,Single molecule
Q222,entity_composition,Single molecule
Q223,entity_composition,Single molecule
Q224,entity_composition,Single molecule
Q225,entity_composition,Single molecule
Q226,entity_composition,Single molecule
Q227,entity_composition,Single molecule
Q228,entity_composition,Single molecule
Q229,entity_composition,Single molecule
Q230,entity_composition,Single molecule
Q232,entity_composition,Single molecule
Q233,entity_composition,Single molecule
Q234,entity_composition,Single molecule
Q235,entity_composition,Single molecule
Q236,entity_composition,Single molecule
Q237,entity_composition,Single molecule
Q238,entity_composition,Single molecule
Q239,entity_composition,Single molecule
Q240,entity_composition,Single molecule
Q241,entity_composition,Single molecule
Q242,entity_composition,Single molecule
Q243,entity_composition,Single molecule
Q245,entity_composition,Single molecule
Q246,entity_composition,Single molecule
Q248,entity_composition,Single molecule
Q249,entity_composition,Single molecule
Q250,entity_composition,Single molecule
Q251,entity_composition,Single molecule
Q252,entity_composition,Single molecule
Q253,entity_composition,Single molecule
Q254,entity_composition,Single molecule
Q255,entity_composition,Single molecule
Q256,entity_composition,Single molecule
Q257,entity_composition,Single molecule
Q258,entity_composition,Single molecule
Q259,entity_composition,Single molecule
Q260,entity_composition,Single molecule
Q261,entity_composition,Single molecule
Q263,entity_composition,Single molecule
Q264,entity_composition,Single molecule
Q265,entity_composition,Single molecule
Q266,entity_composition,Single molecule
Q267,entity_composition,Single molecule
Q268,entity_composition,Single molecule
Q269,entity_composition,Single molecule
Q270,entity_composition,Single molecule
Q272,entity_composition,Single molecule
Q273,entity_composition,Single molecule
Q274,entity_composition,Single molecule
Q275,entity_composition,Single molecule
Q276,entity_composition,Single molecule
Q277,entity_composition,Single molecule
Q278,entity_composition,Single molecule
Q279,entity_composition,Single molecule
Q280,entity_composition,Single molecule
Q281,entity_composition,Single molecule
Q282,entity_composition,Single molecule
Q283,entity_composition,Single molecule
Q284,entity_composition,Single molecule
Q286,entity_composition,Single molecule
Q287,entity_composition,Single molecule
Q288,entity_composition,Single molecule
Q289,entity_composition,Single molecule
Q290,entity_composition,Single molecule
Q291,entity_composition,Single molecule
Q292,entity_composition,Single molecule
Q294,entity_composition,Single molecule
Q297,entity_composition,Single molecule
Q299,entity_composition,Single molecule
Q300,entity_composition,Single molecule
Q301,entity_composition,Single molecule
Q302,entity_composition,Single molecule
Q303,entity_composition,Single molecule
Q304,entity_composition,Single molecule
Q305,entity_composition,Single molecule
Q306,entity_composition,Single molecule
Q307,entity_composition,Single molecule
Q308,entity_composition,Single molecule
Q309,entity_composition,Single molecule
Q310,entity_composition,Single molecule
Q311,entity_composition,Single molecule
Q312,entity_composition,Single molecule
Q313,entity_composition,Single molecule
Q315,entity_composition,Single molecule
Q317,entity_composition,Single molecule
Q319,entity_composition,Single molecule
Q320,entity_composition,Single molecule
Q322,entity_composition,Single molecule
Q323,entity_composition,Single molecule
Q324,entity_composition,Single molecule
Q325,entity_composition,Single molecule
Q326,entity_composition,Single molecule
Q327,entity_composition,Single molecule
Q329,entity_composition,Single molecule
Q330,entity_composition,Single molecule
Q331,entity_composition,Single molecule
Q332,entity_composition,Single molecule
Q333,entity_composition,Single molecule
Q334,entity_composition,Single molecule
Q336,entity_composition,Single molecule
Q337,entity_composition,Single molecule
Q338,entity_composition,Single molecule
Q339,entity_composition,Single molecule
Q340,entity_composition,Single molecule
Q342,entity_composition,Single molecule
Q343,entity_composition,Single molecule
Q344,entity_composition,Single molecule
Q345,entity_composition,Single molecule
Q346,entity_composition,Single molecule
Q347,entity_composition,Single molecule
Q348,entity_composition,Single molecule
Q349,entity_composition,Single molecule
Q350,entity_composition,Single molecule
Q351,entity_composition,Single molecule
Q352,entity_composition,Single molecule
Q353,entity_composition,Single molecule
Q354,entity_composition,Single molecule
Q355,entity_composition,Single molecule
Q356,entity_composition,Single molecule
Q357,entity_composition,Single molecule
Q358,entity_composition,Single molecule
Q359,entity_composition,Single molecule
Q360,entity_composition,Single molecule
Q361,entity_composition,Single molecule
Q362,entity_composition,Single molecule
Q363,entity_composition,Single molecule
Q364,entity_composition,Single molecule
Q365,entity_composition,Single molecule
Q366,entity_composition,Single molecule
Q367,entity_composition,Single molecule
Q368,entity_composition,Single molecule
Q370,entity_composition,Single molecule
Q371,entity_composition,Single molecule
Q372,entity_composition,Single molecule
Q373,entity_composition,Single molecule
Q374,entity_composition,Single molecule
Q375,entity_composition,Single molecule
Q376,entity_composition,Single molecule
Q377,entity_composition,Single molecule
Q378,entity_composition,Single molecule
Q379,entity_composition,Single molecule
Q380,entity_composition,Single molecule
Q381,entity_composition,Single molecule
Q382,entity_composition,Single molecule
Q383,entity_composition,Single molecule
Q384,entity_composition,Single molecule
