query_id,query_intent,query_language,sessions,impression_rows,observed_content,engaged_rows,judgment_coverage,has_observed_positive
Q418,Monitoring / Response / Risk Assessment,MIXED,1,12,12,1,0.034782608695652174,True
Q470,Dosing / Administration,ID,1,12,12,2,0.034782608695652174,True
Q482,Efficacy / Outcomes,EN,1,12,12,1,0.034782608695652174,True
Q278,Treatment Change / Escalation,MIXED,2,14,14,6,0.04057971014492753,True
Q324,Monitoring / Response / Risk Assessment,EN,2,15,14,4,0.04057971014492753,True
Q352,Guideline / Evidence Lookup,ID,2,14,14,4,0.04057971014492753,True
Q125,Safety / Contraindication,MIXED,2,15,15,6,0.043478260869565216,True
Q189,Dosing / Administration,EN,2,16,15,5,0.043478260869565216,True
Q285,Comparative Treatment Choice,EN,2,16,15,4,0.043478260869565216,True
Q214,Dosing / Administration,EN,2,16,16,5,0.0463768115942029,True
Q466,Guideline / Evidence Lookup,ID,2,16,16,6,0.0463768115942029,True
Q019,Dosing / Administration,MIXED,2,17,17,6,0.04927536231884058,True
Q039,Management / Treatment Selection,ID,2,17,17,5,0.04927536231884058,True
Q070,Efficacy / Outcomes,EN,2,18,17,5,0.04927536231884058,True
Q185,Dosing / Administration,EN,2,17,17,5,0.04927536231884058,True
Q243,Dosing / Administration,EN,2,17,17,4,0.04927536231884058,True
Q394,Safety / Contraindication,EN,2,17,17,5,0.04927536231884058,True
Q003,Interaction / Combination,ID,3,19,18,7,0.05217391304347826,True
Q007,Dosing / Administration,EN,2,19,18,5,0.05217391304347826,True
Q172,Management / Treatment Selection,ID,2,19,18,6,0.05217391304347826,True
Q209,Treatment Change / Escalation,EN,2,18,18,4,0.05217391304347826,True
Q263,Dosing / Administration,EN,2,18,18,4,0.05217391304347826,True
Q458,Mechanism / Background Knowledge,EN,2,18,18,5,0.05217391304347826,True
Q038,Guideline / Evidence Lookup,MIXED,2,19,19,6,0.05507246376811594,True
Q086,Treatment Change / Escalation,MIXED,2,19,19,5,0.05507246376811594,True
Q156,Guideline / Evidence Lookup,MIXED,3,20,19,7,0.05507246376811594,True
Q191,Dosing / Administration,MIXED,2,20,19,5,0.05507246376811594,True
Q199,Dosing / Administration,EN,2,19,19,5,0.05507246376811594,True
Q407,Dosing / Administration,ID,2,20,19,4,0.05507246376811594,True
Q489,Treatment Change / Escalation,EN,2,19,19,6,0.05507246376811594,True
Q159,Dosing / Administration,EN,2,21,20,6,0.057971014492753624,True
Q179,Management / Treatment Selection,EN,2,20,20,6,0.057971014492753624,True
Q197,Monitoring / Response / Risk Assessment,ID,3,21,20,5,0.057971014492753624,True
Q443,Prophylaxis / Maintenance,MIXED,2,20,20,4,0.057971014492753624,True
Q107,Management / Treatment Selection,ID,3,21,21,7,0.06086956521739131,True
Q200,Monitoring / Response / Risk Assessment,EN,2,21,21,6,0.06086956521739131,True
Q204,Mechanism / Background Knowledge,MIXED,2,24,21,4,0.06086956521739131,True
Q247,Treatment Change / Escalation,ID,2,22,21,4,0.06086956521739131,True
Q270,Dosing / Administration,MIXED,2,21,21,6,0.06086956521739131,True
Q297,Management / Treatment Selection,EN,2,21,21,5,0.06086956521739131,True
Q423,Prophylaxis / Maintenance,MIXED,2,21,21,4,0.06086956521739131,True
Q183,Dosing / Administration,EN,2,22,22,6,0.06376811594202898,True
Q325,Prophylaxis / Maintenance,MIXED,3,23,22,6,0.06376811594202898,True
Q342,Dosing / Administration,MIXED,3,23,22,5,0.06376811594202898,True
Q467,Safety / Contraindication,MIXED,3,24,22,6,0.06376811594202898,True
Q095,Monitoring / Response / Risk Assessment,EN,3,23,23,7,0.06666666666666667,True
Q181,Dosing / Administration,ID,2,23,23,6,0.06666666666666667,True
Q213,Prophylaxis / Maintenance,MIXED,3,25,23,5,0.06666666666666667,True
Q408,Prophylaxis / Maintenance,MIXED,3,23,23,5,0.06666666666666667,True
Q426,Prophylaxis / Maintenance,MIXED,3,24,23,6,0.06666666666666667,True
Q068,Treatment Change / Escalation,EN,3,24,24,7,0.06956521739130435,True
Q161,Dosing / Administration,MIXED,3,24,24,6,0.06956521739130435,True
Q349,Dosing / Administration,ID,3,24,24,5,0.06956521739130435,True
Q427,Safety / Contraindication,MIXED,3,24,24,5,0.06956521739130435,True
Q094,Guideline / Evidence Lookup,MIXED,3,27,25,5,0.07246376811594203,True
Q134,Prophylaxis / Maintenance,EN,3,25,25,5,0.07246376811594203,True
Q150,Comparative Treatment Choice,ID,3,25,25,7,0.07246376811594203,True
Q238,Safety / Contraindication,EN,3,25,25,6,0.07246376811594203,True
Q262,Interaction / Combination,MIXED,3,26,25,5,0.07246376811594203,True
Q268,Mechanism / Background Knowledge,EN,3,25,25,5,0.07246376811594203,True
Q015,Prophylaxis / Maintenance,EN,3,29,26,5,0.07536231884057971,True
Q018,Interaction / Combination,ID,3,26,26,5,0.07536231884057971,True
Q090,Management / Treatment Selection,ID,3,26,26,5,0.07536231884057971,True
Q101,Interaction / Combination,EN,3,26,26,6,0.07536231884057971,True
Q335,Comparative Treatment Choice,MIXED,3,26,26,6,0.07536231884057971,True
Q395,Dosing / Administration,EN,3,26,26,5,0.07536231884057971,True
Q420,Dosing / Administration,ID,3,27,26,7,0.07536231884057971,True
Q472,Mechanism / Background Knowledge,MIXED,3,26,26,7,0.07536231884057971,True
Q043,Safety / Contraindication,ID,4,29,27,8,0.0782608695652174,True
Q078,Safety / Contraindication,ID,3,28,27,6,0.0782608695652174,True
Q121,Management / Treatment Selection,EN,3,27,27,6,0.0782608695652174,True
Q133,Safety / Contraindication,EN,3,27,27,5,0.0782608695652174,True
Q371,Guideline / Evidence Lookup,MIXED,3,28,27,6,0.0782608695652174,True
Q375,Dosing / Administration,ID,3,28,27,5,0.0782608695652174,True
Q450,Safety / Contraindication,MIXED,3,29,27,6,0.0782608695652174,True
Q009,Interaction / Combination,EN,3,28,28,6,0.08115942028985507,True
Q128,Guideline / Evidence Lookup,MIXED,3,28,28,6,0.08115942028985507,True
Q193,Management / Treatment Selection,ID,3,28,28,7,0.08115942028985507,True
Q012,Dosing / Administration,MIXED,3,29,29,7,0.08405797101449275,True
Q393,Monitoring / Response / Risk Assessment,MIXED,3,29,29,5,0.08405797101449275,True
Q477,Efficacy / Outcomes,EN,3,29,29,6,0.08405797101449275,True
Q032,Interaction / Combination,ID,3,30,30,7,0.08695652173913043,True
Q089,Monitoring / Response / Risk Assessment,EN,3,32,30,6,0.08695652173913043,True
Q146,Comparative Treatment Choice,MIXED,3,30,30,6,0.08695652173913043,True
Q208,Prophylaxis / Maintenance,ID,3,31,30,7,0.08695652173913043,True
Q258,Management / Treatment Selection,EN,3,30,30,7,0.08695652173913043,True
Q421,Dosing / Administration,EN,4,31,30,6,0.08695652173913043,True
Q429,Dosing / Administration,ID,3,30,30,5,0.08695652173913043,True
Q486,Treatment Change / Escalation,EN,3,32,30,6,0.08695652173913043,True
Q131,Safety / Contraindication,MIXED,3,32,31,7,0.08985507246376812,True
Q132,Dosing / Administration,EN,4,34,31,7,0.08985507246376812,True
Q097,Dosing / Administration,ID,4,32,32,7,0.0927536231884058,True
Q027,Safety / Contraindication,EN,4,36,33,7,0.09565217391304348,True
Q239,Dosing / Administration,MIXED,4,34,33,8,0.09565217391304348,True
Q289,Safety / Contraindication,ID,4,36,33,8,0.09565217391304348,True
Q490,Management / Treatment Selection,ID,3,35,33,7,0.09565217391304348,True
Q077,Management / Treatment Selection,ID,4,35,34,8,0.09855072463768116,True
Q180,Guideline / Evidence Lookup,ID,4,37,34,6,0.09855072463768116,True
Q202,Management / Treatment Selection,EN,3,34,34,6,0.09855072463768116,True
Q264,Dosing / Administration,ID,4,35,34,6,0.09855072463768116,True
Q292,Comparative Treatment Choice,EN,4,35,34,6,0.09855072463768116,True
Q354,Safety / Contraindication,ID,4,36,34,7,0.09855072463768116,True
Q154,Dosing / Administration,EN,4,40,35,7,0.10144927536231885,True
Q319,Dosing / Administration,MIXED,4,35,35,7,0.10144927536231885,True
Q433,Monitoring / Response / Risk Assessment,EN,4,38,35,6,0.10144927536231885,True
Q021,Dosing / Administration,MIXED,4,37,36,6,0.10434782608695652,True
Q301,Monitoring / Response / Risk Assessment,EN,4,37,36,8,0.10434782608695652,True
Q337,Management / Treatment Selection,EN,4,37,36,7,0.10434782608695652,True
Q392,Treatment Change / Escalation,EN,4,36,36,7,0.10434782608695652,True
Q469,Guideline / Evidence Lookup,MIXED,4,37,36,6,0.10434782608695652,True
Q245,Management / Treatment Selection,ID,4,37,37,6,0.1072463768115942,True
Q005,Safety / Contraindication,EN,5,41,38,8,0.11014492753623188,True
Q287,Guideline / Evidence Lookup,ID,4,42,38,6,0.11014492753623188,True
Q298,Treatment Change / Escalation,ID,4,38,38,6,0.11014492753623188,True
Q363,Prophylaxis / Maintenance,MIXED,4,38,38,6,0.11014492753623188,True
Q231,Interaction / Combination,MIXED,4,41,39,7,0.11304347826086956,True
Q096,Monitoring / Response / Risk Assessment,EN,5,41,40,9,0.11594202898550725,True
Q304,Prophylaxis / Maintenance,MIXED,4,43,40,7,0.11594202898550725,True
Q409,Dosing / Administration,EN,5,43,40,7,0.11594202898550725,True
Q100,Prophylaxis / Maintenance,MIXED,6,45,41,9,0.11884057971014493,True
Q341,Treatment Change / Escalation,EN,4,45,41,8,0.11884057971014493,True
Q419,Treatment Change / Escalation,EN,4,43,42,6,0.12173913043478261,True
Q454,Treatment Change / Escalation,MIXED,4,42,42,7,0.12173913043478261,True
Q051,Treatment Change / Escalation,EN,4,46,43,8,0.1246376811594203,True
Q314,Treatment Change / Escalation,MIXED,5,47,44,9,0.12753623188405797,True
Q145,Dosing / Administration,EN,5,46,45,9,0.13043478260869565,True
Q340,Guideline / Evidence Lookup,MIXED,6,50,45,10,0.13043478260869565,True
Q440,Monitoring / Response / Risk Assessment,EN,5,47,45,7,0.13043478260869565,True
Q076,Dosing / Administration,MIXED,5,49,46,7,0.13333333333333333,True
Q281,Mechanism / Background Knowledge,EN,6,49,46,8,0.13333333333333333,True
Q056,Dosing / Administration,MIXED,5,52,49,8,0.14202898550724638,True
Q067,Guideline / Evidence Lookup,MIXED,6,52,49,8,0.14202898550724638,True
Q040,Treatment Change / Escalation,ID,6,54,50,8,0.14492753623188406,True
Q323,Safety / Contraindication,ID,7,57,52,11,0.15072463768115943,True
Q397,Monitoring / Response / Risk Assessment,EN,6,57,53,9,0.1536231884057971,True
Q234,Mechanism / Background Knowledge,MIXED,6,60,56,10,0.16231884057971013,True
Q293,Treatment Change / Escalation,ID,6,61,56,9,0.16231884057971013,True
Q473,Efficacy / Outcomes,MIXED,8,81,77,12,0.22318840579710145,True
