protocol,split,candidate,reference,delta_ndcg,lower,upper,positive_queries,improved,worsened,unchanged
query,validation,repaired:all_terms_minus_context_penalty,repaired:signed_only,-0.0033057774914587016,-0.013514128037538101,0.004650167895528427,70,5,3,62
query,validation,repaired:all_terms_minus_context_penalty,repaired:r_e7_equivalent,0.0005079167664670644,-0.0038748483440342917,0.0048178987798805605,70,3,4,63
query,validation,repaired:all_terms_minus_intent_bonus,repaired:hybrid,-0.002213154713046835,-0.009972684074190788,0.00716195909828592,70,2,6,62
query,validation,repaired:all_terms_minus_intent_bonus,repaired:signed_only,-0.0007256698678962104,-0.0021770096036886314,0.0,70,0,1,69
query,validation,repaired:all_terms_minus_intent_bonus,repaired:r_e7_equivalent,0.003088024390029556,-0.006571944176211878,0.015001743389654073,70,3,6,61
query,test,legacy:intent_only,legacy:hybrid,-0.0022370856618817822,-0.007507939698325296,0.0008283807471703951,68,3,3,62
query,test,legacy:intent_only,legacy:signed_only,0.0018455136001112515,-0.0005137697998995822,0.004810120386104512,68,5,2,61
query,test,legacy:intent_only,legacy:r_e7_equivalent,-0.0034081959280270148,-0.012596760219861903,0.004341912073246136,68,6,5,57
query,test,legacy:signed_only,legacy:hybrid,-0.004082599261993034,-0.010248828744593125,9.169682344191533e-05,68,2,6,60
query,test,legacy:signed_only,legacy:r_e7_equivalent,-0.005253709528138265,-0.015925559862966253,0.0030705677624718545,68,2,6,60
query,test,legacy:signed_plus_intent,legacy:hybrid,-0.0019587923271352403,-0.010142525455019319,0.005929017291566296,68,4,7,57
query,test,legacy:signed_plus_intent,legacy:signed_only,0.002123806934857793,-0.004194125292928561,0.008946003514778646,68,6,4,58
query,test,legacy:signed_plus_intent,legacy:r_e7_equivalent,-0.003129902593280473,-0.009221933052222799,2.366018049171007e-05,68,1,3,64
query,test,legacy:all_terms_nonzero,legacy:hybrid,-0.0019587923271352403,-0.010142525455019319,0.005929017291566296,68,4,7,57
query,test,legacy:all_terms_nonzero,legacy:signed_only,0.002123806934857793,-0.004194125292928561,0.008946003514778646,68,6,4,58
query,test,legacy:all_terms_nonzero,legacy:r_e7_equivalent,-0.003129902593280473,-0.009221933052222799,2.366018049171007e-05,68,1,3,64
query,test,legacy:prior_signed_plus_intent,legacy:hybrid,-0.0019391379737054616,-0.010131741573194571,0.005958022918366857,68,4,7,57
query,test,legacy:prior_signed_plus_intent,legacy:signed_only,0.0021434612882875715,-0.004171575174561807,0.008965447679170055,68,6,3,59
query,test,legacy:prior_signed_plus_intent,legacy:r_e7_equivalent,-0.0031102482398506943,-0.009221491766225328,4.33145339214887e-05,68,1,2,65
query,test,legacy:fixed_all_005_intent_020,legacy:hybrid,-0.0024449841949569723,-0.007714386433849818,0.0006528751720072914,68,2,4,62
query,test,legacy:fixed_all_005_intent_020,legacy:signed_only,0.0016376150670360612,-0.0006479122407780778,0.004488014155836893,68,4,3,61
query,test,legacy:fixed_all_005_intent_020,legacy:r_e7_equivalent,-0.0036160944611022044,-0.012490689041586072,0.0037236718588351246,68,4,4,60
query,test,legacy:r_e7_equivalent,legacy:hybrid,0.001171110266145232,-0.008253082012494369,0.011050242303611582,68,5,6,57
query,test,legacy:r_e7_equivalent,legacy:signed_only,0.005253709528138265,-0.0030705677624718623,0.01592555986296625,68,6,2,60
query,test,legacy:all_terms_minus_entity_bonus,legacy:hybrid,-0.002950667431010234,-0.011689775834749252,0.005402549122464219,68,6,5,57
query,test,legacy:all_terms_minus_entity_bonus,legacy:signed_only,0.0011319318309828004,-0.006104976648936181,0.008740370500264225,68,7,4,57
query,test,legacy:all_terms_minus_entity_bonus,legacy:r_e7_equivalent,-0.004121777697155465,-0.011863580587617828,0.0016063265113074063,68,3,5,60
query,test,legacy:all_terms_minus_entity_penalty,legacy:hybrid,-0.002950667431010234,-0.011689775834749252,0.005402549122464219,68,6,5,57
query,test,legacy:all_terms_minus_entity_penalty,legacy:signed_only,0.0011319318309828004,-0.006104976648936181,0.008740370500264225,68,7,4,57
query,test,legacy:all_terms_minus_entity_penalty,legacy:r_e7_equivalent,-0.004121777697155465,-0.011863580587617828,0.0016063265113074063,68,3,5,60
query,test,legacy:all_terms_minus_context_bonus,legacy:hybrid,-0.002173995789245667,-0.010289129258939727,0.005691174617555231,68,4,7,57
query,test,legacy:all_terms_minus_context_bonus,legacy:signed_only,0.0019086034727473667,-0.004269983141546401,0.008758487863226664,68,6,4,58
query,test,legacy:all_terms_minus_context_bonus,legacy:r_e7_equivalent,-0.003345106055390899,-0.009609350032199019,2.165726696074435e-05,68,1,3,64
query,test,legacy:all_terms_minus_context_penalty,legacy:hybrid,-0.0019587923271352403,-0.010142525455019319,0.005929017291566296,68,4,7,57
query,test,legacy:all_terms_minus_context_penalty,legacy:signed_only,0.002123806934857793,-0.004194125292928561,0.008946003514778646,68,6,4,58
query,test,legacy:all_terms_minus_context_penalty,legacy:r_e7_equivalent,-0.003129902593280473,-0.009221933052222799,2.366018049171007e-05,68,1,3,64
query,test,legacy:all_terms_minus_intent_bonus,legacy:hybrid,-0.004657802625061489,-0.011515721160474248,4.3009756441584075e-05,68,2,6,60
query,test,legacy:all_terms_minus_intent_bonus,legacy:signed_only,-0.0005752033630684552,-0.001705955735775587,0.0,68,0,2,66
query,test,legacy:all_terms_minus_intent_bonus,legacy:r_e7_equivalent,-0.005828912891206721,-0.017818198846101876,0.00304723921541714,68,2,7,59
query,test,repaired:intent_only,repaired:hybrid,-0.0022370856618817822,-0.007507939698325296,0.0008283807471703951,68,3,3,62
query,test,repaired:intent_only,repaired:signed_only,0.0024010626097499283,-0.000500175401980854,0.0065121654671019035,68,5,2,61
query,test,repaired:intent_only,repaired:r_e7_equivalent,0.004605673467362196,-0.005473746966310964,0.01736773563880096,68,7,4,57
query,test,repaired:signed_only,repaired:hybrid,-0.00463814827163171,-0.011515229801638504,4.3191780393055225e-05,68,2,6,60
query,test,repaired:signed_only,repaired:r_e7_equivalent,0.0022046108576122677,-0.005943792854323777,0.012168477609124997,68,3,5,60
query,test,repaired:signed_plus_intent,repaired:hybrid,-0.0019587923271352403,-0.010142525455019319,0.005929017291566296,68,4,7,57
query,test,repaired:signed_plus_intent,repaired:signed_only,0.0026793559444964698,-0.003784173327050126,0.00992139361957815,68,6,4,58
query,test,repaired:signed_plus_intent,repaired:r_e7_equivalent,0.004883966802108737,-0.0005186684355650305,0.01519022319532102,68,2,2,64
query,test,repaired:all_terms_nonzero,repaired:hybrid,-0.0019587923271352403,-0.010142525455019319,0.005929017291566296,68,4,7,57
query,test,repaired:all_terms_nonzero,repaired:signed_only,0.0026793559444964698,-0.003784173327050126,0.00992139361957815,68,6,4,58
query,test,repaired:all_terms_nonzero,repaired:r_e7_equivalent,0.004883966802108737,-0.0005186684355650305,0.01519022319532102,68,2,2,64
query,test,repaired:prior_signed_plus_intent,repaired:hybrid,-0.0019391379737054616,-0.010131741573194571,0.005958022918366857,68,4,7,57
query,test,repaired:prior_signed_plus_intent,repaired:signed_only,0.0026990102979262483,-0.0037836819682143816,0.009934330540675433,68,6,3,59
query,test,repaired:prior_signed_plus_intent,repaired:r_e7_equivalent,0.0049036211555385165,-0.0005010169956662176,0.01519022319532102,68,2,1,65
query,test,repaired:fixed_all_005_intent_020,repaired:hybrid,-0.0023503537478471114,-0.0076167373997463785,0.0006852688079639742,68,2,4,62
query,test,repaired:fixed_all_005_intent_020,repaired:signed_only,0.002287794523784599,-0.0004912354264303612,0.006397936955281938,68,4,2,62
query,test,repaired:fixed_all_005_intent_020,repaired:r_e7_equivalent,0.004492405381396867,-0.005506200066517797,0.017108283470066307,68,5,3,60
query,test,repaired:r_e7_equivalent,repaired:hybrid,-0.006842759129243979,-0.020434981023708644,0.004184790536471991,68,4,7,57
query,test,repaired:r_e7_equivalent,repaired:signed_only,-0.0022046108576122677,-0.012168477609125004,0.005943792854323775,68,5,3,60
query,test,repaired:all_terms_minus_entity_bonus,repaired:hybrid,-0.002950667431010234,-0.011689775834749252,0.005402549122464219,68,6,5,57
query,test,repaired:all_terms_minus_entity_bonus,repaired:signed_only,0.001687480840621477,-0.00584054183601306,0.009932724251211524,68,7,4,57
query,test,repaired:all_terms_minus_entity_bonus,repaired:r_e7_equivalent,0.003892091698233745,-0.004523993048897544,0.015750033056192905,68,4,4,60
query,test,repaired:all_terms_minus_entity_penalty,repaired:hybrid,-0.002950667431010234,-0.011689775834749252,0.005402549122464219,68,6,5,57
query,test,repaired:all_terms_minus_entity_penalty,repaired:signed_only,0.001687480840621477,-0.00584054183601306,0.009932724251211524,68,7,4,57
query,test,repaired:all_terms_minus_entity_penalty,repaired:r_e7_equivalent,0.003892091698233745,-0.004523993048897544,0.015750033056192905,68,4,4,60
query,test,repaired:all_terms_minus_context_bonus,repaired:hybrid,-0.002173995789245667,-0.010289129258939727,0.005691174617555231,68,4,7,57
query,test,repaired:all_terms_minus_context_bonus,repaired:signed_only,0.002464152482386043,-0.0040857987316334715,0.009767614862722755,68,6,4,58
query,test,repaired:all_terms_minus_context_bonus,repaired:r_e7_equivalent,0.004668763339998311,-0.0008889837301286843,0.015168565928360278,68,2,2,64
query,test,repaired:all_terms_minus_context_penalty,repaired:hybrid,-0.0019587923271352403,-0.010142525455019319,0.005929017291566296,68,4,7,57
query,test,repaired:all_terms_minus_context_penalty,repaired:signed_only,0.0026793559444964698,-0.003784173327050126,0.00992139361957815,68,6,4,58
query,test,repaired:all_terms_minus_context_penalty,repaired:r_e7_equivalent,0.004883966802108737,-0.0005186684355650305,0.01519022319532102,68,2,2,64
query,test,repaired:all_terms_minus_intent_bonus,repaired:hybrid,-0.004657802625061489,-0.011515721160474248,4.3009756441584075e-05,68,2,6,60
query,test,repaired:all_terms_minus_intent_bonus,repaired:signed_only,-1.9654353429778626e-05,-5.896306028933588e-05,0.0,68,0,1,67
query,test,repaired:all_terms_minus_intent_bonus,repaired:r_e7_equivalent,0.002184956504182489,-0.0059599332109543405,0.012168477609124997,68,3,6,59
query_dedup,validation,legacy:intent_only,legacy:hybrid,-0.0018992080122721459,-0.00647451345192968,0.0007768894151132413,69,1,1,67
query_dedup,validation,legacy:intent_only,legacy:signed_only,-0.00038842070135028443,-0.006028299774803375,0.004221465105311284,69,3,1,65
query_dedup,validation,legacy:intent_only,legacy:r_e7_equivalent,-0.003234904658393569,-0.011726182240900305,0.003991471773567922,69,2,3,64
query_dedup,validation,legacy:signed_only,legacy:hybrid,-0.0015107873109218614,-0.008080441777118101,0.004758920895485403,69,1,4,64
query_dedup,validation,legacy:signed_only,legacy:r_e7_equivalent,-0.002846483957043285,-0.014462323450062575,0.007555693733226627,69,2,5,62
query_dedup,validation,legacy:signed_plus_intent,legacy:hybrid,-0.002367382855607071,-0.009352481755545988,0.0033735996679502465,69,2,3,64
query_dedup,validation,legacy:signed_plus_intent,legacy:signed_only,-0.0008565955446852103,-0.008771703078743826,0.005730363155840781,69,4,2,63
query_dedup,validation,legacy:signed_plus_intent,legacy:r_e7_equivalent,-0.003703079501728495,-0.011715559147148025,0.0015238276885797604,69,1,3,65
query_dedup,validation,legacy:all_terms_nonzero,legacy:hybrid,-0.002367382855607071,-0.009352481755545988,0.0033735996679502465,69,2,3,64
query_dedup,validation,legacy:all_terms_nonzero,legacy:signed_only,-0.0008565955446852103,-0.008771703078743826,0.005730363155840781,69,4,2,63
query_dedup,validation,legacy:all_terms_nonzero,legacy:r_e7_equivalent,-0.003703079501728495,-0.011715559147148025,0.0015238276885797604,69,1,3,65
query_dedup,validation,legacy:prior_signed_plus_intent,legacy:hybrid,-0.002367382855607071,-0.009352481755545988,0.0033735996679502465,69,2,3,64
query_dedup,validation,legacy:prior_signed_plus_intent,legacy:signed_only,-0.0008565955446852103,-0.008771703078743826,0.005730363155840781,69,4,2,63
query_dedup,validation,legacy:prior_signed_plus_intent,legacy:r_e7_equivalent,-0.003703079501728495,-0.011715559147148025,0.0015238276885797604,69,1,3,65
query_dedup,validation,legacy:fixed_all_005_intent_020,legacy:hybrid,-0.0004884366392278018,-0.00647451345192968,0.005009203534246273,69,1,1,67
query_dedup,validation,legacy:fixed_all_005_intent_020,legacy:signed_only,0.0010223506716940597,-0.005635824974066838,0.007429954402302882,69,3,1,65
query_dedup,validation,legacy:fixed_all_005_intent_020,legacy:r_e7_equivalent,-0.0018241332853492249,-0.010535664185231131,0.005919435394810595,69,3,3,63
query_dedup,validation,legacy:r_e7_equivalent,legacy:hybrid,0.0013356966461214234,-0.0070643701612595,0.010732371861666291,69,4,3,62
query_dedup,validation,legacy:r_e7_equivalent,legacy:signed_only,0.002846483957043285,-0.00755569373322663,0.014462323450062564,69,5,2,62
query_dedup,validation,legacy:all_terms_minus_entity_bonus,legacy:hybrid,-0.002567399405073104,-0.010143195369755604,0.0032562421437695075,69,1,3,65
query_dedup,validation,legacy:all_terms_minus_entity_bonus,legacy:signed_only,-0.0010566120941512434,-0.008833316251655204,0.006157031815456747,69,3,2,64
query_dedup,validation,legacy:all_terms_minus_entity_bonus,legacy:r_e7_equivalent,-0.003903096051194528,-0.012153321250192821,0.002329623169342624,69,2,3,64
query_dedup,validation,legacy:all_terms_minus_entity_penalty,legacy:hybrid,-0.002567399405073104,-0.010143195369755604,0.0032562421437695075,69,1,3,65
query_dedup,validation,legacy:all_terms_minus_entity_penalty,legacy:signed_only,-0.0010566120941512434,-0.008833316251655204,0.006157031815456747,69,3,2,64
query_dedup,validation,legacy:all_terms_minus_entity_penalty,legacy:r_e7_equivalent,-0.003903096051194528,-0.012153321250192821,0.002329623169342624,69,2,3,64
query_dedup,validation,legacy:all_terms_minus_context_bonus,legacy:hybrid,-0.0010368922644177641,-0.0068557609185463135,0.0036556463978252513,69,2,3,64
query_dedup,validation,legacy:all_terms_minus_context_bonus,legacy:signed_only,0.00047389504650409723,-0.006109523284810231,0.006238318723443353,69,4,2,63
query_dedup,validation,legacy:all_terms_minus_context_bonus,legacy:r_e7_equivalent,-0.0023725889105391876,-0.010494405353551861,0.0036574242390679298,69,2,3,64
query_dedup,validation,legacy:all_terms_minus_context_penalty,legacy:hybrid,-0.002367382855607071,-0.009352481755545988,0.0033735996679502465,69,2,3,64
query_dedup,validation,legacy:all_terms_minus_context_penalty,legacy:signed_only,-0.0008565955446852103,-0.008771703078743826,0.005730363155840781,69,4,2,63
query_dedup,validation,legacy:all_terms_minus_context_penalty,legacy:r_e7_equivalent,-0.003703079501728495,-0.011715559147148025,0.0015238276885797604,69,1,3,65
query_dedup,validation,legacy:all_terms_minus_intent_bonus,legacy:hybrid,-0.002058284885638238,-0.009056925037136941,0.004662785035168582,69,1,4,64
query_dedup,validation,legacy:all_terms_minus_intent_bonus,legacy:signed_only,-0.000547497574716377,-0.001642492724149131,0.0,69,0,1,68
query_dedup,validation,legacy:all_terms_minus_intent_bonus,legacy:r_e7_equivalent,-0.0033939815317596614,-0.01618881462594568,0.007312662231591864,69,2,5,62
query_dedup,validation,repaired:intent_only,repaired:hybrid,-0.0018992080122721459,-0.00647451345192968,0.0007768894151132413,69,1,1,67
query_dedup,validation,repaired:intent_only,repaired:signed_only,0.00015907687336609236,-0.0058132870212476056,0.005863957829460415,69,3,1,65
query_dedup,validation,repaired:intent_only,repaired:r_e7_equivalent,0.004662821702279856,-0.00415179623607518,0.018160825508949235,69,3,2,64
query_dedup,validation,repaired:signed_only,repaired:hybrid,-0.002058284885638238,-0.009056925037136941,0.004662785035168582,69,1,4,64
query_dedup,validation,repaired:signed_only,repaired:r_e7_equivalent,0.004503744828913763,-0.00402349023735267,0.015679488633540593,69,3,4,62
query_dedup,validation,repaired:signed_plus_intent,repaired:hybrid,-0.002367382855607071,-0.009352481755545988,0.0033735996679502465,69,2,3,64
query_dedup,validation,repaired:signed_plus_intent,repaired:signed_only,-0.0003090979699688332,-0.008453552265485607,0.006846043124396493,69,4,2,63
query_dedup,validation,repaired:signed_plus_intent,repaired:r_e7_equivalent,0.00419464685894493,-0.003127816473724863,0.01650002073812921,69,2,2,65
query_dedup,validation,repaired:all_terms_nonzero,repaired:hybrid,-0.002367382855607071,-0.009352481755545988,0.0033735996679502465,69,2,3,64
query_dedup,validation,repaired:all_terms_nonzero,repaired:signed_only,-0.0003090979699688332,-0.008453552265485607,0.006846043124396493,69,4,2,63
query_dedup,validation,repaired:all_terms_nonzero,repaired:r_e7_equivalent,0.00419464685894493,-0.003127816473724863,0.01650002073812921,69,2,2,65
query_dedup,validation,repaired:prior_signed_plus_intent,repaired:hybrid,-0.002367382855607071,-0.009352481755545988,0.0033735996679502465,69,2,3,64
query_dedup,validation,repaired:prior_signed_plus_intent,repaired:signed_only,-0.0003090979699688332,-0.008453552265485607,0.006846043124396493,69,4,2,63
query_dedup,validation,repaired:prior_signed_plus_intent,repaired:r_e7_equivalent,0.00419464685894493,-0.003127816473724863,0.01650002073812921,69,2,2,65
query_dedup,validation,repaired:fixed_all_005_intent_020,repaired:hybrid,-0.0004884366392278018,-0.00647451345192968,0.005009203534246273,69,1,1,67
query_dedup,validation,repaired:fixed_all_005_intent_020,repaired:signed_only,0.0015698482464104365,-0.005088327399350462,0.00861739892273055,69,3,1,65
query_dedup,validation,repaired:fixed_all_005_intent_020,repaired:r_e7_equivalent,0.0060735930753241995,-0.0032678343844975283,0.019619084535016856,69,4,2,63
query_dedup,validation,repaired:r_e7_equivalent,repaired:hybrid,-0.006562029714552001,-0.020309055086271375,0.0033340150768103134,69,3,4,62
query_dedup,validation,repaired:r_e7_equivalent,repaired:signed_only,-0.004503744828913763,-0.015679488633540607,0.00402349023735267,69,4,3,62
query_dedup,validation,repaired:all_terms_minus_entity_bonus,repaired:hybrid,-0.002567399405073104,-0.010143195369755604,0.0032562421437695075,69,1,3,65
query_dedup,validation,repaired:all_terms_minus_entity_bonus,repaired:signed_only,-0.0005091145194348664,-0.008692426321616563,0.0071673595033313175,69,3,2,64
query_dedup,validation,repaired:all_terms_minus_entity_bonus,repaired:r_e7_equivalent,0.003994630309478896,-0.0043924757872932495,0.01690781954205475,69,3,2,64
query_dedup,validation,repaired:all_terms_minus_entity_penalty,repaired:hybrid,-0.002567399405073104,-0.010143195369755604,0.0032562421437695075,69,1,3,65
query_dedup,validation,repaired:all_terms_minus_entity_penalty,repaired:signed_only,-0.0005091145194348664,-0.008692426321616563,0.0071673595033313175,69,3,2,64
query_dedup,validation,repaired:all_terms_minus_entity_penalty,repaired:r_e7_equivalent,0.003994630309478896,-0.0043924757872932495,0.01690781954205475,69,3,2,64
query_dedup,validation,repaired:all_terms_minus_context_bonus,repaired:hybrid,-0.0010368922644177641,-0.0068557609185463135,0.0036556463978252513,69,2,3,64
query_dedup,validation,repaired:all_terms_minus_context_bonus,repaired:signed_only,0.0010213926212204742,-0.0059050299292605826,0.0076875131990748954,69,4,2,63
query_dedup,validation,repaired:all_terms_minus_context_bonus,repaired:r_e7_equivalent,0.0055251374501342375,-0.0030728936537128874,0.018385357371214953,69,3,2,64
query_dedup,validation,repaired:all_terms_minus_context_penalty,repaired:hybrid,-0.002367382855607071,-0.009352481755545988,0.0033735996679502465,69,2,3,64
query_dedup,validation,repaired:all_terms_minus_context_penalty,repaired:signed_only,-0.0003090979699688332,-0.008453552265485607,0.006846043124396493,69,4,2,63
query_dedup,validation,repaired:all_terms_minus_context_penalty,repaired:r_e7_equivalent,0.00419464685894493,-0.003127816473724863,0.01650002073812921,69,2,2,65
query_dedup,validation,repaired:all_terms_minus_intent_bonus,repaired:hybrid,-0.002058284885638238,-0.009056925037136941,0.004662785035168582,69,1,4,64
query_dedup,validation,repaired:all_terms_minus_intent_bonus,repaired:signed_only,0.0,0.0,0.0,69,0,0,69
query_dedup,validation,repaired:all_terms_minus_intent_bonus,repaired:r_e7_equivalent,0.004503744828913763,-0.00402349023735267,0.015679488633540593,69,3,4,62
query_dedup,test,legacy:intent_only,legacy:hybrid,0.0017258517242682997,-0.0009960553330217337,0.00625902947801264,68,3,5,60
query_dedup,test,legacy:intent_only,legacy:signed_only,-0.001968565197857778,-0.010471585476994867,0.0052167859124149975,68,4,6,58
query_dedup,test,legacy:intent_only,legacy:r_e7_equivalent,-9.634223553475763e-06,-0.005910534514780587,0.006132068743700832,68,6,6,56
query_dedup,test,legacy:signed_only,legacy:hybrid,0.0036944169221260776,-0.0011131782477791115,0.011446500323912038,68,5,4,59
query_dedup,test,legacy:signed_only,legacy:r_e7_equivalent,0.0019589309743043015,-0.007115859840230191,0.01217416667759314,68,5,6,57
query_dedup,test,legacy:signed_plus_intent,legacy:hybrid,0.0004430664343091696,-0.006213646630219366,0.007397159550262744,68,4,7,57
query_dedup,test,legacy:signed_plus_intent,legacy:signed_only,-0.003251350487816908,-0.012819111716289187,0.004912748687876343,68,4,7,57
query_dedup,test,legacy:signed_plus_intent,legacy:r_e7_equivalent,-0.0012924195135126067,-0.004160625324742365,0.0014441680468006773,68,1,6,61
query_dedup,test,legacy:all_terms_nonzero,legacy:hybrid,0.0004430664343091696,-0.006213646630219366,0.007397159550262744,68,4,7,57
query_dedup,test,legacy:all_terms_nonzero,legacy:signed_only,-0.003251350487816908,-0.012819111716289187,0.004912748687876343,68,4,7,57
query_dedup,test,legacy:all_terms_nonzero,legacy:r_e7_equivalent,-0.0012924195135126067,-0.004160625324742365,0.0014441680468006773,68,1,6,61
query_dedup,test,legacy:prior_signed_plus_intent,legacy:hybrid,0.0012642300661687977,-0.0055711134719390555,0.008253707313091904,68,5,7,56
query_dedup,test,legacy:prior_signed_plus_intent,legacy:signed_only,-0.0024301868559572803,-0.012225260428941212,0.005853928789165417,68,5,6,57
query_dedup,test,legacy:prior_signed_plus_intent,legacy:r_e7_equivalent,-0.00047125588165297834,-0.003091524505733957,0.001991721051170737,68,1,4,63
query_dedup,test,legacy:fixed_all_005_intent_020,legacy:hybrid,0.0024598644157718006,-0.0009047685459970797,0.007479050077800877,68,4,5,59
query_dedup,test,legacy:fixed_all_005_intent_020,legacy:signed_only,-0.001234552506354277,-0.009829706874832402,0.00629568794438102,68,4,7,57
query_dedup,test,legacy:fixed_all_005_intent_020,legacy:r_e7_equivalent,0.0007243784679500253,-0.0049421535626819725,0.006520158993385124,68,5,4,59
query_dedup,test,legacy:r_e7_equivalent,legacy:hybrid,0.0017354859478217756,-0.0056493543548091565,0.009274173924725121,68,6,6,56
query_dedup,test,legacy:r_e7_equivalent,legacy:signed_only,-0.0019589309743043015,-0.012174166677593148,0.00711585984023019,68,6,5,57
query_dedup,test,legacy:all_terms_minus_entity_bonus,legacy:hybrid,-0.0005216290659271217,-0.007658264161080127,0.0067380439576431896,68,6,6,56
query_dedup,test,legacy:all_terms_minus_entity_bonus,legacy:signed_only,-0.004216045988053199,-0.014529493959632708,0.004825711274019816,68,5,7,56
query_dedup,test,legacy:all_terms_minus_entity_bonus,legacy:r_e7_equivalent,-0.002257115013748898,-0.0072100861826473375,0.001840015713633083,68,2,6,60
query_dedup,test,legacy:all_terms_minus_entity_penalty,legacy:hybrid,-0.0005216290659271217,-0.007658264161080127,0.0067380439576431896,68,6,6,56
query_dedup,test,legacy:all_terms_minus_entity_penalty,legacy:signed_only,-0.004216045988053199,-0.014529493959632708,0.004825711274019816,68,5,7,56
query_dedup,test,legacy:all_terms_minus_entity_penalty,legacy:r_e7_equivalent,-0.002257115013748898,-0.0072100861826473375,0.001840015713633083,68,2,6,60
query_dedup,test,legacy:all_terms_minus_context_bonus,legacy:hybrid,0.0002278629721987429,-0.006402080279307012,0.007187258564661371,68,4,7,57
query_dedup,test,legacy:all_terms_minus_context_bonus,legacy:signed_only,-0.003466553949927334,-0.013212486990407923,0.004697754850673881,68,4,7,57
query_dedup,test,legacy:all_terms_minus_context_bonus,legacy:r_e7_equivalent,-0.001507622975623033,-0.004400887899472202,0.0013655734332637763,68,1,6,61
query_dedup,test,legacy:all_terms_minus_context_penalty,legacy:hybrid,0.0004430664343091696,-0.006213646630219366,0.007397159550262744,68,4,7,57
query_dedup,test,legacy:all_terms_minus_context_penalty,legacy:signed_only,-0.003251350487816908,-0.012819111716289187,0.004912748687876343,68,4,7,57
query_dedup,test,legacy:all_terms_minus_context_penalty,legacy:r_e7_equivalent,-0.0012924195135126067,-0.004160625324742365,0.0014441680468006773,68,1,6,61
query_dedup,test,legacy:all_terms_minus_intent_bonus,legacy:hybrid,0.0036747625686962995,-0.0011379170989469776,0.011446008965076295,68,5,4,59
query_dedup,test,legacy:all_terms_minus_intent_bonus,legacy:signed_only,-1.9654353429778626e-05,-5.896306028933588e-05,0.0,68,0,1,67
query_dedup,test,legacy:all_terms_minus_intent_bonus,legacy:r_e7_equivalent,0.001939276620874523,-0.007158115208445735,0.012173675318757397,68,5,7,56
query_dedup,test,repaired:intent_only,repaired:hybrid,0.0017258517242682997,-0.0009960553330217337,0.00625902947801264,68,3,5,60
query_dedup,test,repaired:intent_only,repaired:signed_only,-0.001968565197857778,-0.010471585476994867,0.0052167859124149975,68,4,6,58
query_dedup,test,repaired:intent_only,repaired:r_e7_equivalent,0.001748505206254286,-0.003658763455433483,0.0075872478940953916,68,6,4,58
query_dedup,test,repaired:signed_only,repaired:hybrid,0.0036944169221260776,-0.0011131782477791115,0.011446500323912038,68,5,4,59
query_dedup,test,repaired:signed_only,repaired:r_e7_equivalent,0.0037170704041120635,-0.004945139072787667,0.013714871549891556,68,5,4,59
query_dedup,test,repaired:signed_plus_intent,repaired:hybrid,0.0004430664343091696,-0.006213646630219366,0.007397159550262744,68,4,7,57
query_dedup,test,repaired:signed_plus_intent,repaired:signed_only,-0.003251350487816908,-0.012819111716289187,0.004912748687876343,68,4,7,57
query_dedup,test,repaired:signed_plus_intent,repaired:r_e7_equivalent,0.0004657199162951552,-0.0006206116758354476,0.002313025965346338,68,1,4,63
query_dedup,test,repaired:all_terms_nonzero,repaired:hybrid,0.0004430664343091696,-0.006213646630219366,0.007397159550262744,68,4,7,57
query_dedup,test,repaired:all_terms_nonzero,repaired:signed_only,-0.003251350487816908,-0.012819111716289187,0.004912748687876343,68,4,7,57
query_dedup,test,repaired:all_terms_nonzero,repaired:r_e7_equivalent,0.0004657199162951552,-0.0006206116758354476,0.002313025965346338,68,1,4,63
query_dedup,test,repaired:prior_signed_plus_intent,repaired:hybrid,0.0004268493050017073,-0.006265524250267749,0.0073864635831517285,68,4,7,57
query_dedup,test,repaired:prior_signed_plus_intent,repaired:signed_only,-0.0032675676171243697,-0.01283295961215637,0.004881215157204459,68,4,6,58
query_dedup,test,repaired:prior_signed_plus_intent,repaired:r_e7_equivalent,0.0004495027869876934,-0.000600957322405669,0.0022442288651584315,68,1,3,64
query_dedup,test,repaired:fixed_all_005_intent_020,repaired:hybrid,0.0016824526635100274,-0.0010714938039509956,0.006195577105965381,68,3,5,60
query_dedup,test,repaired:fixed_all_005_intent_020,repaired:signed_only,-0.0020119642586160506,-0.010534659089343132,0.005097691568818465,68,3,6,59
query_dedup,test,repaired:fixed_all_005_intent_020,repaired:r_e7_equivalent,0.0017051061454960135,-0.0035267288104071206,0.007342153316037598,68,4,3,61
query_dedup,test,repaired:r_e7_equivalent,repaired:hybrid,-2.2653481985985775e-05,-0.007213450424948008,0.007157962052958456,68,4,6,58
query_dedup,test,repaired:r_e7_equivalent,repaired:signed_only,-0.0037170704041120635,-0.013714871549891561,0.004945139072787665,68,4,5,59
query_dedup,test,repaired:all_terms_minus_entity_bonus,repaired:hybrid,-0.001359009827094213,-0.008418898676704645,0.005836478212313214,68,5,6,57
query_dedup,test,repaired:all_terms_minus_entity_bonus,repaired:signed_only,-0.00505342674922029,-0.015396626511861227,0.0037061667308655516,68,4,7,57
query_dedup,test,repaired:all_terms_minus_entity_bonus,repaired:r_e7_equivalent,-0.001336356345108226,-0.005966836066421522,0.0023505307455875,68,2,5,61
