query_id,has_disease,has_molecule,has_drug_class,n_entities,has_multiple_molecules,has_age,has_year,has_renal_constraint,has_dose,has_route,has_pregnancy_context,comparison_flag,negation_flag
Q461,1,1,1,3,0,0,0,0,0,0,0,0,0
Q462,1,1,1,3,0,0,0,0,0,0,0,0,0
Q463,1,1,1,3,0,0,0,1,0,0,0,0,0
Q464,1,1,1,3,0,0,0,0,0,0,0,0,0
Q465,1,1,1,3,0,0,0,0,0,0,0,0,0
Q466,1,1,1,3,0,0,0,0,0,0,0,0,0
Q467,1,1,1,3,0,0,0,0,0,0,0,0,0
Q468,1,1,1,3,0,0,0,0,0,0,0,0,0
Q469,1,1,1,3,0,0,0,0,0,0,0,0,0
Q470,1,1,1,3,0,1,0,0,1,0,0,0,0
Q471,1,1,1,3,0,0,0,0,0,0,0,0,0
Q472,1,1,1,3,0,0,0,0,0,0,0,0,0
Q473,1,1,1,3,0,0,0,0,0,0,0,0,0
Q474,1,1,1,3,0,0,0,0,0,0,0,0,0
Q475,1,1,1,3,0,0,0,0,0,0,0,0,0
Q476,1,1,1,5,1,0,0,0,0,0,0,1,0
Q477,1,1,1,3,0,0,0,0,0,0,0,0,0
Q478,1,1,1,3,0,0,0,0,0,0,0,0,0
Q479,1,1,1,3,0,0,0,0,0,0,1,0,0
Q480,1,1,1,3,0,0,0,0,1,0,0,0,0
Q481,1,1,1,3,0,0,0,0,0,0,0,0,0
Q482,1,1,1,3,0,0,0,0,0,0,0,0,0
Q483,1,1,1,3,0,0,0,0,0,0,1,0,0
Q484,1,1,1,3,0,0,0,0,0,0,0,0,0
Q485,1,1,1,3,0,0,0,0,0,0,0,0,0
Q486,1,1,1,3,0,0,0,0,0,0,0,0,0
Q487,1,1,1,3,0,0,1,0,0,0,1,0,0
Q488,1,1,1,3,0,0,0,0,0,0,1,0,0
Q489,1,1,1,3,0,0,0,0,0,0,0,0,0
Q490,1,1,1,3,0,0,0,0,0,0,0,0,0
Q491,1,1,1,3,0,0,0,0,0,0,0,0,0
Q492,1,1,1,3,0,0,0,0,0,0,0,0,0
Q493,1,1,1,3,0,0,0,0,0,0,0,0,0
Q494,1,1,1,3,0,0,0,0,0,0,0,0,0
Q495,1,1,1,3,0,0,0,0,0,0,0,0,0
Q496,1,1,1,3,0,0,0,0,0,0,0,0,0
Q497,1,1,1,3,0,0,0,0,0,0,0,0,0
Q498,1,1,1,3,0,0,0,0,0,0,0,0,0
Q499,1,1,1,3,0,0,0,0,0,0,0,0,0
Q500,1,1,1,3,0,0,1,0,0,0,0,0,0
