query_id,liang_final_intent,liang_top_probability,liang_second_intent,liang_second_probability,liang_probability_margin,attention_semantic,attention_sentence_tfidf,attention_class_centroid_tfidf,weak_anchor_label,used_as_weak_anchor,probability_management___treatment_selection,probability_dosing___administration,probability_safety___contraindication,probability_interaction___combination,probability_comparative_treatment_choice,probability_monitoring___response___risk_assessment,probability_efficacy___outcomes,probability_guideline___evidence_lookup,probability_treatment_change___escalation,probability_prophylaxis___maintenance,probability_mechanism___background_knowledge
Q092,Treatment Change / Escalation,0.99218833,Dosing / Administration,0.0035329384,0.9886554,0.049029365,0.3188914,0.63207924,Treatment Change / Escalation,True,0.00037003463,0.0035329384,0.0013499956,0.00018100263,0.00024305518,0.00041107825,4.3860993e-05,0.0007197344,0.99218833,0.0007478613,0.00021198983
Q093,Treatment Change / Escalation,0.99038905,Dosing / Administration,0.00490377,0.98548526,0.037377242,0.31200257,0.65062016,Treatment Change / Escalation,True,0.00033171865,0.00490377,0.0018043661,0.00022721417,0.00026717584,0.000397814,3.8790327e-05,0.0006184458,0.99038905,0.00085334206,0.00016830495
Q094,Guideline / Evidence Lookup,0.940628,Management / Treatment Selection,0.028823292,0.9118047,0.15762483,0.27590325,0.5664719,Guideline / Evidence Lookup,True,0.028823292,0.0019900515,0.0033034736,0.004032663,0.0017347807,0.008335561,0.0010814503,0.940628,0.0061536147,0.0035348206,0.00038226374
Q095,Monitoring / Response / Risk Assessment,0.9854785,Safety / Contraindication,0.006436455,0.97904205,0.06933048,0.14198625,0.7886833,Monitoring / Response / Risk Assessment,True,0.00040784042,7.76619e-05,0.006436455,0.00038513963,0.0009845658,0.9854785,0.0002085844,0.0031146058,0.000685258,0.00088724867,0.0013339646
Q096,Monitoring / Response / Risk Assessment,0.98009765,Safety / Contraindication,0.007012265,0.9730854,0.1537722,0.15504873,0.69117904,Monitoring / Response / Risk Assessment,True,0.0008031459,0.00012086152,0.007012265,0.00057860406,0.0010294305,0.98009765,0.00042226276,0.005531471,0.0008897635,0.0012693278,0.0022450977
Q097,Dosing / Administration,0.9359979,Prophylaxis / Maintenance,0.026671981,0.9093259,0.099171415,0.40157285,0.4992557,Dosing / Administration,True,0.00067632255,0.9359979,0.023463823,0.0025786082,0.0030644035,0.00025468788,0.0009340544,0.00024960394,0.005522859,0.026671981,0.0005856395
Q098,Guideline / Evidence Lookup,0.8981066,Management / Treatment Selection,0.049000163,0.84910643,0.07604229,0.45705265,0.46690512,Guideline / Evidence Lookup,True,0.049000163,0.0025629008,0.0059590256,0.0059595765,0.0025856574,0.019870423,0.002573295,0.8981066,0.0063109435,0.0052788425,0.0017926091
Q099,Dosing / Administration,0.9398804,Prophylaxis / Maintenance,0.02592304,0.91395736,0.18925025,0.35632086,0.45442888,Dosing / Administration,True,0.0011036793,0.9398804,0.018906377,0.002655495,0.0034362427,0.00028292774,0.0011172052,0.0003816462,0.0056452653,0.02592304,0.00066782115
Q100,Prophylaxis / Maintenance,0.98110205,Dosing / Administration,0.0068763373,0.9742257,0.0927259,0.65266055,0.2546135,Prophylaxis / Maintenance,True,0.00047711443,0.0068763373,0.004561182,0.0002038534,0.0012674354,0.0014874511,0.0005453847,0.0005784802,0.00091132114,0.98110205,0.0019893555
Q101,Interaction / Combination,0.96815825,Management / Treatment Selection,0.011496757,0.95666146,0.056410003,0.12776594,0.81582403,Interaction / Combination,True,0.011496757,0.005260282,0.008127491,0.96815825,0.0006864637,0.0007660525,0.00031749677,0.0027614604,0.00086142827,0.0008724832,0.00069178373
Q102,Safety / Contraindication,0.5550423,Mechanism / Background Knowledge,0.07580669,0.47923565,0.0565505,0.33151737,0.61193216,Safety / Contraindication,True,0.06448899,0.01863874,0.5550423,0.039532498,0.026027938,0.04362154,0.053342022,0.074821174,0.009869309,0.03880883,0.07580669
Q103,Safety / Contraindication,0.41025126,Dosing / Administration,0.38823476,0.022016495,0.08477539,0.33485648,0.5803681,Monitoring / Response / Risk Assessment,True,0.0029758022,0.38823476,0.41025126,0.030308373,0.021144183,0.00517788,0.009237082,0.0031443597,0.06732616,0.060526393,0.00167369
Q104,Dosing / Administration,0.9449216,Prophylaxis / Maintenance,0.024700452,0.92022115,0.17482379,0.36387566,0.46130064,Dosing / Administration,True,0.001062072,0.9449216,0.0162771,0.0025352815,0.0030233508,0.00024687662,0.0009706704,0.0003293514,0.00529106,0.024700452,0.0006421037
Q105,Guideline / Evidence Lookup,0.9142974,Management / Treatment Selection,0.0363307,0.8779667,0.1749277,0.42183003,0.40324226,Guideline / Evidence Lookup,True,0.0363307,0.002289391,0.004248882,0.0038102427,0.0017400414,0.02071354,0.0030198037,0.9142974,0.0070672175,0.005454679,0.0010281854
Q106,Dosing / Administration,0.37508363,Safety / Contraindication,0.27289736,0.10218626,0.07496158,0.2319428,0.69309556,Dosing / Administration,True,0.007898822,0.37508363,0.27289736,0.06544229,0.043056898,0.008644456,0.002235305,0.006650602,0.1811591,0.035885625,0.0010459034
Q107,Management / Treatment Selection,0.984469,Guideline / Evidence Lookup,0.008368756,0.97610027,0.0488273,0.14333789,0.8078348,Management / Treatment Selection,True,0.984469,0.00045869395,0.00084554404,0.001505146,0.00046605823,0.0009946771,0.00046399934,0.008368756,0.00047666932,0.0008606629,0.0010907843
Q108,Monitoring / Response / Risk Assessment,0.890431,Safety / Contraindication,0.05327918,0.8371518,0.15212123,0.14367965,0.70419914,Safety / Contraindication,True,0.0068379124,0.00059416913,0.05327918,0.0024491253,0.0041898075,0.890431,0.0017557619,0.019456545,0.0018665736,0.0032776715,0.015862267
Q109,Guideline / Evidence Lookup,0.9389991,Management / Treatment Selection,0.030376082,0.90862304,0.11241233,0.31411198,0.5734757,Guideline / Evidence Lookup,True,0.030376082,0.0019914214,0.0032348663,0.0045705196,0.0017360653,0.008091497,0.0011563249,0.9389991,0.006022207,0.0033721167,0.00044984822
Q110,Dosing / Administration,0.91047275,Safety / Contraindication,0.041970864,0.8685019,0.11794164,0.30305544,0.5790029,Dosing / Administration,True,0.0007902704,0.91047275,0.041970864,0.004909365,0.0052201394,0.00039273326,0.0006085273,0.00031913552,0.011753359,0.023253744,0.0003091108
Q111,Dosing / Administration,0.40504202,Safety / Contraindication,0.40285012,0.0021919012,0.07290639,0.33919907,0.58789456,Safety / Contraindication,True,0.0029255813,0.40504202,0.40285012,0.030697864,0.02201794,0.0042109834,0.007811221,0.0028304385,0.063002825,0.057014983,0.0015960957
Q112,Comparative Treatment Choice,0.98690945,Safety / Contraindication,0.0047784615,0.982131,0.021289317,0.85115695,0.12755372,Comparative Treatment Choice,True,0.00065552985,0.0025432212,0.0047784615,0.00046613917,0.98690945,0.000643919,0.00023063968,0.00030668004,0.00091201585,0.0024213549,0.00013267493
Q113,Guideline / Evidence Lookup,0.92699105,Management / Treatment Selection,0.03833121,0.88865983,0.21537267,0.2558986,0.5287287,Guideline / Evidence Lookup,True,0.03833121,0.0016593204,0.0030930375,0.0030428362,0.0015731389,0.012696883,0.0032239337,0.92699105,0.005289026,0.0034117822,0.0006877833
Q114,Comparative Treatment Choice,0.98690945,Safety / Contraindication,0.0047784615,0.982131,0.021289317,0.85115695,0.12755372,Comparative Treatment Choice,True,0.00065552985,0.0025432212,0.0047784615,0.00046613917,0.98690945,0.000643919,0.00023063968,0.00030668004,0.00091201585,0.0024213549,0.00013267493
Q115,Dosing / Administration,0.93178225,Safety / Contraindication,0.028436065,0.9033462,0.087837555,0.3468386,0.56532377,Dosing / Administration,True,0.00068523234,0.93178225,0.028436065,0.0035827316,0.0040662917,0.00029380608,0.00055431115,0.00027342915,0.00788193,0.022076674,0.00036729296
Q116,Management / Treatment Selection,0.9921794,Guideline / Evidence Lookup,0.0045183976,0.987661,0.028620584,0.08969783,0.8816816,Management / Treatment Selection,True,0.9921794,0.0002002998,0.0003512588,0.0011402497,0.00019254947,0.00031067955,0.00018916589,0.0045183976,0.00018868699,0.00031581166,0.00041344904
Q117,Treatment Change / Escalation,0.99218833,Dosing / Administration,0.0035329384,0.9886554,0.049029365,0.3188914,0.63207924,Treatment Change / Escalation,True,0.00037003463,0.0035329384,0.0013499956,0.00018100263,0.00024305518,0.00041107825,4.3860993e-05,0.0007197344,0.99218833,0.0007478613,0.00021198983
Q118,Dosing / Administration,0.9398804,Prophylaxis / Maintenance,0.02592304,0.91395736,0.18925025,0.35632086,0.45442888,Dosing / Administration,True,0.0011036793,0.9398804,0.018906377,0.002655495,0.0034362427,0.00028292774,0.0011172052,0.0003816462,0.0056452653,0.02592304,0.00066782115
Q119,Guideline / Evidence Lookup,0.7298272,Management / Treatment Selection,0.24125436,0.48857287,0.13691023,0.1882803,0.67480946,Guideline / Evidence Lookup,True,0.24125436,0.0010232405,0.0040316246,0.0040122066,0.0023789092,0.009159516,0.0015533479,0.7298272,0.0023313756,0.0023016743,0.0021265105
Q120,Guideline / Evidence Lookup,0.9292537,Management / Treatment Selection,0.039107595,0.8901461,0.15030879,0.26743743,0.5822538,Guideline / Evidence Lookup,True,0.039107595,0.001570275,0.0030206968,0.0035865626,0.0017287816,0.010383553,0.0026917749,0.9292537,0.0049484246,0.0030384222,0.0006702495
Q121,Management / Treatment Selection,0.9559435,Interaction / Combination,0.01427071,0.9416728,0.02353667,0.07813453,0.89832884,Management / Treatment Selection,True,0.9559435,0.0040165875,0.0051689963,0.01427071,0.0021750117,0.0008567011,0.00021904917,0.010258207,0.0057281773,0.0010855532,0.00027743884
Q122,Dosing / Administration,0.92477244,Safety / Contraindication,0.034303326,0.89046913,0.09765041,0.3836799,0.51866966,Dosing / Administration,True,0.00052305625,0.92477244,0.034303326,0.0033727584,0.0031130316,0.00027727074,0.0007957046,0.00021741739,0.008122877,0.02414709,0.00035511696
Q123,Management / Treatment Selection,0.9812088,Guideline / Evidence Lookup,0.009835744,0.9713731,0.025013724,0.12852103,0.8464653,Management / Treatment Selection,True,0.9812088,0.0006308346,0.0012609626,0.0020752833,0.00051879784,0.0015108364,0.00023764519,0.009835744,0.0006251403,0.0012888364,0.00080716953
Q124,Treatment Change / Escalation,0.99029225,Dosing / Administration,0.0043945983,0.98589766,0.046095613,0.3221867,0.63171774,Treatment Change / Escalation,True,0.00045609317,0.0043945983,0.0016847509,0.00035322265,0.00026988643,0.00047705002,6.0274444e-05,0.00081861607,0.99029225,0.0009352023,0.00025818992
Q125,Safety / Contraindication,0.5923927,Treatment Change / Escalation,0.2465193,0.3458734,0.06386336,0.32722732,0.60890937,Safety / Contraindication,True,0.009847609,0.06292986,0.5923927,0.013142335,0.012889126,0.0076806927,0.0085191615,0.011547406,0.2465193,0.031328112,0.0032037715
Q126,Treatment Change / Escalation,0.99019414,Dosing / Administration,0.0041230964,0.98607105,0.063120574,0.26901764,0.6678618,Treatment Change / Escalation,True,0.00062880805,0.0041230964,0.0015642243,0.00033722428,0.0002891673,0.00042371365,7.109106e-05,0.0011110898,0.99019414,0.0010504981,0.0002068942
Q127,Management / Treatment Selection,0.9847149,Guideline / Evidence Lookup,0.012026111,0.9726888,0.04322683,0.09331105,0.86346215,Management / Treatment Selection,True,0.9847149,0.00018008989,0.00032655627,0.0011587135,0.00021289809,0.00037037444,0.00017589849,0.012026111,0.00021362519,0.00030521906,0.00031546413
Q128,Guideline / Evidence Lookup,0.940628,Management / Treatment Selection,0.028823292,0.9118047,0.15762483,0.27590325,0.5664719,Guideline / Evidence Lookup,True,0.028823292,0.0019900515,0.0033034736,0.004032663,0.0017347807,0.008335561,0.0010814503,0.940628,0.0061536147,0.0035348206,0.00038226374
Q129,Safety / Contraindication,0.4391546,Dosing / Administration,0.335014,0.10414061,0.15489729,0.30920076,0.53590196,Safety / Contraindication,True,0.0048387554,0.335014,0.4391546,0.038075186,0.024456041,0.0063779387,0.011414817,0.004672182,0.06931115,0.0636431,0.003042248
Q130,Dosing / Administration,0.4291751,Safety / Contraindication,0.38725096,0.04192415,0.08651657,0.33421946,0.579264,Dosing / Administration,True,0.0028077331,0.4291751,0.38725096,0.028364578,0.022021452,0.0037982939,0.0070890314,0.0027597924,0.059709262,0.055529054,0.0014946925
Q131,Safety / Contraindication,0.84237653,Dosing / Administration,0.026793176,0.81558335,0.13850378,0.26167768,0.59981847,Safety / Contraindication,True,0.008601082,0.026793176,0.84237653,0.023321996,0.019367158,0.013335273,0.014236913,0.015071289,0.010440636,0.022531923,0.00392398
Q132,Treatment Change / Escalation,0.9160713,Dosing / Administration,0.049375046,0.86669624,0.062237855,0.3146995,0.62306255,Dosing / Administration,True,0.0008223792,0.049375046,0.022693774,0.0011278313,0.0011311694,0.00071985007,0.00026616323,0.00091056165,0.9160713,0.0065723206,0.0003095923
Q133,Dosing / Administration,0.40195975,Safety / Contraindication,0.39956948,0.0023902655,0.06935967,0.3404967,0.5901436,Safety / Contraindication,True,0.0029080887,0.40195975,0.39956948,0.030814752,0.022693243,0.0044373684,0.0075378935,0.0029185019,0.06769844,0.05785806,0.0016043916
Q134,Prophylaxis / Maintenance,0.98185766,Dosing / Administration,0.0056586284,0.97619903,0.10218652,0.6636613,0.23415214,Prophylaxis / Maintenance,True,0.00026789977,0.0056586284,0.0038981976,0.00013537068,0.0007915965,0.0014179507,0.00039673716,0.0003729436,0.00089366414,0.98185766,0.0043093925
Q135,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,True,0.0017207923,0.9290329,0.028950522,0.0039640944,0.004264655,0.0003087001,0.002007983,0.00048359288,0.0061528217,0.022316057,0.0007978815
Q136,Treatment Change / Escalation,0.99019414,Dosing / Administration,0.0041230964,0.98607105,0.063120574,0.26901764,0.6678618,Treatment Change / Escalation,True,0.00062880805,0.0041230964,0.0015642243,0.00033722428,0.0002891673,0.00042371365,7.109106e-05,0.0011110898,0.99019414,0.0010504981,0.0002068942
Q137,Mechanism / Background Knowledge,0.96171975,Prophylaxis / Maintenance,0.009412251,0.9523075,0.15438461,0.42697334,0.418642,Mechanism / Background Knowledge,True,0.003361197,0.0034955468,0.0037484686,0.0015181827,0.00101667,0.0052321088,0.0014139896,0.0025214988,0.0065603037,0.009412251,0.96171975
Q138,Safety / Contraindication,0.4391546,Dosing / Administration,0.335014,0.10414061,0.15489729,0.30920076,0.53590196,Safety / Contraindication,True,0.0048387554,0.335014,0.4391546,0.038075186,0.024456041,0.0063779387,0.011414817,0.004672182,0.06931115,0.0636431,0.003042248
Q139,Dosing / Administration,0.91047275,Safety / Contraindication,0.041970864,0.8685019,0.11794164,0.30305544,0.5790029,Dosing / Administration,True,0.0007902704,0.91047275,0.041970864,0.004909365,0.0052201394,0.00039273326,0.0006085273,0.00031913552,0.011753359,0.023253744,0.0003091108
Q140,Mechanism / Background Knowledge,0.9630916,Prophylaxis / Maintenance,0.009283573,0.953808,0.16779414,0.41705677,0.4151491,Mechanism / Background Knowledge,True,0.0033464015,0.0031130675,0.003581385,0.0014153247,0.0009389338,0.0054953704,0.0012939762,0.0026520707,0.0057883062,0.009283573,0.9630916
Q141,Prophylaxis / Maintenance,0.98110205,Dosing / Administration,0.0068763373,0.9742257,0.0927259,0.65266055,0.2546135,Prophylaxis / Maintenance,True,0.00047711443,0.0068763373,0.004561182,0.0002038534,0.0012674354,0.0014874511,0.0005453847,0.0005784802,0.00091132114,0.98110205,0.0019893555
Q142,Safety / Contraindication,0.84266317,Dosing / Administration,0.029865067,0.8127981,0.13503191,0.30043522,0.5645328,Safety / Contraindication,True,0.0075300136,0.029865067,0.84266317,0.019540463,0.015625311,0.010788963,0.02177248,0.011959617,0.008914483,0.026933229,0.004407315
Q143,Treatment Change / Escalation,0.99218833,Dosing / Administration,0.0035329384,0.9886554,0.049029365,0.3188914,0.63207924,Treatment Change / Escalation,True,0.00037003463,0.0035329384,0.0013499956,0.00018100263,0.00024305518,0.00041107825,4.3860993e-05,0.0007197344,0.99218833,0.0007478613,0.00021198983
Q144,Dosing / Administration,0.9449216,Prophylaxis / Maintenance,0.024700452,0.92022115,0.17482379,0.36387566,0.46130064,Dosing / Administration,True,0.001062072,0.9449216,0.0162771,0.0025352815,0.0030233508,0.00024687662,0.0009706704,0.0003293514,0.00529106,0.024700452,0.0006421037
Q145,Dosing / Administration,0.37508363,Safety / Contraindication,0.27289736,0.10218626,0.07496158,0.2319428,0.69309556,Dosing / Administration,True,0.007898822,0.37508363,0.27289736,0.06544229,0.043056898,0.008644456,0.002235305,0.006650602,0.1811591,0.035885625,0.0010459034
Q146,Comparative Treatment Choice,0.9871715,Safety / Contraindication,0.0046370034,0.98253447,0.021237668,0.8594299,0.119332485,Comparative Treatment Choice,True,0.0006632035,0.0024613484,0.0046370034,0.00046102202,0.9871715,0.00064344006,0.00023193938,0.00030956455,0.0008884729,0.0023991433,0.00013340388
Q147,Guideline / Evidence Lookup,0.7298272,Management / Treatment Selection,0.24125436,0.48857287,0.13691023,0.1882803,0.67480946,Guideline / Evidence Lookup,True,0.24125436,0.0010232405,0.0040316246,0.0040122066,0.0023789092,0.009159516,0.0015533479,0.7298272,0.0023313756,0.0023016743,0.0021265105
Q148,Dosing / Administration,0.934477,Safety / Contraindication,0.026299201,0.9081778,0.12735051,0.3816319,0.49101752,Dosing / Administration,True,0.0008006046,0.934477,0.026299201,0.0026559313,0.0031383433,0.00023807195,0.0012426772,0.00025766742,0.0052225925,0.025038505,0.00062943035
Q149,Mechanism / Background Knowledge,0.9610921,Prophylaxis / Maintenance,0.008824999,0.9522671,0.14974128,0.42445752,0.42580116,Mechanism / Background Knowledge,True,0.0034623244,0.0033220772,0.0039274776,0.0016313721,0.0010819362,0.006173529,0.0014241693,0.002710104,0.0063499655,0.008824999,0.9610921
Q150,Comparative Treatment Choice,0.98687124,Safety / Contraindication,0.004795867,0.9820754,0.021655308,0.85083866,0.12750602,Comparative Treatment Choice,True,0.00065813586,0.0025355718,0.004795867,0.00046835444,0.98687124,0.0006493416,0.00023076386,0.00030874225,0.00091581716,0.0024319214,0.00013412975
Q151,Guideline / Evidence Lookup,0.9227654,Management / Treatment Selection,0.04134839,0.881417,0.25853133,0.24681257,0.49465612,Guideline / Evidence Lookup,True,0.04134839,0.0015295566,0.0029317967,0.0029325588,0.0016162209,0.013753202,0.0034415303,0.9227654,0.005522122,0.003362306,0.00079697726
Q152,Safety / Contraindication,0.62733513,Interaction / Combination,0.28218332,0.3451518,0.054509576,0.22396116,0.7215293,Safety / Contraindication,True,0.0084717665,0.031908542,0.62733513,0.28218332,0.005008434,0.006500796,0.011881652,0.008537108,0.0046845768,0.010343224,0.0031455152
Q153,Guideline / Evidence Lookup,0.8995319,Management / Treatment Selection,0.046889957,0.85264194,0.34313723,0.27667108,0.38019165,Guideline / Evidence Lookup,True,0.046889957,0.002213211,0.0040615587,0.0031670511,0.002007302,0.023734571,0.004376806,0.8995319,0.007774679,0.0049545546,0.0012884068
Q154,Dosing / Administration,0.9290329,Safety / Contraindication,0.028950522,0.9000824,0.23898493,0.3060625,0.45495266,Dosing / Administration,True,0.0017207923,0.9290329,0.028950522,0.0039640944,0.004264655,0.0003087001,0.002007983,0.00048359288,0.0061528217,0.022316057,0.0007978815
Q155,Interaction / Combination,0.9430835,Safety / Contraindication,0.027149757,0.9159338,0.055518784,0.17306238,0.7714188,Interaction / Combination,True,0.008334557,0.007169365,0.027149757,0.9430835,0.0010950831,0.0021870113,0.0009822141,0.004935825,0.0014888656,0.0020402197,0.0015335305
Q156,Guideline / Evidence Lookup,0.9326238,Management / Treatment Selection,0.033688597,0.8989352,0.09947687,0.3768578,0.52366537,Guideline / Evidence Lookup,True,0.033688597,0.0019277667,0.0034863264,0.005157698,0.0019262672,0.009662211,0.0014769499,0.9326238,0.0064983875,0.0029824795,0.00056946
Q157,Safety / Contraindication,0.73063,Efficacy / Outcomes,0.05275428,0.6778757,0.21928418,0.19392462,0.5867912,Safety / Contraindication,True,0.042467862,0.015543464,0.73063,0.036064792,0.015563455,0.022194685,0.05275428,0.03814801,0.005654433,0.01356263,0.02741628
Q158,Management / Treatment Selection,0.9559435,Interaction / Combination,0.01427071,0.9416728,0.02353667,0.07813453,0.89832884,Management / Treatment Selection,True,0.9559435,0.0040165875,0.0051689963,0.01427071,0.0021750117,0.0008567011,0.00021904917,0.010258207,0.0057281773,0.0010855532,0.00027743884
Q159,Dosing / Administration,0.37508363,Safety / Contraindication,0.27289736,0.10218626,0.07496158,0.2319428,0.69309556,Dosing / Administration,True,0.007898822,0.37508363,0.27289736,0.06544229,0.043056898,0.008644456,0.002235305,0.006650602,0.1811591,0.035885625,0.0010459034
Q160,Dosing / Administration,0.9359979,Prophylaxis / Maintenance,0.026671981,0.9093259,0.099171415,0.40157285,0.4992557,Dosing / Administration,True,0.00067632255,0.9359979,0.023463823,0.0025786082,0.0030644035,0.00025468788,0.0009340544,0.00024960394,0.005522859,0.026671981,0.0005856395
Q161,Dosing / Administration,0.92477244,Safety / Contraindication,0.034303326,0.89046913,0.09765041,0.3836799,0.51866966,Dosing / Administration,True,0.00052305625,0.92477244,0.034303326,0.0033727584,0.0031130316,0.00027727074,0.0007957046,0.00021741739,0.008122877,0.02414709,0.00035511696
Q162,Safety / Contraindication,0.4010025,Dosing / Administration,0.3952823,0.005720198,0.058648568,0.3444156,0.5969358,Safety / Contraindication,True,0.0030058613,0.3952823,0.4010025,0.032910563,0.022716047,0.004839184,0.0076629105,0.0030876095,0.06879494,0.05897525,0.0017228695
Q163,Safety / Contraindication,0.8987315,Efficacy / Outcomes,0.022775734,0.8759558,0.059666246,0.2677101,0.67262363,Safety / Contraindication,True,0.0062540905,0.021998677,0.8987315,0.018589953,0.0053594206,0.0047558197,0.022775734,0.0057659713,0.0025561086,0.009990244,0.0032224937
Q164,Guideline / Evidence Lookup,0.7298272,Management / Treatment Selection,0.24125436,0.48857287,0.13691023,0.1882803,0.67480946,Guideline / Evidence Lookup,True,0.24125436,0.0010232405,0.0040316246,0.0040122066,0.0023789092,0.009159516,0.0015533479,0.7298272,0.0023313756,0.0023016743,0.0021265105
Q165,Dosing / Administration,0.93178225,Safety / Contraindication,0.028436065,0.9033462,0.087837555,0.3468386,0.56532377,Dosing / Administration,True,0.00068523234,0.93178225,0.028436065,0.0035827316,0.0040662917,0.00029380608,0.00055431115,0.00027342915,0.00788193,0.022076674,0.00036729296
Q166,Mechanism / Background Knowledge,0.9630916,Prophylaxis / Maintenance,0.009283573,0.953808,0.16779414,0.41705677,0.4151491,Mechanism / Background Knowledge,True,0.0033464015,0.0031130675,0.003581385,0.0014153247,0.0009389338,0.0054953704,0.0012939762,0.0026520707,0.0057883062,0.009283573,0.9630916
Q167,Treatment Change / Escalation,0.99038905,Dosing / Administration,0.00490377,0.98548526,0.037377242,0.31200257,0.65062016,Treatment Change / Escalation,True,0.00033171865,0.00490377,0.0018043661,0.00022721417,0.00026717584,0.000397814,3.8790327e-05,0.0006184458,0.99038905,0.00085334206,0.00016830495
Q168,Guideline / Evidence Lookup,0.8981066,Management / Treatment Selection,0.049000163,0.84910643,0.07604229,0.45705265,0.46690512,Guideline / Evidence Lookup,True,0.049000163,0.0025629008,0.0059590256,0.0059595765,0.0025856574,0.019870423,0.002573295,0.8981066,0.0063109435,0.0052788425,0.0017926091
Q169,Mechanism / Background Knowledge,0.9610921,Prophylaxis / Maintenance,0.008824999,0.9522671,0.14974128,0.42445752,0.42580116,Mechanism / Background Knowledge,True,0.0034623244,0.0033220772,0.0039274776,0.0016313721,0.0010819362,0.006173529,0.0014241693,0.002710104,0.0063499655,0.008824999,0.9610921
Q170,Comparative Treatment Choice,0.98690945,Safety / Contraindication,0.0047784615,0.982131,0.021289317,0.85115695,0.12755372,Comparative Treatment Choice,True,0.00065552985,0.0025432212,0.0047784615,0.00046613917,0.98690945,0.000643919,0.00023063968,0.00030668004,0.00091201585,0.0024213549,0.00013267493
Q171,Prophylaxis / Maintenance,0.98185766,Dosing / Administration,0.0056586284,0.97619903,0.10218652,0.6636613,0.23415214,Prophylaxis / Maintenance,True,0.00026789977,0.0056586284,0.0038981976,0.00013537068,0.0007915965,0.0014179507,0.00039673716,0.0003729436,0.00089366414,0.98185766,0.0043093925
Q172,Management / Treatment Selection,0.9812088,Guideline / Evidence Lookup,0.009835744,0.9713731,0.025013724,0.12852103,0.8464653,Management / Treatment Selection,True,0.9812088,0.0006308346,0.0012609626,0.0020752833,0.00051879784,0.0015108364,0.00023764519,0.009835744,0.0006251403,0.0012888364,0.00080716953
Q173,Guideline / Evidence Lookup,0.7298272,Management / Treatment Selection,0.24125436,0.48857287,0.13691023,0.1882803,0.67480946,Guideline / Evidence Lookup,True,0.24125436,0.0010232405,0.0040316246,0.0040122066,0.0023789092,0.009159516,0.0015533479,0.7298272,0.0023313756,0.0023016743,0.0021265105
Q174,Monitoring / Response / Risk Assessment,0.97772866,Safety / Contraindication,0.009149787,0.9685789,0.09599276,0.13766247,0.7663448,Monitoring / Response / Risk Assessment,True,0.0009847793,0.000100371835,0.009149787,0.0004714144,0.00095264567,0.97772866,0.00025147424,0.005281346,0.0006044059,0.0010055065,0.0034696083
Q175,Dosing / Administration,0.4510012,Safety / Contraindication,0.37020648,0.08079472,0.11042337,0.3254726,0.5641041,Dosing / Administration,True,0.00276551,0.4510012,0.37020648,0.025749365,0.021318344,0.003503288,0.0070520868,0.002727068,0.056841474,0.05722036,0.0016148192
Q176,Guideline / Evidence Lookup,0.925583,Management / Treatment Selection,0.040504407,0.8850786,0.18735904,0.29256612,0.52007484,Guideline / Evidence Lookup,True,0.040504407,0.0014988282,0.003011137,0.0034977903,0.0016850781,0.012192954,0.002771743,0.925583,0.0052655484,0.003184826,0.0008045339
Q177,Efficacy / Outcomes,0.9887477,Safety / Contraindication,0.0054166606,0.9833311,0.32741308,0.2560794,0.4165075,Efficacy / Outcomes,True,0.0004406123,0.0009160599,0.0054166606,0.00031277363,0.00017508688,0.000457426,0.9887477,0.0012014321,0.00025081233,0.0015783312,0.00050305855
Q178,Treatment Change / Escalation,0.99029225,Dosing / Administration,0.0043945983,0.98589766,0.046095613,0.3221867,0.63171774,Treatment Change / Escalation,True,0.00045609317,0.0043945983,0.0016847509,0.00035322265,0.00026988643,0.00047705002,6.0274444e-05,0.00081861607,0.99029225,0.0009352023,0.00025818992
Q179,Management / Treatment Selection,0.9139531,Guideline / Evidence Lookup,0.07021824,0.84373486,0.036884844,0.17585123,0.78726393,Management / Treatment Selection,True,0.9139531,0.0006008318,0.0025975087,0.0024557821,0.0013327209,0.0030144895,0.00078517833,0.07021824,0.0008576804,0.0012937404,0.0028907296
Q180,Guideline / Evidence Lookup,0.9125965,Management / Treatment Selection,0.037574586,0.87502193,0.17451346,0.42195347,0.40353304,Guideline / Evidence Lookup,True,0.037574586,0.0023761636,0.00432927,0.0039405692,0.0018057585,0.020279458,0.00320994,0.9125965,0.007410312,0.0054254546,0.0010519905
Q181,Dosing / Administration,0.93178225,Safety / Contraindication,0.028436065,0.9033462,0.087837555,0.3468386,0.56532377,Dosing / Administration,True,0.00068523234,0.93178225,0.028436065,0.0035827316,0.0040662917,0.00029380608,0.00055431115,0.00027342915,0.00788193,0.022076674,0.00036729296
Q182,Safety / Contraindication,0.75197846,Interaction / Combination,0.103321396,0.6486571,0.09177192,0.22842957,0.67979854,Safety / Contraindication,True,0.0061348765,0.08503631,0.75197846,0.103321396,0.008682948,0.0029573939,0.014645847,0.004295855,0.0049863686,0.015809309,0.0021512185
Q183,Dosing / Administration,0.46515778,Safety / Contraindication,0.36602956,0.09912822,0.13818632,0.31531486,0.54649884,Dosing / Administration,True,0.002984406,0.46515778,0.36602956,0.023220306,0.02027045,0.00352106,0.0082141915,0.0028694402,0.051322546,0.05498807,0.0014221744
