impression_id,query_id,content_id,session_id,doctor_id,timestamp,first_event_timestamp,last_event_timestamp,split
IMP1124,Q470,C234,SE0222,D005,2025-01-06 12:49:46,,,train
IMP1125,Q470,C184,SE0222,D005,2025-01-06 12:49:48,2025-01-06 12:52:47,2025-01-06 12:52:47,train
IMP1126,Q470,C092,SE0222,D005,2025-01-06 12:49:50,,,train
IMP1127,Q470,C294,SE0222,D005,2025-01-06 12:49:53,,,train
IMP1128,Q470,C139,SE0222,D005,2025-01-06 12:49:55,,,train
IMP1129,Q470,C292,SE0222,D005,2025-01-06 12:49:56,,,train
IMP1130,Q356,C344,SE0303,D106,2025-01-06 13:32:06,2025-01-06 13:32:41,2025-01-06 13:32:41,train
IMP1131,Q356,C015,SE0303,D106,2025-01-06 13:32:09,,,train
IMP1132,Q356,C102,SE0303,D106,2025-01-06 13:32:14,,,train
IMP1133,Q356,C025,SE0303,D106,2025-01-06 13:32:15,,,train
IMP1134,Q356,C128,SE0303,D106,2025-01-06 13:32:15,,,train
IMP1135,Q356,C288,SE0303,D106,2025-01-06 13:32:17,,,train
IMP1136,Q356,C005,SE0303,D106,2025-01-06 13:32:19,,,train
IMP1137,Q356,C012,SE0303,D106,2025-01-06 13:32:21,,,train
IMP1138,Q160,C157,SE0281,D010,2025-01-06 13:39:19,,,train
IMP1139,Q160,C250,SE0281,D010,2025-01-06 13:39:21,,,train
IMP1140,Q160,C171,SE0281,D010,2025-01-06 13:39:22,,,train
IMP1141,Q160,C282,SE0281,D010,2025-01-06 13:39:27,2025-01-06 13:39:38,2025-01-06 13:39:38,train
IMP1142,Q160,C200,SE0281,D010,2025-01-06 13:39:29,,,train
IMP1143,Q160,C281,SE0281,D010,2025-01-06 13:39:31,,,train
IMP1144,Q490,C107,SE0116,D107,2025-01-06 14:04:15,,,train
IMP1145,Q490,C034,SE0116,D107,2025-01-06 14:04:18,2025-01-06 14:13:18,2025-01-06 14:13:18,train
IMP1146,Q490,C124,SE0116,D107,2025-01-06 14:04:21,2025-01-06 14:18:20,2025-01-06 14:18:20,train
IMP1147,Q490,C283,SE0116,D107,2025-01-06 14:04:27,,,train
IMP1148,Q490,C319,SE0116,D107,2025-01-06 14:04:30,,,train
IMP1149,Q490,C322,SE0116,D107,2025-01-06 14:04:33,2025-01-06 14:06:56,2025-01-06 14:06:56,train
IMP1150,Q490,C019,SE0116,D107,2025-01-06 14:04:36,2025-01-06 14:05:02,2025-01-06 14:05:02,train
IMP1151,Q490,C005,SE0116,D107,2025-01-06 14:04:40,,,train
IMP1152,Q490,C039,SE0116,D107,2025-01-06 14:04:42,,,train
IMP1153,Q490,C167,SE0116,D107,2025-01-06 14:04:46,2025-01-06 14:08:44,2025-01-06 14:08:44,train
IMP1154,Q490,C117,SE0116,D107,2025-01-06 14:04:46,,,train
IMP1155,Q490,C219,SE0116,D107,2025-01-06 14:04:48,,,train
IMP1156,Q392,C312,SE0374,D034,2025-01-06 16:18:59,,,train
IMP1157,Q392,C039,SE0374,D034,2025-01-06 16:19:01,,,train
IMP1158,Q392,C300,SE0374,D034,2025-01-06 16:19:02,,,train
IMP1159,Q392,C195,SE0374,D034,2025-01-06 16:19:05,,,train
IMP1160,Q392,C143,SE0374,D034,2025-01-06 16:19:09,2025-01-06 16:19:31,2025-01-06 16:19:31,train
IMP1161,Q392,C326,SE0374,D034,2025-01-06 16:19:11,,,train
IMP1162,Q186,C041,SE0720,D027,2025-01-06 17:21:52,,,train
IMP1163,Q186,C280,SE0720,D027,2025-01-06 17:21:53,,,train
IMP1164,Q186,C140,SE0720,D027,2025-01-06 17:21:54,,,train
IMP1165,Q186,C278,SE0720,D027,2025-01-06 17:21:55,,,train
IMP1166,Q186,C328,SE0720,D027,2025-01-06 17:22:00,,,train
IMP1167,Q012,C300,SE0636,D100,2025-01-06 17:22:56,2025-01-06 17:23:36,2025-01-06 17:23:36,validation
IMP1168,Q012,C325,SE0636,D100,2025-01-06 17:23:02,,,validation
IMP1169,Q012,C011,SE0636,D100,2025-01-06 17:23:05,,,validation
IMP1170,Q012,C073,SE0636,D100,2025-01-06 17:23:06,,,validation
IMP1171,Q012,C093,SE0636,D100,2025-01-06 17:23:08,,,validation
IMP1172,Q012,C029,SE0636,D100,2025-01-06 17:23:11,,,validation
IMP1173,Q012,C211,SE0636,D100,2025-01-06 17:23:16,,,validation
IMP1174,Q012,C280,SE0636,D100,2025-01-06 17:23:17,,,validation
IMP1175,Q012,C323,SE0636,D100,2025-01-06 17:23:18,,,validation
IMP1176,Q012,C041,SE0636,D100,2025-01-06 17:23:20,,,validation
IMP1177,Q322,C063,SE0757,D014,2025-01-06 19:00:12,,,train
IMP1178,Q322,C238,SE0757,D014,2025-01-06 19:00:12,,,train
IMP1179,Q322,C004,SE0757,D014,2025-01-06 19:00:12,,,train
IMP1180,Q322,C018,SE0757,D014,2025-01-06 19:00:12,,,train
IMP1181,Q322,C041,SE0757,D014,2025-01-06 19:00:13,,,train
IMP1182,Q322,C307,SE0757,D014,2025-01-06 19:00:14,,,train
IMP1183,Q322,C273,SE0757,D014,2025-01-06 19:00:19,,,train
IMP1184,Q322,C159,SE0757,D014,2025-01-06 19:00:20,,,train
IMP1185,Q322,C298,SE0757,D014,2025-01-06 19:00:22,,,train
IMP1186,Q220,C032,SE0730,D014,2025-01-06 19:14:53,,,train
IMP1187,Q220,C248,SE0730,D014,2025-01-06 19:14:53,,,train
IMP1188,Q220,C008,SE0730,D014,2025-01-06 19:14:53,,,train
IMP1189,Q220,C265,SE0730,D014,2025-01-06 19:14:53,,,train
IMP1190,Q220,C130,SE0730,D014,2025-01-06 19:14:54,,,train
IMP1191,Q220,C308,SE0730,D014,2025-01-06 19:14:55,,,train
IMP1192,Q220,C131,SE0730,D014,2025-01-06 19:14:57,,,train
IMP1193,Q220,C215,SE0730,D014,2025-01-06 19:14:59,,,train
IMP1194,Q220,C053,SE0730,D014,2025-01-06 19:15:07,,,train
IMP1195,Q450,C187,SE0388,D055,2025-01-06 19:39:28,,,test
IMP1196,Q450,C090,SE0388,D055,2025-01-06 19:39:34,,,test
IMP1197,Q450,C037,SE0388,D055,2025-01-06 19:39:37,2025-01-06 19:40:06,2025-01-06 19:40:06,test
IMP1198,Q450,C222,SE0388,D055,2025-01-06 19:39:40,,,test
IMP1199,Q450,C084,SE0388,D055,2025-01-06 19:39:43,,,test
IMP1200,Q450,C290,SE0388,D055,2025-01-06 19:39:46,,,test
IMP1201,Q450,C154,SE0388,D055,2025-01-06 19:39:49,,,test
IMP1202,Q450,C072,SE0388,D055,2025-01-06 19:39:54,,,test
IMP1203,Q450,C321,SE0388,D055,2025-01-06 19:39:55,,,test
IMP1204,Q450,C224,SE0388,D055,2025-01-06 19:39:57,,,test
IMP1205,Q450,C286,SE0388,D055,2025-01-06 19:39:58,,,test
IMP1206,Q209,C048,SE0396,D039,2025-01-06 20:13:29,,,test
IMP1207,Q209,C225,SE0396,D039,2025-01-06 20:13:32,,,test
IMP1208,Q209,C020,SE0396,D039,2025-01-06 20:13:42,,,test
IMP1209,Q209,C089,SE0396,D039,2025-01-06 20:13:45,,,test
IMP1210,Q209,C079,SE0396,D039,2025-01-06 20:13:46,2025-01-06 20:14:20,2025-01-06 20:14:20,test
IMP1211,Q209,C049,SE0396,D039,2025-01-06 20:13:47,,,test
IMP1212,Q209,C096,SE0396,D039,2025-01-06 20:13:49,,,test
IMP1213,Q209,C291,SE0396,D039,2025-01-06 20:13:50,,,test
IMP1214,Q472,C328,SE0528,D023,2025-01-06 20:25:37,,,train
IMP1215,Q472,C314,SE0528,D023,2025-01-06 20:25:49,,,train
IMP1216,Q472,C028,SE0528,D023,2025-01-06 20:25:53,2025-01-06 20:26:23,2025-01-06 20:26:23,train
IMP1217,Q472,C242,SE0528,D023,2025-01-06 20:25:55,,,train
IMP1218,Q472,C326,SE0528,D023,2025-01-06 20:25:56,,,train
IMP1219,Q472,C237,SE0528,D023,2025-01-06 20:25:57,,,train
IMP1220,Q472,C214,SE0528,D023,2025-01-06 20:25:58,,,train
IMP1221,Q472,C071,SE0528,D023,2025-01-06 20:25:59,,,train
IMP1222,Q472,C036,SE0528,D023,2025-01-06 20:26:01,,,train
IMP1223,Q472,C122,SE0528,D023,2025-01-06 20:26:01,,,train
IMP1224,Q472,C163,SE0528,D023,2025-01-06 20:26:06,,,train
IMP1225,Q472,C345,SE0528,D023,2025-01-06 20:26:07,,,train
IMP1226,Q254,C110,SE0137,D031,2025-01-06 23:28:39,,,train
IMP1227,Q254,C226,SE0137,D031,2025-01-06 23:28:42,2025-01-06 23:31:44,2025-01-06 23:31:44,train
IMP1228,Q379,C104,SE0216,D060,2025-01-06 23:28:46,,,train
IMP1229,Q379,C227,SE0216,D060,2025-01-06 23:28:49,,,train
IMP1230,Q254,C026,SE0137,D031,2025-01-06 23:28:54,,,train
IMP1231,Q379,C156,SE0216,D060,2025-01-06 23:28:55,,,train
IMP1232,Q254,C122,SE0137,D031,2025-01-06 23:29:00,,,train
IMP1233,Q379,C122,SE0216,D060,2025-01-06 23:29:01,,,train
IMP1234,Q254,C317,SE0137,D031,2025-01-06 23:29:02,2025-01-06 23:29:18,2025-01-06 23:29:18,train
IMP1235,Q254,C051,SE0137,D031,2025-01-06 23:29:03,2025-01-06 23:32:29,2025-01-06 23:32:29,train
IMP1236,Q254,C151,SE0137,D031,2025-01-06 23:29:03,,,train
IMP1238,Q254,C064,SE0137,D031,2025-01-06 23:29:04,,,train
IMP1237,Q379,C300,SE0216,D060,2025-01-06 23:29:04,,,train
IMP1240,Q254,C339,SE0137,D031,2025-01-06 23:29:05,,,train
IMP1239,Q379,C023,SE0216,D060,2025-01-06 23:29:05,,,train
IMP1241,Q379,C015,SE0216,D060,2025-01-06 23:29:07,2025-01-06 23:29:38,2025-01-06 23:29:38,train
IMP1242,Q254,C289,SE0137,D031,2025-01-06 23:29:10,,,train
IMP1243,Q254,C240,SE0137,D031,2025-01-06 23:29:10,,,train
IMP1244,Q254,C228,SE0137,D031,2025-01-06 23:29:12,,,train
IMP1245,Q379,C095,SE0216,D060,2025-01-06 23:29:13,,,train
IMP1246,Q379,C137,SE0216,D060,2025-01-06 23:29:15,,,train
IMP1247,Q379,C339,SE0216,D060,2025-01-06 23:29:17,,,train
IMP1248,Q379,C028,SE0216,D060,2025-01-06 23:29:17,,,train
IMP1249,Q379,C338,SE0216,D060,2025-01-06 23:29:19,,,train
IMP1250,Q124,C126,SE0299,D008,2025-01-06 23:34:01,,,validation
IMP1251,Q124,C117,SE0299,D008,2025-01-06 23:34:07,,,validation
IMP1252,Q124,C304,SE0299,D008,2025-01-06 23:34:16,,,validation
IMP1253,Q124,C111,SE0299,D008,2025-01-06 23:34:18,2025-01-06 23:34:45,2025-01-06 23:34:45,validation
IMP1254,Q124,C325,SE0299,D008,2025-01-06 23:34:19,,,validation
IMP1255,Q124,C188,SE0299,D008,2025-01-06 23:34:20,,,validation
IMP1256,Q124,C276,SE0299,D008,2025-01-06 23:34:21,,,validation
IMP1257,Q124,C129,SE0299,D008,2025-01-06 23:34:23,,,validation
IMP1258,Q124,C092,SE0299,D008,2025-01-06 23:34:23,,,validation
IMP1259,Q124,C225,SE0299,D008,2025-01-06 23:34:25,,,validation
IMP1260,Q012,C049,SE0081,D005,2025-01-07 04:21:37,,,validation
IMP1261,Q012,C309,SE0081,D005,2025-01-07 04:21:40,,,validation
IMP1262,Q012,C219,SE0081,D005,2025-01-07 04:21:44,,,validation
IMP1263,Q012,C175,SE0081,D005,2025-01-07 04:21:46,2025-01-07 04:29:33,2025-01-07 04:29:33,validation
IMP1264,Q012,C165,SE0081,D005,2025-01-07 04:21:49,,,validation
IMP1265,Q012,C263,SE0081,D005,2025-01-07 04:21:56,,,validation
IMP1266,Q012,C149,SE0081,D005,2025-01-07 04:21:57,2025-01-07 04:29:28,2025-01-07 04:29:28,validation
IMP1267,Q012,C012,SE0081,D005,2025-01-07 04:22:00,,,validation
IMP1268,Q012,C140,SE0081,D005,2025-01-07 04:22:01,2025-01-07 04:30:26,2025-01-07 04:30:26,validation
IMP1269,Q012,C019,SE0081,D005,2025-01-07 04:22:01,2025-01-07 04:26:39,2025-01-07 04:26:39,validation
IMP1270,Q012,C129,SE0081,D005,2025-01-07 04:22:04,2025-01-07 04:22:12,2025-01-07 04:22:12,validation
IMP1271,Q215,C223,SE0728,D053,2025-01-07 06:15:41,,,validation
IMP1272,Q215,C170,SE0728,D053,2025-01-07 06:15:41,,,validation
IMP1273,Q215,C311,SE0728,D053,2025-01-07 06:15:41,,,validation
IMP1274,Q215,C302,SE0728,D053,2025-01-07 06:15:43,,,validation
IMP1275,Q215,C147,SE0728,D053,2025-01-07 06:15:45,,,validation
IMP1276,Q473,C016,SE0492,D022,2025-01-07 07:10:58,,,train
IMP1277,Q473,C004,SE0492,D022,2025-01-07 07:11:10,,,train
IMP1278,Q473,C278,SE0492,D022,2025-01-07 07:11:11,,,train
IMP1279,Q473,C198,SE0492,D022,2025-01-07 07:11:13,,,train
IMP1280,Q473,C032,SE0492,D022,2025-01-07 07:11:13,,,train
IMP1281,Q473,C022,SE0492,D022,2025-01-07 07:11:15,,,train
IMP1282,Q473,C252,SE0492,D022,2025-01-07 07:11:17,2025-01-07 07:11:52,2025-01-07 07:11:52,train
IMP1283,Q473,C280,SE0492,D022,2025-01-07 07:11:19,,,train
IMP1284,Q473,C313,SE0492,D022,2025-01-07 07:11:21,,,train
IMP1285,Q473,C224,SE0492,D022,2025-01-07 07:11:24,,,train
IMP1286,Q473,C082,SE0492,D022,2025-01-07 07:11:25,,,train
IMP1287,Q469,C258,SE0537,D005,2025-01-07 07:53:15,,,train
IMP1288,Q469,C333,SE0537,D005,2025-01-07 07:53:24,,,train
IMP1289,Q469,C105,SE0537,D005,2025-01-07 07:53:27,,,train
IMP1290,Q469,C138,SE0537,D005,2025-01-07 07:53:28,,,train
IMP1291,Q469,C280,SE0537,D005,2025-01-07 07:53:31,,,train
IMP1292,Q469,C098,SE0537,D005,2025-01-07 07:53:34,,,train
IMP1293,Q469,C096,SE0537,D005,2025-01-07 07:53:35,2025-01-07 07:53:53,2025-01-07 07:53:53,train
IMP1294,Q469,C137,SE0537,D005,2025-01-07 07:53:36,,,train
IMP1295,Q317,C272,SE0756,D003,2025-01-07 08:32:26,,,test
IMP1296,Q317,C315,SE0756,D003,2025-01-07 08:32:26,,,test
IMP1297,Q317,C256,SE0756,D003,2025-01-07 08:32:26,,,test
IMP1298,Q317,C155,SE0756,D003,2025-01-07 08:32:26,,,test
IMP1299,Q317,C237,SE0756,D003,2025-01-07 08:32:27,,,test
IMP1300,Q317,C101,SE0756,D003,2025-01-07 08:32:28,,,test
IMP1301,Q317,C031,SE0756,D003,2025-01-07 08:32:29,,,test
IMP1302,Q317,C021,SE0756,D003,2025-01-07 08:32:32,,,test
IMP1303,Q317,C115,SE0756,D003,2025-01-07 08:32:34,,,test
IMP1304,Q317,C262,SE0756,D003,2025-01-07 08:32:35,,,test
IMP1305,Q234,C059,SE0610,D058,2025-01-07 09:16:41,,,train
IMP1306,Q234,C236,SE0610,D058,2025-01-07 09:16:44,,,train
IMP1307,Q234,C023,SE0610,D058,2025-01-07 09:16:44,,,train
IMP1308,Q234,C205,SE0610,D058,2025-01-07 09:16:54,,,train
IMP1309,Q234,C031,SE0610,D058,2025-01-07 09:16:54,,,train
IMP1310,Q234,C275,SE0610,D058,2025-01-07 09:16:57,,,train
IMP1311,Q234,C043,SE0610,D058,2025-01-07 09:16:59,2025-01-07 09:17:28,2025-01-07 09:17:28,train
IMP1312,Q234,C255,SE0610,D058,2025-01-07 09:17:00,,,train
IMP1313,Q234,C121,SE0610,D058,2025-01-07 09:17:01,,,train
IMP1314,Q234,C208,SE0610,D058,2025-01-07 09:17:02,,,train
IMP1315,Q319,C322,SE0193,D021,2025-01-07 10:08:51,2025-01-07 10:09:25,2025-01-07 10:09:25,train
IMP1316,Q319,C059,SE0193,D021,2025-01-07 10:08:59,2025-01-07 10:15:37,2025-01-07 10:15:37,train
IMP1317,Q319,C250,SE0193,D021,2025-01-07 10:09:01,,,train
IMP1318,Q319,C008,SE0193,D021,2025-01-07 10:09:05,2025-01-07 10:20:31,2025-01-07 10:20:31,train
IMP1319,Q319,C271,SE0193,D021,2025-01-07 10:09:06,,,train
IMP1320,Q319,C145,SE0193,D021,2025-01-07 10:09:08,2025-01-07 10:11:49,2025-01-07 10:11:49,train
IMP1321,Q319,C166,SE0193,D021,2025-01-07 10:09:09,,,train
IMP1322,Q417,C307,SE0234,D032,2025-01-07 10:22:26,,,validation
IMP1323,Q417,C212,SE0234,D032,2025-01-07 10:22:37,,,validation
IMP1324,Q417,C226,SE0234,D032,2025-01-07 10:22:42,2025-01-07 10:23:13,2025-01-07 10:23:13,validation
IMP1325,Q417,C199,SE0234,D032,2025-01-07 10:22:43,,,validation
IMP1326,Q417,C163,SE0234,D032,2025-01-07 10:22:46,,,validation
IMP1327,Q417,C164,SE0234,D032,2025-01-07 10:22:47,,,validation
IMP1328,Q417,C222,SE0234,D032,2025-01-07 10:22:48,,,validation
IMP1329,Q417,C150,SE0234,D032,2025-01-07 10:22:49,,,validation
IMP1330,Q417,C156,SE0234,D032,2025-01-07 10:22:50,,,validation
IMP1331,Q417,C233,SE0234,D032,2025-01-07 10:22:50,,,validation
IMP1332,Q417,C300,SE0234,D032,2025-01-07 10:22:51,,,validation
IMP1333,Q417,C141,SE0234,D032,2025-01-07 10:22:53,,,validation
IMP1334,Q382,C001,SE0262,D006,2025-01-07 10:33:37,,,train
IMP1335,Q382,C317,SE0262,D006,2025-01-07 10:33:40,,,train
IMP1336,Q382,C211,SE0262,D006,2025-01-07 10:33:43,,,train
IMP1337,Q382,C066,SE0262,D006,2025-01-07 10:33:46,,,train
IMP1338,Q382,C310,SE0262,D006,2025-01-07 10:33:52,,,train
IMP1339,Q382,C093,SE0262,D006,2025-01-07 10:33:55,,,train
IMP1340,Q382,C182,SE0262,D006,2025-01-07 10:33:56,2025-01-07 10:34:25,2025-01-07 10:34:25,train
IMP1341,Q382,C263,SE0262,D006,2025-01-07 10:33:59,,,train
IMP1342,Q382,C059,SE0262,D006,2025-01-07 10:34:01,,,train
IMP1343,Q382,C033,SE0262,D006,2025-01-07 10:34:01,2025-01-07 10:37:40,2025-01-07 10:37:40,train
IMP1344,Q382,C314,SE0262,D006,2025-01-07 10:34:04,,,train
IMP1345,Q382,C105,SE0262,D006,2025-01-07 10:34:07,,,train
IMP1346,Q409,C005,SE0660,D010,2025-01-07 10:37:21,2025-01-07 10:37:36,2025-01-07 10:37:36,validation
IMP1347,Q409,C106,SE0660,D010,2025-01-07 10:37:23,,,validation
IMP1348,Q409,C125,SE0660,D010,2025-01-07 10:37:25,,,validation
IMP1349,Q409,C309,SE0660,D010,2025-01-07 10:37:28,,,validation
IMP1350,Q409,C171,SE0660,D010,2025-01-07 10:37:30,,,validation
IMP1351,Q409,C219,SE0660,D010,2025-01-07 10:37:31,,,validation
IMP1352,Q266,C084,SE0260,D054,2025-01-07 11:22:50,,,train
IMP1353,Q266,C211,SE0260,D054,2025-01-07 11:22:53,,,train
IMP1354,Q266,C145,SE0260,D054,2025-01-07 11:22:54,,,train
IMP1355,Q266,C256,SE0260,D054,2025-01-07 11:23:02,,,train
IMP1356,Q266,C052,SE0260,D054,2025-01-07 11:23:05,2025-01-07 11:23:22,2025-01-07 11:23:22,train
IMP1357,Q266,C325,SE0260,D054,2025-01-07 11:23:05,2025-01-07 11:28:14,2025-01-07 11:28:14,train
IMP1358,Q266,C291,SE0260,D054,2025-01-07 11:23:08,,,train
IMP1359,Q266,C207,SE0260,D054,2025-01-07 11:23:08,,,train
IMP1360,Q266,C318,SE0260,D054,2025-01-07 11:23:09,,,train
IMP1361,Q266,C080,SE0260,D054,2025-01-07 11:23:11,,,train
IMP1362,Q266,C282,SE0260,D054,2025-01-07 11:23:14,,,train
IMP1363,Q474,C188,SE0315,D050,2025-01-07 11:58:13,,,train
IMP1364,Q474,C196,SE0315,D050,2025-01-07 11:58:22,,,train
IMP1365,Q474,C090,SE0315,D050,2025-01-07 11:58:28,,,train
IMP1366,Q474,C287,SE0315,D050,2025-01-07 11:58:29,,,train
IMP1367,Q474,C024,SE0315,D050,2025-01-07 11:58:30,,,train
IMP1368,Q474,C318,SE0315,D050,2025-01-07 11:58:31,2025-01-07 11:58:58,2025-01-07 11:58:58,train
IMP1369,Q474,C317,SE0315,D050,2025-01-07 11:58:35,2025-01-07 12:02:34,2025-01-07 12:02:34,train
IMP1370,Q474,C227,SE0315,D050,2025-01-07 11:58:35,,,train
IMP1371,Q474,C299,SE0315,D050,2025-01-07 11:58:37,,,train
IMP1372,Q405,C202,SE0332,D021,2025-01-07 12:57:05,,,train
IMP1373,Q405,C162,SE0332,D021,2025-01-07 12:57:14,,,train
IMP1374,Q405,C297,SE0332,D021,2025-01-07 12:57:15,,,train
IMP1375,Q405,C079,SE0332,D021,2025-01-07 12:57:17,,,train
IMP1376,Q405,C311,SE0332,D021,2025-01-07 12:57:20,,,train
IMP1377,Q405,C022,SE0332,D021,2025-01-07 12:57:21,2025-01-07 12:57:53,2025-01-07 12:57:53,train
IMP1378,Q405,C316,SE0332,D021,2025-01-07 12:57:26,,,train
IMP1379,Q405,C064,SE0332,D021,2025-01-07 12:57:26,,,train
IMP1380,Q405,C038,SE0332,D021,2025-01-07 12:57:27,,,train
IMP1381,Q405,C264,SE0332,D021,2025-01-07 12:57:29,,,train
IMP1382,Q419,C010,SE0644,D025,2025-01-07 14:09:11,,,train
IMP1383,Q419,C263,SE0644,D025,2025-01-07 14:09:12,,,train
IMP1384,Q419,C146,SE0644,D025,2025-01-07 14:09:13,,,train
IMP1385,Q419,C154,SE0644,D025,2025-01-07 14:09:18,,,train
IMP1386,Q419,C055,SE0644,D025,2025-01-07 14:09:21,,,train
IMP1387,Q419,C005,SE0644,D025,2025-01-07 14:09:21,,,train
IMP1388,Q419,C241,SE0644,D025,2025-01-07 14:09:23,,,train
IMP1389,Q419,C144,SE0644,D025,2025-01-07 14:09:25,,,train
IMP1390,Q419,C158,SE0644,D025,2025-01-07 14:09:25,2025-01-07 14:09:53,2025-01-07 14:09:53,train
IMP1391,Q419,C152,SE0644,D025,2025-01-07 14:09:27,,,train
IMP1392,Q388,C323,SE0169,D118,2025-01-07 14:57:49,,,train
IMP1393,Q388,C176,SE0169,D118,2025-01-07 14:57:52,2025-01-07 15:01:51,2025-01-07 15:01:51,train
IMP1394,Q388,C333,SE0169,D118,2025-01-07 14:57:55,,,train
IMP1395,Q388,C263,SE0169,D118,2025-01-07 14:57:58,,,train
IMP1396,Q388,C287,SE0169,D118,2025-01-07 14:57:58,2025-01-07 14:58:39,2025-01-07 14:58:39,train
IMP1397,Q388,C068,SE0169,D118,2025-01-07 14:58:00,,,train
IMP1398,Q388,C038,SE0169,D118,2025-01-07 14:58:02,,,train
IMP1399,Q388,C079,SE0169,D118,2025-01-07 14:58:06,2025-01-07 15:05:43,2025-01-07 15:05:43,train
IMP1400,Q388,C129,SE0169,D118,2025-01-07 14:58:07,2025-01-07 15:04:36,2025-01-07 15:04:36,train
IMP1401,Q388,C261,SE0169,D118,2025-01-07 14:58:08,,,train
IMP1402,Q388,C179,SE0169,D118,2025-01-07 14:58:10,,,train
IMP1403,Q427,C010,SE0566,D020,2025-01-07 15:54:45,2025-01-07 15:55:13,2025-01-07 15:55:13,validation
IMP1404,Q427,C299,SE0566,D020,2025-01-07 15:54:51,,,validation
IMP1405,Q427,C089,SE0566,D020,2025-01-07 15:54:52,,,validation
IMP1406,Q427,C194,SE0566,D020,2025-01-07 15:54:56,,,validation
IMP1407,Q427,C198,SE0566,D020,2025-01-07 15:54:58,,,validation
IMP1408,Q427,C293,SE0566,D020,2025-01-07 15:55:00,,,validation
IMP1409,Q337,C161,SE0570,D108,2025-01-07 17:26:20,,,train
IMP1410,Q337,C318,SE0570,D108,2025-01-07 17:26:23,2025-01-07 17:27:12,2025-01-07 17:27:12,train
IMP1411,Q337,C022,SE0570,D108,2025-01-07 17:26:27,,,train
IMP1412,Q337,C141,SE0570,D108,2025-01-07 17:26:32,,,train
IMP1413,Q337,C089,SE0570,D108,2025-01-07 17:26:33,,,train
IMP1414,Q337,C017,SE0570,D108,2025-01-07 17:26:35,,,train
IMP1415,Q337,C016,SE0570,D108,2025-01-07 17:26:35,,,train
IMP1416,Q337,C211,SE0570,D108,2025-01-07 17:26:38,,,train
IMP1417,Q337,C266,SE0570,D108,2025-01-07 17:26:41,,,train
IMP1418,Q337,C225,SE0570,D108,2025-01-07 17:26:45,,,train
IMP1419,Q337,C006,SE0570,D108,2025-01-07 17:26:47,,,train
IMP1420,Q263,C294,SE0093,D003,2025-01-07 19:03:20,,,train
IMP1421,Q263,C073,SE0093,D003,2025-01-07 19:03:25,,,train
IMP1422,Q263,C163,SE0093,D003,2025-01-07 19:03:26,2025-01-07 19:03:48,2025-01-07 19:03:48,train
IMP1423,Q263,C157,SE0093,D003,2025-01-07 19:03:26,,,train
IMP1424,Q263,C295,SE0093,D003,2025-01-07 19:03:27,2025-01-07 19:04:48,2025-01-07 19:04:48,train
IMP1425,Q263,C192,SE0093,D003,2025-01-07 19:03:30,,,train
IMP1426,Q263,C025,SE0093,D003,2025-01-07 19:03:31,,,train
IMP1427,Q263,C268,SE0093,D003,2025-01-07 19:03:32,2025-01-07 19:06:04,2025-01-07 19:06:04,train
IMP1428,Q277,C010,SE0311,D003,2025-01-07 19:06:16,2025-01-07 19:07:58,2025-01-07 19:07:58,validation
IMP1429,Q277,C179,SE0311,D003,2025-01-07 19:06:27,,,validation
IMP1430,Q277,C275,SE0311,D003,2025-01-07 19:06:31,,,validation
IMP1431,Q277,C137,SE0311,D003,2025-01-07 19:06:33,2025-01-07 19:06:49,2025-01-07 19:06:49,validation
IMP1432,Q277,C243,SE0311,D003,2025-01-07 19:06:36,,,validation
IMP1433,Q277,C114,SE0311,D003,2025-01-07 19:06:37,,,validation
IMP1434,Q277,C324,SE0311,D003,2025-01-07 19:06:37,,,validation
IMP1435,Q277,C209,SE0311,D003,2025-01-07 19:06:39,,,validation
IMP1436,Q277,C118,SE0311,D003,2025-01-07 19:06:41,,,validation
IMP1437,Q277,C270,SE0311,D003,2025-01-07 19:06:43,,,validation
IMP1438,Q191,C304,SE0171,D014,2025-01-07 19:51:08,2025-01-07 20:01:44,2025-01-07 20:01:44,test
IMP1439,Q191,C330,SE0171,D014,2025-01-07 19:51:10,,,test
IMP1440,Q191,C064,SE0171,D014,2025-01-07 19:51:12,,,test
IMP1441,Q191,C104,SE0171,D014,2025-01-07 19:51:14,,,test
IMP1442,Q191,C029,SE0171,D014,2025-01-07 19:51:17,2025-01-07 19:54:11,2025-01-07 19:54:11,test
IMP1443,Q191,C117,SE0171,D014,2025-01-07 19:51:18,,,test
IMP1444,Q191,C124,SE0171,D014,2025-01-07 19:51:19,2025-01-07 19:51:41,2025-01-07 19:51:41,test
IMP1445,Q191,C224,SE0171,D014,2025-01-07 19:51:20,,,test
IMP1446,Q191,C310,SE0171,D014,2025-01-07 19:51:25,2025-01-07 19:54:54,2025-01-07 19:54:54,test
IMP1447,Q191,C268,SE0171,D014,2025-01-07 19:51:26,,,test
IMP1448,Q191,C198,SE0171,D014,2025-01-07 19:51:26,,,test
IMP1449,Q191,C223,SE0171,D014,2025-01-07 19:51:28,,,test
IMP1450,Q440,C133,SE0053,D063,2025-01-07 20:07:28,,,validation
IMP1451,Q440,C031,SE0053,D063,2025-01-07 20:07:29,,,validation
IMP1452,Q440,C149,SE0053,D063,2025-01-07 20:07:30,2025-01-07 20:11:45,2025-01-07 20:11:45,validation
