signal_id,session_id,event_timestamp,split
SIG0534,SE0125,2025-01-13 00:24:56,train
SIG0535,SE0125,2025-01-13 00:26:42,train
SIG0536,SE0112,2025-01-13 01:12:36,validation
SIG0537,SE0112,2025-01-13 01:13:28,validation
SIG0538,SE0112,2025-01-13 01:20:24,validation
SIG0539,SE0239,2025-01-13 01:36:47,train
SIG0540,SE0239,2025-01-13 01:37:44,train
SIG0541,SE0474,2025-01-13 01:46:56,train
SIG0542,SE0462,2025-01-13 02:03:43,train
SIG0543,SE0387,2025-01-13 02:54:58,train
SIG0544,SE0461,2025-01-13 03:21:49,train
SIG0545,SE0266,2025-01-13 03:55:29,validation
SIG0546,SE0266,2025-01-13 03:56:15,validation
SIG0547,SE0425,2025-01-13 05:11:24,validation
SIG0548,SE0611,2025-01-13 06:53:44,train
SIG0549,SE0513,2025-01-13 08:02:07,validation
SIG0550,SE0252,2025-01-13 08:16:06,validation
SIG0551,SE0217,2025-01-13 10:00:57,train
SIG0552,SE0217,2025-01-13 10:02:22,train
SIG0553,SE0071,2025-01-13 11:44:07,validation
SIG0554,SE0071,2025-01-13 11:46:15,validation
SIG0555,SE0071,2025-01-13 11:47:49,validation
SIG0556,SE0071,2025-01-13 11:52:01,validation
SIG0557,SE0071,2025-01-13 11:52:23,validation
SIG0558,SE0413,2025-01-13 12:15:34,validation
SIG0559,SE0399,2025-01-13 14:34:23,validation
SIG0560,SE0412,2025-01-13 14:39:10,train
SIG0561,SE0536,2025-01-13 17:54:07,test
SIG0562,SE0381,2025-01-13 18:49:28,test
SIG0563,SE0018,2025-01-13 20:06:59,test
SIG0564,SE0018,2025-01-13 20:09:43,test
SIG0565,SE0018,2025-01-13 20:12:09,test
SIG0566,SE0018,2025-01-13 20:14:19,test
SIG0567,SE0018,2025-01-13 20:20:07,test
SIG0568,SE0018,2025-01-13 20:20:32,test
SIG0569,SE0500,2025-01-13 21:41:51,train
SIG0570,SE0540,2025-01-13 22:12:43,test
SIG0571,SE0422,2025-01-13 23:37:40,train
SIG0572,SE0400,2025-01-14 01:53:00,train
SIG0573,SE0188,2025-01-14 01:53:49,train
SIG0574,SE0188,2025-01-14 01:57:47,train
SIG0575,SE0188,2025-01-14 01:59:22,train
SIG0576,SE0188,2025-01-14 02:01:11,train
SIG0577,SE0555,2025-01-14 04:05:58,validation
SIG0578,SE0233,2025-01-14 04:42:30,validation
SIG0579,SE0233,2025-01-14 04:44:25,validation
SIG0580,SE0027,2025-01-14 05:01:22,train
SIG0581,SE0027,2025-01-14 05:05:24,train
SIG0582,SE0027,2025-01-14 05:05:40,train
SIG0583,SE0027,2025-01-14 05:05:47,train
SIG0584,SE0027,2025-01-14 05:11:06,train
SIG0585,SE0027,2025-01-14 05:19:58,train
SIG0586,SE0577,2025-01-14 06:59:44,validation
SIG0587,SE0627,2025-01-14 07:43:14,train
SIG0588,SE0085,2025-01-14 08:34:39,test
SIG0589,SE0085,2025-01-14 08:39:22,test
SIG0590,SE0085,2025-01-14 08:42:09,test
SIG0591,SE0483,2025-01-14 08:46:34,train
SIG0592,SE0085,2025-01-14 08:46:48,test
SIG0593,SE0366,2025-01-14 09:29:23,validation
SIG0594,SE0518,2025-01-14 09:30:48,train
SIG0595,SE0370,2025-01-14 10:09:17,validation
SIG0596,SE0616,2025-01-14 12:01:30,train
SIG0597,SE0109,2025-01-14 14:34:24,validation
SIG0598,SE0109,2025-01-14 14:36:33,validation
SIG0599,SE0109,2025-01-14 14:36:36,validation
SIG0600,SE0109,2025-01-14 14:38:28,validation
SIG0601,SE0639,2025-01-14 16:07:08,validation
SIG0602,SE0553,2025-01-14 18:53:59,train
SIG0603,SE0431,2025-01-14 19:05:17,train
SIG0604,SE0070,2025-01-14 19:32:18,train
SIG0605,SE0070,2025-01-14 19:33:56,train
SIG0606,SE0070,2025-01-14 19:36:34,train
SIG0607,SE0070,2025-01-14 19:45:30,train
SIG0608,SE0360,2025-01-14 21:45:39,test
SIG0609,SE0064,2025-01-15 00:42:51,test
SIG0610,SE0064,2025-01-15 00:45:41,test
SIG0611,SE0064,2025-01-15 00:48:03,test
SIG0612,SE0064,2025-01-15 00:50:19,test
SIG0613,SE0295,2025-01-15 01:41:02,validation
SIG0614,SE0596,2025-01-15 07:01:25,train
SIG0615,SE0102,2025-01-15 08:08:31,train
SIG0616,SE0102,2025-01-15 08:12:15,train
SIG0617,SE0102,2025-01-15 08:16:09,train
SIG0618,SE0004,2025-01-15 10:26:29,train
SIG0619,SE0004,2025-01-15 10:27:29,train
SIG0620,SE0004,2025-01-15 10:29:09,train
SIG0621,SE0004,2025-01-15 10:32:09,train
SIG0622,SE0004,2025-01-15 10:33:23,train
SIG0623,SE0004,2025-01-15 10:33:49,train
SIG0624,SE0004,2025-01-15 10:47:22,train
SIG0625,SE0004,2025-01-15 10:49:41,train
SIG0626,SE0004,2025-01-15 10:52:29,train
SIG0627,SE0298,2025-01-15 11:15:39,validation
SIG0628,SE0468,2025-01-15 12:08:32,train
SIG0629,SE0522,2025-01-15 13:52:39,validation
SIG0630,SE0220,2025-01-15 14:49:33,train
SIG0631,SE0040,2025-01-15 14:51:59,train
SIG0632,SE0040,2025-01-15 14:56:23,train
SIG0633,SE0040,2025-01-15 14:58:51,train
SIG0634,SE0040,2025-01-15 14:59:17,train
SIG0635,SE0040,2025-01-15 15:01:29,train
SIG0636,SE0040,2025-01-15 15:06:38,train
SIG0637,SE0040,2025-01-15 15:09:29,train
SIG0638,SE0516,2025-01-15 15:40:15,train
SIG0639,SE0133,2025-01-15 15:41:55,validation
SIG0640,SE0133,2025-01-15 15:44:33,validation
SIG0641,SE0133,2025-01-15 15:45:43,validation
SIG0642,SE0133,2025-01-15 15:46:59,validation
SIG0643,SE0133,2025-01-15 15:51:13,validation
SIG0644,SE0019,2025-01-15 16:04:37,train
SIG0645,SE0019,2025-01-15 16:05:26,train
SIG0646,SE0019,2025-01-15 16:07:35,train
SIG0647,SE0019,2025-01-15 16:09:34,train
SIG0648,SE0019,2025-01-15 16:13:42,train
SIG0649,SE0019,2025-01-15 16:20:53,train
SIG0650,SE0019,2025-01-15 16:23:25,train
SIG0651,SE0019,2025-01-15 16:24:48,train
SIG0652,SE0019,2025-01-15 16:32:37,train
SIG0653,SE0654,2025-01-15 16:35:16,validation
SIG0654,SE0501,2025-01-15 18:04:28,train
SIG0655,SE0595,2025-01-15 18:49:52,validation
SIG0656,SE0170,2025-01-15 21:28:29,test
SIG0657,SE0170,2025-01-15 21:32:19,test
SIG0658,SE0170,2025-01-15 21:32:38,test
SIG0659,SE0170,2025-01-15 21:34:53,test
SIG0660,SE0652,2025-01-15 23:10:25,train
SIG0661,SE0074,2025-01-16 02:18:56,train
SIG0662,SE0074,2025-01-16 02:21:18,train
SIG0663,SE0074,2025-01-16 02:27:40,train
SIG0664,SE0074,2025-01-16 02:28:20,train
SIG0665,SE0189,2025-01-16 02:29:04,test
SIG0666,SE0074,2025-01-16 02:32:29,train
SIG0667,SE0189,2025-01-16 02:33:20,test
SIG0668,SE0189,2025-01-16 02:34:02,test
SIG0669,SE0457,2025-01-16 03:00:47,train
SIG0670,SE0046,2025-01-16 06:17:08,test
SIG0671,SE0046,2025-01-16 06:17:51,test
SIG0672,SE0046,2025-01-16 06:21:38,test
SIG0673,SE0099,2025-01-16 06:24:04,validation
SIG0674,SE0046,2025-01-16 06:24:57,test
SIG0675,SE0046,2025-01-16 06:26:58,test
SIG0676,SE0099,2025-01-16 06:27:57,validation
SIG0677,SE0099,2025-01-16 06:29:10,validation
SIG0678,SE0046,2025-01-16 06:31:48,test
SIG0679,SE0046,2025-01-16 06:34:20,test
SIG0680,SE0046,2025-01-16 06:45:14,test
SIG0681,SE0046,2025-01-16 06:51:24,test
SIG0682,SE0647,2025-01-16 07:35:14,validation
SIG0683,SE0408,2025-01-16 07:50:56,test
SIG0684,SE0631,2025-01-16 08:44:09,train
SIG0685,SE0306,2025-01-16 10:14:50,train
SIG0686,SE0052,2025-01-16 12:01:50,train
SIG0687,SE0052,2025-01-16 12:06:43,train
SIG0688,SE0052,2025-01-16 12:06:56,train
SIG0689,SE0052,2025-01-16 12:14:50,train
SIG0690,SE0047,2025-01-16 12:20:48,test
SIG0691,SE0047,2025-01-16 12:23:46,test
SIG0692,SE0047,2025-01-16 12:24:46,test
SIG0693,SE0047,2025-01-16 12:25:24,test
SIG0694,SE0047,2025-01-16 12:30:52,test
SIG0695,SE0047,2025-01-16 12:38:58,test
SIG0696,SE0108,2025-01-16 13:36:07,train
SIG0697,SE0108,2025-01-16 13:40:00,train
SIG0698,SE0108,2025-01-16 13:45:29,train
SIG0699,SE0108,2025-01-16 13:45:55,train
SIG0700,SE0044,2025-01-16 14:14:18,test
SIG0701,SE0044,2025-01-16 14:17:24,test
SIG0702,SE0044,2025-01-16 14:20:12,test
SIG0703,SE0044,2025-01-16 14:22:34,test
SIG0704,SE0044,2025-01-16 14:24:45,test
SIG0705,SE0044,2025-01-16 14:28:18,test
SIG0706,SE0044,2025-01-16 14:28:28,test
SIG0707,SE0044,2025-01-16 14:41:57,test
SIG0708,SE0490,2025-01-16 15:51:22,train
SIG0709,SE0466,2025-01-16 16:23:45,train
SIG0710,SE0470,2025-01-16 18:05:08,train
SIG0711,SE0510,2025-01-16 18:14:58,train
SIG0712,SE0184,2025-01-16 19:57:54,train
SIG0713,SE0184,2025-01-16 19:58:30,train
SIG0714,SE0184,2025-01-16 20:03:09,train
SIG0715,SE0184,2025-01-16 20:03:18,train
SIG0716,SE0184,2025-01-16 20:06:02,train
SIG0717,SE0531,2025-01-16 20:47:11,train
SIG0718,SE0231,2025-01-16 22:55:03,train
SIG0719,SE0569,2025-01-16 23:38:40,train
SIG0720,SE0067,2025-01-17 00:49:11,train
SIG0721,SE0067,2025-01-17 00:49:43,train
SIG0722,SE0067,2025-01-17 00:52:51,train
SIG0723,SE0067,2025-01-17 01:02:50,train
SIG0724,SE0274,2025-01-17 01:08:00,validation
SIG0725,SE0305,2025-01-17 01:28:09,validation
SIG0726,SE0305,2025-01-17 01:29:14,validation
SIG0727,SE0280,2025-01-17 01:43:13,train
SIG0728,SE0280,2025-01-17 01:47:46,train
SIG0729,SE0098,2025-01-17 01:57:29,train
SIG0730,SE0098,2025-01-17 01:59:56,train
SIG0731,SE0098,2025-01-17 02:00:33,train
SIG0732,SE0098,2025-01-17 02:00:53,train
SIG0733,SE0098,2025-01-17 02:06:35,train
SIG0734,SE0549,2025-01-17 02:39:51,train
SIG0735,SE0527,2025-01-17 05:35:31,train
SIG0736,SE0199,2025-01-17 07:02:24,train
SIG0737,SE0199,2025-01-17 07:05:31,train
SIG0738,SE0199,2025-01-17 07:09:02,train
SIG0739,SE0199,2025-01-17 07:11:24,train
SIG0740,SE0199,2025-01-17 07:20:24,train
SIG0741,SE0036,2025-01-17 08:21:32,validation
SIG0742,SE0036,2025-01-17 08:23:25,validation
SIG0743,SE0036,2025-01-17 08:25:20,validation
SIG0744,SE0036,2025-01-17 08:31:36,validation
SIG0745,SE0036,2025-01-17 08:33:32,validation
SIG0746,SE0036,2025-01-17 08:43:07,validation
SIG0747,SE0419,2025-01-17 09:05:09,train
SIG0748,SE0254,2025-01-17 09:43:16,test
SIG0749,SE0643,2025-01-17 09:43:29,train
SIG0750,SE0475,2025-01-17 10:17:25,train
SIG0751,SE0024,2025-01-17 10:53:02,train
SIG0752,SE0024,2025-01-17 10:56:12,train
SIG0753,SE0024,2025-01-17 10:57:54,train
SIG0754,SE0024,2025-01-17 10:58:22,train
SIG0755,SE0024,2025-01-17 11:00:30,train
SIG0756,SE0024,2025-01-17 11:06:38,train
SIG0757,SE0024,2025-01-17 11:11:22,train
SIG0758,SE0024,2025-01-17 11:12:50,train
SIG0759,SE0024,2025-01-17 11:17:39,train
SIG0760,SE0250,2025-01-17 13:42:35,train
SIG0761,SE0382,2025-01-17 14:27:02,validation
SIG0762,SE0209,2025-01-17 17:11:47,validation
SIG0763,SE0543,2025-01-17 17:24:02,train
SIG0764,SE0079,2025-01-17 17:24:18,train
SIG0765,SE0079,2025-01-17 17:28:22,train
SIG0766,SE0079,2025-01-17 17:28:49,train
SIG0767,SE0079,2025-01-17 17:36:33,train
SIG0768,SE0395,2025-01-17 20:37:15,train
SIG0769,SE0478,2025-01-17 20:39:16,train
SIG0770,SE0279,2025-01-17 23:05:02,train
SIG0771,SE0544,2025-01-17 23:26:56,test
SIG0772,SE0344,2025-01-18 00:22:58,train
SIG0773,SE0344,2025-01-18 00:27:32,train
SIG0774,SE0026,2025-01-18 00:58:18,validation
SIG0775,SE0026,2025-01-18 00:59:48,validation
SIG0776,SE0026,2025-01-18 01:02:13,validation
SIG0777,SE0414,2025-01-18 01:03:00,train
SIG0778,SE0026,2025-01-18 01:04:43,validation
SIG0779,SE0026,2025-01-18 01:05:18,validation
SIG0780,SE0026,2025-01-18 01:05:36,validation
SIG0781,SE0026,2025-01-18 01:11:54,validation
SIG0782,SE0026,2025-01-18 01:14:38,validation
SIG0783,SE0263,2025-01-18 02:23:12,test
SIG0784,SE0509,2025-01-18 02:29:14,test
SIG0785,SE0380,2025-01-18 03:23:13,validation
SIG0786,SE0632,2025-01-18 04:16:08,train
SIG0787,SE0562,2025-01-18 06:02:43,train
SIG0788,SE0520,2025-01-18 06:22:08,train
SIG0789,SE0433,2025-01-18 07:45:00,validation
SIG0790,SE0043,2025-01-18 07:54:18,train
SIG0791,SE0043,2025-01-18 07:55:51,train
SIG0792,SE0043,2025-01-18 08:02:06,train
SIG0793,SE0043,2025-01-18 08:05:39,train
SIG0794,SE0043,2025-01-18 08:08:32,train
SIG0795,SE0043,2025-01-18 08:13:14,train
SIG0796,SE0043,2025-01-18 08:18:53,train
SIG0797,SE0043,2025-01-18 08:19:00,train
SIG0798,SE0223,2025-01-18 09:00:32,train
SIG0799,SE0156,2025-01-18 09:26:06,validation
SIG0800,SE0156,2025-01-18 09:27:37,validation
SIG0801,SE0156,2025-01-18 09:32:16,validation
SIG0802,SE0156,2025-01-18 09:35:57,validation
SIG0803,SE0156,2025-01-18 09:36:34,validation
SIG0804,SE0166,2025-01-18 10:00:45,test
SIG0805,SE0166,2025-01-18 10:02:27,test
SIG0806,SE0166,2025-01-18 10:10:09,test
SIG0807,SE0166,2025-01-18 10:10:41,test
SIG0808,SE0166,2025-01-18 10:14:48,test
SIG0809,SE0309,2025-01-18 10:49:53,train
SIG0810,SE0309,2025-01-18 10:53:26,train
SIG0811,SE0103,2025-01-18 12:14:46,test
SIG0812,SE0103,2025-01-18 12:17:30,test
SIG0813,SE0103,2025-01-18 12:19:03,test
SIG0814,SE0103,2025-01-18 12:27:16,test
SIG0815,SE0348,2025-01-18 14:04:29,validation
SIG0816,SE0348,2025-01-18 14:07:08,validation
SIG0817,SE0423,2025-01-18 15:07:03,train
SIG0818,SE0249,2025-01-18 15:16:07,train
SIG0819,SE0249,2025-01-18 15:18:30,train
SIG0820,SE0487,2025-01-18 16:10:42,train
SIG0821,SE0056,2025-01-18 18:09:42,validation
SIG0822,SE0056,2025-01-18 18:11:51,validation
SIG0823,SE0056,2025-01-18 18:11:56,validation
SIG0824,SE0314,2025-01-18 18:12:34,validation
SIG0825,SE0056,2025-01-18 18:15:42,validation
SIG0826,SE0056,2025-01-18 18:18:21,validation
SIG0827,SE0320,2025-01-18 22:25:23,train
SIG0828,SE0320,2025-01-18 22:28:57,train
SIG0829,SE0145,2025-01-19 01:15:33,train
SIG0830,SE0145,2025-01-19 01:16:18,train
SIG0831,SE0145,2025-01-19 01:21:11,train
SIG0832,SE0402,2025-01-19 01:46:19,validation
SIG0833,SE0187,2025-01-19 01:55:29,test
SIG0834,SE0187,2025-01-19 02:00:10,test
SIG0835,SE0187,2025-01-19 02:00:21,test
SIG0836,SE0187,2025-01-19 02:08:17,test
SIG0837,SE0149,2025-01-19 02:21:10,train
SIG0838,SE0149,2025-01-19 02:22:56,train
SIG0839,SE0149,2025-01-19 02:23:11,train
SIG0840,SE0149,2025-01-19 02:33:46,train
SIG0841,SE0149,2025-01-19 02:34:34,train
SIG0842,SE0207,2025-01-19 02:41:40,test
SIG0843,SE0347,2025-01-19 04:56:29,validation
SIG0844,SE0650,2025-01-19 05:11:13,test
SIG0845,SE0323,2025-01-19 06:50:24,test
SIG0846,SE0063,2025-01-19 07:01:57,validation
SIG0847,SE0063,2025-01-19 07:05:22,validation
SIG0848,SE0063,2025-01-19 07:07:27,validation
SIG0849,SE0063,2025-01-19 07:09:45,validation
SIG0850,SE0063,2025-01-19 07:11:37,validation
SIG0851,SE0272,2025-01-19 07:28:04,validation
SIG0852,SE0479,2025-01-19 08:07:57,test
SIG0853,SE0605,2025-01-19 09:11:33,train
SIG0854,SE0625,2025-01-19 09:29:46,train
SIG0855,SE0219,2025-01-19 11:01:39,train
SIG0856,SE0219,2025-01-19 11:03:54,train
SIG0857,SE0090,2025-01-19 11:30:11,train
SIG0858,SE0090,2025-01-19 11:35:03,train
SIG0859,SE0090,2025-01-19 11:39:11,train
SIG0860,SE0090,2025-01-19 11:41:08,train
SIG0861,SE0417,2025-01-19 11:58:47,train
SIG0862,SE0283,2025-01-19 12:19:52,validation
SIG0863,SE0283,2025-01-19 12:22:46,validation
SIG0864,SE0080,2025-01-19 13:37:15,train
SIG0865,SE0080,2025-01-19 13:38:53,train
SIG0866,SE0080,2025-01-19 13:40:15,train
SIG0867,SE0080,2025-01-19 13:48:48,train
SIG0868,SE0210,2025-01-19 14:52:07,train
SIG0869,SE0604,2025-01-19 15:29:39,validation
SIG0870,SE0359,2025-01-19 15:46:20,train
SIG0871,SE0556,2025-01-19 18:19:55,validation
SIG0872,SE0564,2025-01-19 19:05:11,train
SIG0873,SE0292,2025-01-19 20:05:26,train
SIG0874,SE0292,2025-01-19 20:09:15,train
SIG0875,SE0494,2025-01-19 20:45:01,validation
SIG0876,SE0119,2025-01-19 20:47:51,test
SIG0877,SE0119,2025-01-19 20:51:21,test
SIG0878,SE0119,2025-01-19 20:52:45,test
SIG0879,SE0119,2025-01-19 20:53:55,test
SIG0880,SE0119,2025-01-19 21:00:15,test
SIG0881,SE0100,2025-01-19 21:24:01,validation
SIG0882,SE0100,2025-01-19 21:25:42,validation
SIG0883,SE0100,2025-01-19 21:30:55,validation
SIG0884,SE0100,2025-01-19 21:31:25,validation
SIG0885,SE0100,2025-01-19 21:39:33,validation
SIG0886,SE0651,2025-01-19 21:52:39,test
SIG0887,SE0446,2025-01-19 22:03:37,train
SIG0888,SE0430,2025-01-19 22:12:13,train
SIG0889,SE0297,2025-01-19 23:32:21,train
SIG0890,SE0139,2025-01-20 00:25:22,train
SIG0891,SE0139,2025-01-20 00:26:49,train
SIG0892,SE0139,2025-01-20 00:27:34,train
SIG0893,SE0532,2025-01-20 01:44:29,train
SIG0894,SE0253,2025-01-20 01:45:27,train
SIG0895,SE0534,2025-01-20 03:25:08,train
SIG0896,SE0154,2025-01-20 03:27:09,test
SIG0897,SE0154,2025-01-20 03:28:45,test
SIG0898,SE0154,2025-01-20 03:33:31,test
SIG0899,SE0154,2025-01-20 03:37:00,test
SIG0900,SE0154,2025-01-20 03:37:05,test
SIG0901,SE0028,2025-01-20 04:30:54,train
SIG0902,SE0028,2025-01-20 04:32:33,train
SIG0903,SE0028,2025-01-20 04:33:12,train
SIG0904,SE0028,2025-01-20 04:36:14,train
SIG0905,SE0028,2025-01-20 04:38:50,train
SIG0906,SE0028,2025-01-20 04:43:09,train
SIG0907,SE0028,2025-01-20 04:52:00,train
SIG0908,SE0157,2025-01-20 05:39:29,test
SIG0909,SE0157,2025-01-20 05:41:28,test
SIG0910,SE0157,2025-01-20 05:47:20,test
SIG0911,SE0157,2025-01-20 05:48:11,test
SIG0912,SE0191,2025-01-20 06:28:16,validation
SIG0913,SE0069,2025-01-20 06:31:55,train
SIG0914,SE0191,2025-01-20 06:31:56,validation
SIG0915,SE0191,2025-01-20 06:32:16,validation
SIG0916,SE0069,2025-01-20 06:32:29,train
SIG0917,SE0428,2025-01-20 06:33:11,validation
SIG0918,SE0069,2025-01-20 06:34:43,train
SIG0919,SE0029,2025-01-20 06:37:17,train
SIG0920,SE0029,2025-01-20 06:38:26,train
SIG0921,SE0514,2025-01-20 06:38:38,validation
SIG0922,SE0191,2025-01-20 06:38:43,validation
SIG0923,SE0191,2025-01-20 06:39:04,validation
SIG0924,SE0029,2025-01-20 06:45:11,train
SIG0925,SE0029,2025-01-20 06:46:11,train
SIG0926,SE0029,2025-01-20 06:50:21,train
SIG0927,SE0029,2025-01-20 06:59:22,train
SIG0928,SE0352,2025-01-20 07:51:17,train
SIG0929,SE0008,2025-01-20 14:53:53,validation
SIG0930,SE0008,2025-01-20 14:57:37,validation
SIG0931,SE0008,2025-01-20 14:58:19,validation
SIG0932,SE0008,2025-01-20 15:01:58,validation
SIG0933,SE0008,2025-01-20 15:03:43,validation
SIG0934,SE0008,2025-01-20 15:08:08,validation
SIG0935,SE0420,2025-01-20 15:35:39,test
SIG0936,SE0367,2025-01-20 16:23:04,test
SIG0937,SE0034,2025-01-20 20:15:03,test
SIG0938,SE0034,2025-01-20 20:18:24,test
SIG0939,SE0034,2025-01-20 20:20:21,test
SIG0940,SE0034,2025-01-20 20:21:51,test
SIG0941,SE0034,2025-01-20 20:22:21,test
SIG0942,SE0034,2025-01-20 20:22:37,test
SIG0943,SE0034,2025-01-20 20:34:13,test
SIG0944,SE0034,2025-01-20 20:38:09,test
SIG0945,SE0034,2025-01-20 20:54:55,test
SIG0946,SE0336,2025-01-20 22:34:41,train
SIG0947,SE0439,2025-01-21 00:15:08,train
SIG0948,SE0246,2025-01-21 00:24:33,train
SIG0949,SE0246,2025-01-21 00:27:38,train
SIG0950,SE0301,2025-01-21 00:46:38,test
SIG0951,SE0087,2025-01-21 00:48:14,train
SIG0952,SE0087,2025-01-21 00:50:28,train
SIG0953,SE0087,2025-01-21 00:51:34,train
SIG0954,SE0087,2025-01-21 00:54:35,train
SIG0955,SE0087,2025-01-21 00:56:54,train
SIG0956,SE0201,2025-01-21 01:18:17,validation
SIG0957,SE0201,2025-01-21 01:21:42,validation
SIG0958,SE0350,2025-01-21 01:26:44,train
SIG0959,SE0091,2025-01-21 02:15:48,train
SIG0960,SE0646,2025-01-21 02:17:24,test
SIG0961,SE0091,2025-01-21 02:19:51,train
SIG0962,SE0173,2025-01-21 02:22:02,train
SIG0963,SE0091,2025-01-21 02:22:24,train
SIG0964,SE0173,2025-01-21 02:23:23,train
SIG0965,SE0576,2025-01-21 02:23:30,train
SIG0966,SE0091,2025-01-21 02:23:33,train
SIG0967,SE0637,2025-01-21 02:23:34,train
SIG0968,SE0173,2025-01-21 02:26:52,train
SIG0969,SE0329,2025-01-21 03:03:35,train
SIG0970,SE0505,2025-01-21 03:43:30,train
SIG0971,SE0278,2025-01-21 04:35:42,test
SIG0972,SE0499,2025-01-21 04:37:14,validation
SIG0973,SE0235,2025-01-21 04:42:26,test
SIG0974,SE0259,2025-01-21 07:46:47,validation
SIG0975,SE0259,2025-01-21 07:49:47,validation
SIG0976,SE0447,2025-01-21 11:56:40,train
SIG0977,SE0394,2025-01-21 13:02:08,validation
SIG0978,SE0035,2025-01-21 13:18:15,validation
SIG0979,SE0035,2025-01-21 13:20:17,validation
SIG0980,SE0035,2025-01-21 13:23:15,validation
SIG0981,SE0035,2025-01-21 13:23:39,validation
SIG0982,SE0035,2025-01-21 13:27:31,validation
SIG0983,SE0542,2025-01-21 13:27:38,train
SIG0984,SE0035,2025-01-21 13:43:10,validation
SIG0985,SE0015,2025-01-21 14:21:20,train
SIG0986,SE0015,2025-01-21 14:23:31,train
SIG0987,SE0015,2025-01-21 14:24:08,train
SIG0988,SE0015,2025-01-21 14:26:50,train
SIG0989,SE0015,2025-01-21 14:31:59,train
SIG0990,SE0015,2025-01-21 14:33:24,train
SIG0991,SE0015,2025-01-21 14:40:40,train
SIG0992,SE0015,2025-01-21 14:41:52,train
SIG0993,SE0230,2025-01-21 16:19:13,train
SIG0994,SE0230,2025-01-21 16:20:53,train
SIG0995,SE0161,2025-01-21 17:05:58,validation
SIG0996,SE0161,2025-01-21 17:08:48,validation
SIG0997,SE0161,2025-01-21 17:09:30,validation
SIG0998,SE0161,2025-01-21 17:13:43,validation
SIG0999,SE0161,2025-01-21 17:21:58,validation
SIG1000,SE0206,2025-01-21 20:17:54,train
SIG1001,SE0206,2025-01-21 20:18:43,train
SIG1002,SE0443,2025-01-21 21:29:36,train
SIG1003,SE0113,2025-01-21 21:31:01,test
SIG1004,SE0113,2025-01-21 21:35:47,test
SIG1005,SE0113,2025-01-21 21:35:52,test
SIG1006,SE0511,2025-01-21 21:40:17,train
SIG1007,SE0113,2025-01-21 21:44:22,test
SIG1008,SE0342,2025-01-21 22:43:48,train
SIG1009,SE0117,2025-01-21 23:28:23,train
SIG1010,SE0117,2025-01-21 23:29:27,train
SIG1011,SE0117,2025-01-21 23:32:43,train
SIG1012,SE0106,2025-01-22 02:26:04,validation
SIG1013,SE0106,2025-01-22 02:27:13,validation
SIG1014,SE0106,2025-01-22 02:31:16,validation
SIG1015,SE0296,2025-01-22 05:55:46,test
SIG1016,SE0296,2025-01-22 05:58:08,test
SIG1017,SE0009,2025-01-22 06:26:32,test
SIG1018,SE0009,2025-01-22 06:27:46,test
SIG1019,SE0009,2025-01-22 06:29:04,test
SIG1020,SE0009,2025-01-22 06:32:32,test
SIG1021,SE0009,2025-01-22 06:33:47,test
SIG1022,SE0009,2025-01-22 06:43:26,test
SIG1023,SE0455,2025-01-22 06:47:32,train
SIG1024,SE0009,2025-01-22 06:50:17,test
SIG1025,SE0009,2025-01-22 06:58:09,test
SIG1026,SE0361,2025-01-22 07:26:22,validation
SIG1027,SE0587,2025-01-22 07:48:15,test
SIG1028,SE0180,2025-01-22 08:20:05,train
SIG1029,SE0180,2025-01-22 08:21:06,train
SIG1030,SE0180,2025-01-22 08:22:43,train
SIG1031,SE0180,2025-01-22 08:32:08,train
SIG1032,SE0123,2025-01-22 13:07:29,train
SIG1033,SE0123,2025-01-22 13:09:51,train
SIG1034,SE0123,2025-01-22 13:12:19,train
SIG1035,SE0123,2025-01-22 13:20:41,train
SIG1036,SE0020,2025-01-22 14:06:29,validation
SIG1037,SE0020,2025-01-22 14:09:49,validation
SIG1038,SE0020,2025-01-22 14:10:07,validation
SIG1039,SE0020,2025-01-22 14:12:50,validation
SIG1040,SE0020,2025-01-22 14:13:35,validation
SIG1041,SE0020,2025-01-22 14:21:53,validation
SIG1042,SE0020,2025-01-22 14:22:14,validation
SIG1043,SE0020,2025-01-22 14:23:57,validation
SIG1044,SE0020,2025-01-22 14:24:37,validation
SIG1045,SE0317,2025-01-22 15:53:04,train
SIG1046,SE0609,2025-01-22 15:55:42,test
SIG1047,SE0011,2025-01-22 16:15:55,validation
SIG1048,SE0011,2025-01-22 16:19:38,validation
SIG1049,SE0011,2025-01-22 16:20:07,validation
SIG1050,SE0011,2025-01-22 16:27:13,validation
SIG1051,SE0011,2025-01-22 16:31:55,validation
SIG1052,SE0011,2025-01-22 16:38:25,validation
SIG1053,SE0011,2025-01-22 16:38:35,validation
SIG1054,SE0603,2025-01-22 19:35:13,test
SIG1055,SE0600,2025-01-22 21:19:12,test
SIG1056,SE0174,2025-01-22 21:47:16,test
SIG1057,SE0174,2025-01-22 21:49:59,test
SIG1058,SE0174,2025-01-22 21:51:10,test
SIG1059,SE0130,2025-01-22 22:36:30,train
SIG1060,SE0130,2025-01-22 22:39:22,train
SIG1061,SE0130,2025-01-22 22:40:21,train
SIG1062,SE0130,2025-01-22 22:45:48,train
SIG1063,SE0267,2025-01-22 23:18:38,test
SIG1064,SE0267,2025-01-22 23:23:29,test
SIG1065,SE0338,2025-01-23 00:19:51,validation
