impression_id,session_id,doctor_id,query_id,content_id,timestamp_served
IMP1077,SE0680,D115,Q052,C243,2025-01-06 10:07:32
IMP1078,SE0680,D115,Q052,C178,2025-01-06 10:07:34
IMP1079,SE0696,D032,Q112,C254,2025-01-06 10:36:52
IMP1080,SE0696,D032,Q112,C011,2025-01-06 10:36:52
IMP1081,SE0696,D032,Q112,C249,2025-01-06 10:36:52
IMP1082,SE0696,D032,Q112,C015,2025-01-06 10:36:54
IMP1083,SE0696,D032,Q112,C129,2025-01-06 10:36:54
IMP1084,SE0696,D032,Q112,C319,2025-01-06 10:36:55
IMP1085,SE0696,D032,Q112,C269,2025-01-06 10:36:56
IMP1086,SE0696,D032,Q112,C083,2025-01-06 10:36:57
IMP1087,SE0696,D032,Q112,C198,2025-01-06 10:37:04
IMP1088,SE0655,D084,Q324,C139,2025-01-06 10:45:01
IMP1089,SE0655,D084,Q324,C162,2025-01-06 10:45:11
IMP1090,SE0655,D084,Q324,C151,2025-01-06 10:45:17
IMP1091,SE0655,D084,Q324,C102,2025-01-06 10:45:19
IMP1092,SE0655,D084,Q324,C271,2025-01-06 10:45:19
IMP1093,SE0655,D084,Q324,C010,2025-01-06 10:45:20
IMP1094,SE0655,D084,Q324,C091,2025-01-06 10:45:22
IMP1095,SE0655,D084,Q324,C254,2025-01-06 10:45:24
IMP1096,SE0655,D084,Q324,C268,2025-01-06 10:45:25
IMP1097,SE0598,D043,Q301,C268,2025-01-06 11:50:52
IMP1098,SE0598,D043,Q301,C136,2025-01-06 11:50:54
IMP1099,SE0598,D043,Q301,C271,2025-01-06 11:50:56
IMP1100,SE0598,D043,Q301,C146,2025-01-06 11:51:03
IMP1101,SE0598,D043,Q301,C267,2025-01-06 11:51:04
IMP1102,SE0598,D043,Q301,C301,2025-01-06 11:51:04
IMP1103,SE0598,D043,Q301,C274,2025-01-06 11:51:05
IMP1104,SE0598,D043,Q301,C215,2025-01-06 11:51:05
IMP1105,SE0598,D043,Q301,C027,2025-01-06 11:51:08
IMP1106,SE0641,D049,Q340,C128,2025-01-06 12:36:58
IMP1107,SE0641,D049,Q340,C058,2025-01-06 12:37:01
IMP1108,SE0641,D049,Q340,C019,2025-01-06 12:37:02
IMP1109,SE0641,D049,Q340,C138,2025-01-06 12:37:04
IMP1110,SE0641,D049,Q340,C054,2025-01-06 12:37:07
IMP1111,SE0641,D049,Q340,C207,2025-01-06 12:37:10
IMP1112,SE0641,D049,Q340,C164,2025-01-06 12:37:11
IMP1113,SE0641,D049,Q340,C203,2025-01-06 12:37:14
IMP1114,SE0641,D049,Q340,C083,2025-01-06 12:37:16
IMP1115,SE0641,D049,Q340,C323,2025-01-06 12:37:19
IMP1116,SE0641,D049,Q340,C199,2025-01-06 12:37:21
IMP1117,SE0641,D049,Q340,C053,2025-01-06 12:37:22
IMP1118,SE0222,D005,Q470,C080,2025-01-06 12:49:29
IMP1119,SE0222,D005,Q470,C168,2025-01-06 12:49:34
IMP1120,SE0222,D005,Q470,C256,2025-01-06 12:49:35
IMP1121,SE0222,D005,Q470,C077,2025-01-06 12:49:38
IMP1122,SE0222,D005,Q470,C337,2025-01-06 12:49:40
IMP1123,SE0222,D005,Q470,C295,2025-01-06 12:49:41
IMP1124,SE0222,D005,Q470,C234,2025-01-06 12:49:46
IMP1125,SE0222,D005,Q470,C184,2025-01-06 12:49:48
IMP1126,SE0222,D005,Q470,C092,2025-01-06 12:49:50
IMP1127,SE0222,D005,Q470,C294,2025-01-06 12:49:53
IMP1128,SE0222,D005,Q470,C139,2025-01-06 12:49:55
IMP1129,SE0222,D005,Q470,C292,2025-01-06 12:49:56
IMP1130,SE0303,D106,Q356,C344,2025-01-06 13:32:06
IMP1131,SE0303,D106,Q356,C015,2025-01-06 13:32:09
IMP1132,SE0303,D106,Q356,C102,2025-01-06 13:32:14
IMP1133,SE0303,D106,Q356,C025,2025-01-06 13:32:15
IMP1134,SE0303,D106,Q356,C128,2025-01-06 13:32:15
IMP1135,SE0303,D106,Q356,C288,2025-01-06 13:32:17
IMP1136,SE0303,D106,Q356,C005,2025-01-06 13:32:19
IMP1137,SE0303,D106,Q356,C012,2025-01-06 13:32:21
IMP1138,SE0281,D010,Q160,C157,2025-01-06 13:39:19
IMP1139,SE0281,D010,Q160,C250,2025-01-06 13:39:21
IMP1140,SE0281,D010,Q160,C171,2025-01-06 13:39:22
IMP1141,SE0281,D010,Q160,C282,2025-01-06 13:39:27
IMP1142,SE0281,D010,Q160,C200,2025-01-06 13:39:29
IMP1143,SE0281,D010,Q160,C281,2025-01-06 13:39:31
IMP1144,SE0116,D107,Q490,C107,2025-01-06 14:04:15
IMP1145,SE0116,D107,Q490,C034,2025-01-06 14:04:18
IMP1146,SE0116,D107,Q490,C124,2025-01-06 14:04:21
IMP1147,SE0116,D107,Q490,C283,2025-01-06 14:04:27
IMP1148,SE0116,D107,Q490,C319,2025-01-06 14:04:30
IMP1149,SE0116,D107,Q490,C322,2025-01-06 14:04:33
IMP1150,SE0116,D107,Q490,C019,2025-01-06 14:04:36
IMP1151,SE0116,D107,Q490,C005,2025-01-06 14:04:40
IMP1152,SE0116,D107,Q490,C039,2025-01-06 14:04:42
IMP1153,SE0116,D107,Q490,C167,2025-01-06 14:04:46
IMP1154,SE0116,D107,Q490,C117,2025-01-06 14:04:46
IMP1155,SE0116,D107,Q490,C219,2025-01-06 14:04:48
IMP1156,SE0374,D034,Q392,C312,2025-01-06 16:18:59
IMP1157,SE0374,D034,Q392,C039,2025-01-06 16:19:01
IMP1158,SE0374,D034,Q392,C300,2025-01-06 16:19:02
IMP1159,SE0374,D034,Q392,C195,2025-01-06 16:19:05
IMP1160,SE0374,D034,Q392,C143,2025-01-06 16:19:09
IMP1161,SE0374,D034,Q392,C326,2025-01-06 16:19:11
IMP1162,SE0720,D027,Q186,C041,2025-01-06 17:21:52
IMP1163,SE0720,D027,Q186,C280,2025-01-06 17:21:53
IMP1164,SE0720,D027,Q186,C140,2025-01-06 17:21:54
IMP1165,SE0720,D027,Q186,C278,2025-01-06 17:21:55
IMP1166,SE0720,D027,Q186,C328,2025-01-06 17:22:00
IMP1167,SE0636,D100,Q012,C300,2025-01-06 17:22:56
IMP1168,SE0636,D100,Q012,C325,2025-01-06 17:23:02
IMP1169,SE0636,D100,Q012,C011,2025-01-06 17:23:05
IMP1170,SE0636,D100,Q012,C073,2025-01-06 17:23:06
IMP1171,SE0636,D100,Q012,C093,2025-01-06 17:23:08
IMP1172,SE0636,D100,Q012,C029,2025-01-06 17:23:11
IMP1173,SE0636,D100,Q012,C211,2025-01-06 17:23:16
IMP1174,SE0636,D100,Q012,C280,2025-01-06 17:23:17
IMP1175,SE0636,D100,Q012,C323,2025-01-06 17:23:18
IMP1176,SE0636,D100,Q012,C041,2025-01-06 17:23:20
IMP1177,SE0757,D014,Q322,C063,2025-01-06 19:00:12
IMP1178,SE0757,D014,Q322,C238,2025-01-06 19:00:12
IMP1179,SE0757,D014,Q322,C004,2025-01-06 19:00:12
IMP1180,SE0757,D014,Q322,C018,2025-01-06 19:00:12
IMP1181,SE0757,D014,Q322,C041,2025-01-06 19:00:13
IMP1182,SE0757,D014,Q322,C307,2025-01-06 19:00:14
IMP1183,SE0757,D014,Q322,C273,2025-01-06 19:00:19
IMP1184,SE0757,D014,Q322,C159,2025-01-06 19:00:20
IMP1185,SE0757,D014,Q322,C298,2025-01-06 19:00:22
IMP1186,SE0730,D014,Q220,C032,2025-01-06 19:14:53
IMP1187,SE0730,D014,Q220,C248,2025-01-06 19:14:53
IMP1188,SE0730,D014,Q220,C008,2025-01-06 19:14:53
IMP1189,SE0730,D014,Q220,C265,2025-01-06 19:14:53
IMP1190,SE0730,D014,Q220,C130,2025-01-06 19:14:54
IMP1191,SE0730,D014,Q220,C308,2025-01-06 19:14:55
IMP1192,SE0730,D014,Q220,C131,2025-01-06 19:14:57
IMP1193,SE0730,D014,Q220,C215,2025-01-06 19:14:59
IMP1194,SE0730,D014,Q220,C053,2025-01-06 19:15:07
IMP1195,SE0388,D055,Q450,C187,2025-01-06 19:39:28
IMP1196,SE0388,D055,Q450,C090,2025-01-06 19:39:34
IMP1197,SE0388,D055,Q450,C037,2025-01-06 19:39:37
IMP1198,SE0388,D055,Q450,C222,2025-01-06 19:39:40
IMP1199,SE0388,D055,Q450,C084,2025-01-06 19:39:43
IMP1200,SE0388,D055,Q450,C290,2025-01-06 19:39:46
IMP1201,SE0388,D055,Q450,C154,2025-01-06 19:39:49
IMP1202,SE0388,D055,Q450,C072,2025-01-06 19:39:54
IMP1203,SE0388,D055,Q450,C321,2025-01-06 19:39:55
IMP1204,SE0388,D055,Q450,C224,2025-01-06 19:39:57
IMP1205,SE0388,D055,Q450,C286,2025-01-06 19:39:58
IMP1206,SE0396,D039,Q209,C048,2025-01-06 20:13:29
IMP1207,SE0396,D039,Q209,C225,2025-01-06 20:13:32
IMP1208,SE0396,D039,Q209,C020,2025-01-06 20:13:42
IMP1209,SE0396,D039,Q209,C089,2025-01-06 20:13:45
IMP1210,SE0396,D039,Q209,C079,2025-01-06 20:13:46
IMP1211,SE0396,D039,Q209,C049,2025-01-06 20:13:47
IMP1212,SE0396,D039,Q209,C096,2025-01-06 20:13:49
IMP1213,SE0396,D039,Q209,C291,2025-01-06 20:13:50
IMP1214,SE0528,D023,Q472,C328,2025-01-06 20:25:37
IMP1215,SE0528,D023,Q472,C314,2025-01-06 20:25:49
IMP1216,SE0528,D023,Q472,C028,2025-01-06 20:25:53
IMP1217,SE0528,D023,Q472,C242,2025-01-06 20:25:55
IMP1218,SE0528,D023,Q472,C326,2025-01-06 20:25:56
IMP1219,SE0528,D023,Q472,C237,2025-01-06 20:25:57
IMP1220,SE0528,D023,Q472,C214,2025-01-06 20:25:58
IMP1221,SE0528,D023,Q472,C071,2025-01-06 20:25:59
IMP1222,SE0528,D023,Q472,C036,2025-01-06 20:26:01
IMP1223,SE0528,D023,Q472,C122,2025-01-06 20:26:01
IMP1224,SE0528,D023,Q472,C163,2025-01-06 20:26:06
IMP1225,SE0528,D023,Q472,C345,2025-01-06 20:26:07
IMP1226,SE0137,D031,Q254,C110,2025-01-06 23:28:39
IMP1227,SE0137,D031,Q254,C226,2025-01-06 23:28:42
IMP1228,SE0216,D060,Q379,C104,2025-01-06 23:28:46
IMP1229,SE0216,D060,Q379,C227,2025-01-06 23:28:49
IMP1230,SE0137,D031,Q254,C026,2025-01-06 23:28:54
IMP1231,SE0216,D060,Q379,C156,2025-01-06 23:28:55
IMP1232,SE0137,D031,Q254,C122,2025-01-06 23:29:00
IMP1233,SE0216,D060,Q379,C122,2025-01-06 23:29:01
IMP1234,SE0137,D031,Q254,C317,2025-01-06 23:29:02
IMP1235,SE0137,D031,Q254,C051,2025-01-06 23:29:03
IMP1236,SE0137,D031,Q254,C151,2025-01-06 23:29:03
IMP1237,SE0216,D060,Q379,C300,2025-01-06 23:29:04
IMP1238,SE0137,D031,Q254,C064,2025-01-06 23:29:04
IMP1239,SE0216,D060,Q379,C023,2025-01-06 23:29:05
IMP1240,SE0137,D031,Q254,C339,2025-01-06 23:29:05
IMP1241,SE0216,D060,Q379,C015,2025-01-06 23:29:07
IMP1242,SE0137,D031,Q254,C289,2025-01-06 23:29:10
IMP1243,SE0137,D031,Q254,C240,2025-01-06 23:29:10
IMP1244,SE0137,D031,Q254,C228,2025-01-06 23:29:12
IMP1245,SE0216,D060,Q379,C095,2025-01-06 23:29:13
IMP1246,SE0216,D060,Q379,C137,2025-01-06 23:29:15
IMP1247,SE0216,D060,Q379,C339,2025-01-06 23:29:17
IMP1248,SE0216,D060,Q379,C028,2025-01-06 23:29:17
IMP1249,SE0216,D060,Q379,C338,2025-01-06 23:29:19
IMP1250,SE0299,D008,Q124,C126,2025-01-06 23:34:01
IMP1251,SE0299,D008,Q124,C117,2025-01-06 23:34:07
IMP1252,SE0299,D008,Q124,C304,2025-01-06 23:34:16
IMP1253,SE0299,D008,Q124,C111,2025-01-06 23:34:18
IMP1254,SE0299,D008,Q124,C325,2025-01-06 23:34:19
IMP1255,SE0299,D008,Q124,C188,2025-01-06 23:34:20
IMP1256,SE0299,D008,Q124,C276,2025-01-06 23:34:21
IMP1257,SE0299,D008,Q124,C129,2025-01-06 23:34:23
IMP1258,SE0299,D008,Q124,C092,2025-01-06 23:34:23
IMP1259,SE0299,D008,Q124,C225,2025-01-06 23:34:25
IMP1260,SE0081,D005,Q012,C049,2025-01-07 04:21:37
IMP1261,SE0081,D005,Q012,C309,2025-01-07 04:21:40
IMP1262,SE0081,D005,Q012,C219,2025-01-07 04:21:44
IMP1263,SE0081,D005,Q012,C175,2025-01-07 04:21:46
IMP1264,SE0081,D005,Q012,C165,2025-01-07 04:21:49
IMP1265,SE0081,D005,Q012,C263,2025-01-07 04:21:56
IMP1266,SE0081,D005,Q012,C149,2025-01-07 04:21:57
IMP1267,SE0081,D005,Q012,C012,2025-01-07 04:22:00
IMP1268,SE0081,D005,Q012,C140,2025-01-07 04:22:01
IMP1269,SE0081,D005,Q012,C019,2025-01-07 04:22:01
IMP1270,SE0081,D005,Q012,C129,2025-01-07 04:22:04
IMP1271,SE0728,D053,Q215,C223,2025-01-07 06:15:41
IMP1272,SE0728,D053,Q215,C170,2025-01-07 06:15:41
IMP1273,SE0728,D053,Q215,C311,2025-01-07 06:15:41
IMP1274,SE0728,D053,Q215,C302,2025-01-07 06:15:43
IMP1275,SE0728,D053,Q215,C147,2025-01-07 06:15:45
IMP1276,SE0492,D022,Q473,C016,2025-01-07 07:10:58
IMP1277,SE0492,D022,Q473,C004,2025-01-07 07:11:10
IMP1278,SE0492,D022,Q473,C278,2025-01-07 07:11:11
IMP1279,SE0492,D022,Q473,C198,2025-01-07 07:11:13
IMP1280,SE0492,D022,Q473,C032,2025-01-07 07:11:13
IMP1281,SE0492,D022,Q473,C022,2025-01-07 07:11:15
IMP1282,SE0492,D022,Q473,C252,2025-01-07 07:11:17
IMP1283,SE0492,D022,Q473,C280,2025-01-07 07:11:19
IMP1284,SE0492,D022,Q473,C313,2025-01-07 07:11:21
IMP1285,SE0492,D022,Q473,C224,2025-01-07 07:11:24
IMP1286,SE0492,D022,Q473,C082,2025-01-07 07:11:25
IMP1287,SE0537,D005,Q469,C258,2025-01-07 07:53:15
IMP1288,SE0537,D005,Q469,C333,2025-01-07 07:53:24
IMP1289,SE0537,D005,Q469,C105,2025-01-07 07:53:27
IMP1290,SE0537,D005,Q469,C138,2025-01-07 07:53:28
IMP1291,SE0537,D005,Q469,C280,2025-01-07 07:53:31
IMP1292,SE0537,D005,Q469,C098,2025-01-07 07:53:34
IMP1293,SE0537,D005,Q469,C096,2025-01-07 07:53:35
IMP1294,SE0537,D005,Q469,C137,2025-01-07 07:53:36
IMP1295,SE0756,D003,Q317,C272,2025-01-07 08:32:26
IMP1296,SE0756,D003,Q317,C315,2025-01-07 08:32:26
IMP1297,SE0756,D003,Q317,C256,2025-01-07 08:32:26
IMP1298,SE0756,D003,Q317,C155,2025-01-07 08:32:26
IMP1299,SE0756,D003,Q317,C237,2025-01-07 08:32:27
IMP1300,SE0756,D003,Q317,C101,2025-01-07 08:32:28
IMP1301,SE0756,D003,Q317,C031,2025-01-07 08:32:29
IMP1302,SE0756,D003,Q317,C021,2025-01-07 08:32:32
IMP1303,SE0756,D003,Q317,C115,2025-01-07 08:32:34
IMP1304,SE0756,D003,Q317,C262,2025-01-07 08:32:35
IMP1305,SE0610,D058,Q234,C059,2025-01-07 09:16:41
IMP1306,SE0610,D058,Q234,C236,2025-01-07 09:16:44
IMP1307,SE0610,D058,Q234,C023,2025-01-07 09:16:44
IMP1308,SE0610,D058,Q234,C205,2025-01-07 09:16:54
IMP1309,SE0610,D058,Q234,C031,2025-01-07 09:16:54
IMP1310,SE0610,D058,Q234,C275,2025-01-07 09:16:57
IMP1311,SE0610,D058,Q234,C043,2025-01-07 09:16:59
IMP1312,SE0610,D058,Q234,C255,2025-01-07 09:17:00
IMP1313,SE0610,D058,Q234,C121,2025-01-07 09:17:01
IMP1314,SE0610,D058,Q234,C208,2025-01-07 09:17:02
IMP1315,SE0193,D021,Q319,C322,2025-01-07 10:08:51
IMP1316,SE0193,D021,Q319,C059,2025-01-07 10:08:59
IMP1317,SE0193,D021,Q319,C250,2025-01-07 10:09:01
IMP1318,SE0193,D021,Q319,C008,2025-01-07 10:09:05
IMP1319,SE0193,D021,Q319,C271,2025-01-07 10:09:06
IMP1320,SE0193,D021,Q319,C145,2025-01-07 10:09:08
IMP1321,SE0193,D021,Q319,C166,2025-01-07 10:09:09
IMP1322,SE0234,D032,Q417,C307,2025-01-07 10:22:26
IMP1323,SE0234,D032,Q417,C212,2025-01-07 10:22:37
IMP1324,SE0234,D032,Q417,C226,2025-01-07 10:22:42
IMP1325,SE0234,D032,Q417,C199,2025-01-07 10:22:43
IMP1326,SE0234,D032,Q417,C163,2025-01-07 10:22:46
IMP1327,SE0234,D032,Q417,C164,2025-01-07 10:22:47
IMP1328,SE0234,D032,Q417,C222,2025-01-07 10:22:48
IMP1329,SE0234,D032,Q417,C150,2025-01-07 10:22:49
IMP1330,SE0234,D032,Q417,C156,2025-01-07 10:22:50
IMP1331,SE0234,D032,Q417,C233,2025-01-07 10:22:50
IMP1332,SE0234,D032,Q417,C300,2025-01-07 10:22:51
IMP1333,SE0234,D032,Q417,C141,2025-01-07 10:22:53
IMP1334,SE0262,D006,Q382,C001,2025-01-07 10:33:37
IMP1335,SE0262,D006,Q382,C317,2025-01-07 10:33:40
IMP1336,SE0262,D006,Q382,C211,2025-01-07 10:33:43
IMP1337,SE0262,D006,Q382,C066,2025-01-07 10:33:46
IMP1338,SE0262,D006,Q382,C310,2025-01-07 10:33:52
IMP1339,SE0262,D006,Q382,C093,2025-01-07 10:33:55
IMP1340,SE0262,D006,Q382,C182,2025-01-07 10:33:56
IMP1341,SE0262,D006,Q382,C263,2025-01-07 10:33:59
IMP1342,SE0262,D006,Q382,C059,2025-01-07 10:34:01
IMP1343,SE0262,D006,Q382,C033,2025-01-07 10:34:01
IMP1344,SE0262,D006,Q382,C314,2025-01-07 10:34:04
IMP1345,SE0262,D006,Q382,C105,2025-01-07 10:34:07
IMP1346,SE0660,D010,Q409,C005,2025-01-07 10:37:21
IMP1347,SE0660,D010,Q409,C106,2025-01-07 10:37:23
IMP1348,SE0660,D010,Q409,C125,2025-01-07 10:37:25
IMP1349,SE0660,D010,Q409,C309,2025-01-07 10:37:28
IMP1350,SE0660,D010,Q409,C171,2025-01-07 10:37:30
IMP1351,SE0660,D010,Q409,C219,2025-01-07 10:37:31
IMP1352,SE0260,D054,Q266,C084,2025-01-07 11:22:50
IMP1353,SE0260,D054,Q266,C211,2025-01-07 11:22:53
IMP1354,SE0260,D054,Q266,C145,2025-01-07 11:22:54
IMP1355,SE0260,D054,Q266,C256,2025-01-07 11:23:02
IMP1356,SE0260,D054,Q266,C052,2025-01-07 11:23:05
IMP1357,SE0260,D054,Q266,C325,2025-01-07 11:23:05
IMP1358,SE0260,D054,Q266,C291,2025-01-07 11:23:08
IMP1359,SE0260,D054,Q266,C207,2025-01-07 11:23:08
IMP1360,SE0260,D054,Q266,C318,2025-01-07 11:23:09
IMP1361,SE0260,D054,Q266,C080,2025-01-07 11:23:11
IMP1362,SE0260,D054,Q266,C282,2025-01-07 11:23:14
IMP1363,SE0315,D050,Q474,C188,2025-01-07 11:58:13
IMP1364,SE0315,D050,Q474,C196,2025-01-07 11:58:22
IMP1365,SE0315,D050,Q474,C090,2025-01-07 11:58:28
IMP1366,SE0315,D050,Q474,C287,2025-01-07 11:58:29
IMP1367,SE0315,D050,Q474,C024,2025-01-07 11:58:30
IMP1368,SE0315,D050,Q474,C318,2025-01-07 11:58:31
IMP1369,SE0315,D050,Q474,C317,2025-01-07 11:58:35
IMP1370,SE0315,D050,Q474,C227,2025-01-07 11:58:35
IMP1371,SE0315,D050,Q474,C299,2025-01-07 11:58:37
IMP1372,SE0332,D021,Q405,C202,2025-01-07 12:57:05
IMP1373,SE0332,D021,Q405,C162,2025-01-07 12:57:14
IMP1374,SE0332,D021,Q405,C297,2025-01-07 12:57:15
IMP1375,SE0332,D021,Q405,C079,2025-01-07 12:57:17
IMP1376,SE0332,D021,Q405,C311,2025-01-07 12:57:20
IMP1377,SE0332,D021,Q405,C022,2025-01-07 12:57:21
IMP1378,SE0332,D021,Q405,C316,2025-01-07 12:57:26
IMP1379,SE0332,D021,Q405,C064,2025-01-07 12:57:26
IMP1380,SE0332,D021,Q405,C038,2025-01-07 12:57:27
IMP1381,SE0332,D021,Q405,C264,2025-01-07 12:57:29
IMP1382,SE0644,D025,Q419,C010,2025-01-07 14:09:11
IMP1383,SE0644,D025,Q419,C263,2025-01-07 14:09:12
IMP1384,SE0644,D025,Q419,C146,2025-01-07 14:09:13
IMP1385,SE0644,D025,Q419,C154,2025-01-07 14:09:18
IMP1386,SE0644,D025,Q419,C055,2025-01-07 14:09:21
IMP1387,SE0644,D025,Q419,C005,2025-01-07 14:09:21
IMP1388,SE0644,D025,Q419,C241,2025-01-07 14:09:23
IMP1389,SE0644,D025,Q419,C144,2025-01-07 14:09:25
IMP1390,SE0644,D025,Q419,C158,2025-01-07 14:09:25
IMP1391,SE0644,D025,Q419,C152,2025-01-07 14:09:27
IMP1392,SE0169,D118,Q388,C323,2025-01-07 14:57:49
IMP1393,SE0169,D118,Q388,C176,2025-01-07 14:57:52
IMP1394,SE0169,D118,Q388,C333,2025-01-07 14:57:55
IMP1395,SE0169,D118,Q388,C263,2025-01-07 14:57:58
IMP1396,SE0169,D118,Q388,C287,2025-01-07 14:57:58
IMP1397,SE0169,D118,Q388,C068,2025-01-07 14:58:00
IMP1398,SE0169,D118,Q388,C038,2025-01-07 14:58:02
IMP1399,SE0169,D118,Q388,C079,2025-01-07 14:58:06
IMP1400,SE0169,D118,Q388,C129,2025-01-07 14:58:07
IMP1401,SE0169,D118,Q388,C261,2025-01-07 14:58:08
IMP1402,SE0169,D118,Q388,C179,2025-01-07 14:58:10
IMP1403,SE0566,D020,Q427,C010,2025-01-07 15:54:45
IMP1404,SE0566,D020,Q427,C299,2025-01-07 15:54:51
IMP1405,SE0566,D020,Q427,C089,2025-01-07 15:54:52
IMP1406,SE0566,D020,Q427,C194,2025-01-07 15:54:56
IMP1407,SE0566,D020,Q427,C198,2025-01-07 15:54:58
IMP1408,SE0566,D020,Q427,C293,2025-01-07 15:55:00
IMP1409,SE0570,D108,Q337,C161,2025-01-07 17:26:20
IMP1410,SE0570,D108,Q337,C318,2025-01-07 17:26:23
IMP1411,SE0570,D108,Q337,C022,2025-01-07 17:26:27
IMP1412,SE0570,D108,Q337,C141,2025-01-07 17:26:32
IMP1413,SE0570,D108,Q337,C089,2025-01-07 17:26:33
IMP1414,SE0570,D108,Q337,C017,2025-01-07 17:26:35
IMP1415,SE0570,D108,Q337,C016,2025-01-07 17:26:35
IMP1416,SE0570,D108,Q337,C211,2025-01-07 17:26:38
IMP1417,SE0570,D108,Q337,C266,2025-01-07 17:26:41
IMP1418,SE0570,D108,Q337,C225,2025-01-07 17:26:45
IMP1419,SE0570,D108,Q337,C006,2025-01-07 17:26:47
IMP1420,SE0093,D003,Q263,C294,2025-01-07 19:03:20
IMP1421,SE0093,D003,Q263,C073,2025-01-07 19:03:25
IMP1422,SE0093,D003,Q263,C163,2025-01-07 19:03:26
IMP1423,SE0093,D003,Q263,C157,2025-01-07 19:03:26
IMP1424,SE0093,D003,Q263,C295,2025-01-07 19:03:27
IMP1425,SE0093,D003,Q263,C192,2025-01-07 19:03:30
IMP1426,SE0093,D003,Q263,C025,2025-01-07 19:03:31
IMP1427,SE0093,D003,Q263,C268,2025-01-07 19:03:32
IMP1428,SE0311,D003,Q277,C010,2025-01-07 19:06:16
IMP1429,SE0311,D003,Q277,C179,2025-01-07 19:06:27
IMP1430,SE0311,D003,Q277,C275,2025-01-07 19:06:31
IMP1431,SE0311,D003,Q277,C137,2025-01-07 19:06:33
IMP1432,SE0311,D003,Q277,C243,2025-01-07 19:06:36
IMP1433,SE0311,D003,Q277,C114,2025-01-07 19:06:37
IMP1434,SE0311,D003,Q277,C324,2025-01-07 19:06:37
IMP1435,SE0311,D003,Q277,C209,2025-01-07 19:06:39
IMP1436,SE0311,D003,Q277,C118,2025-01-07 19:06:41
IMP1437,SE0311,D003,Q277,C270,2025-01-07 19:06:43
IMP1438,SE0171,D014,Q191,C304,2025-01-07 19:51:08
IMP1439,SE0171,D014,Q191,C330,2025-01-07 19:51:10
IMP1440,SE0171,D014,Q191,C064,2025-01-07 19:51:12
IMP1441,SE0171,D014,Q191,C104,2025-01-07 19:51:14
IMP1442,SE0171,D014,Q191,C029,2025-01-07 19:51:17
IMP1443,SE0171,D014,Q191,C117,2025-01-07 19:51:18
IMP1444,SE0171,D014,Q191,C124,2025-01-07 19:51:19
IMP1445,SE0171,D014,Q191,C224,2025-01-07 19:51:20
IMP1446,SE0171,D014,Q191,C310,2025-01-07 19:51:25
IMP1447,SE0171,D014,Q191,C268,2025-01-07 19:51:26
IMP1448,SE0171,D014,Q191,C198,2025-01-07 19:51:26
IMP1449,SE0171,D014,Q191,C223,2025-01-07 19:51:28
IMP1450,SE0053,D063,Q440,C133,2025-01-07 20:07:28
IMP1451,SE0053,D063,Q440,C031,2025-01-07 20:07:29
IMP1452,SE0053,D063,Q440,C149,2025-01-07 20:07:30
IMP1453,SE0053,D063,Q440,C076,2025-01-07 20:07:32
IMP1454,SE0053,D063,Q440,C110,2025-01-07 20:07:34
IMP1455,SE0053,D063,Q440,C294,2025-01-07 20:07:35
IMP1456,SE0053,D063,Q440,C190,2025-01-07 20:07:36
IMP1457,SE0053,D063,Q440,C154,2025-01-07 20:07:38
IMP1458,SE0053,D063,Q440,C126,2025-01-07 20:07:38
IMP1459,SE0053,D063,Q440,C053,2025-01-07 20:07:41
IMP1460,SE0053,D063,Q440,C331,2025-01-07 20:07:44
IMP1461,SE0551,D084,Q473,C345,2025-01-07 20:40:34
IMP1462,SE0551,D084,Q473,C261,2025-01-07 20:40:37
IMP1463,SE0551,D084,Q473,C201,2025-01-07 20:40:38
IMP1464,SE0551,D084,Q473,C010,2025-01-07 20:40:39
IMP1465,SE0551,D084,Q473,C160,2025-01-07 20:40:41
IMP1466,SE0551,D084,Q473,C102,2025-01-07 20:40:42
IMP1467,SE0551,D084,Q473,C123,2025-01-07 20:40:43
IMP1468,SE0551,D084,Q473,C344,2025-01-07 20:40:46
IMP1469,SE0699,D001,Q117,C239,2025-01-07 20:51:34
IMP1470,SE0699,D001,Q117,C042,2025-01-07 20:51:34
IMP1471,SE0699,D001,Q117,C342,2025-01-07 20:51:34
IMP1472,SE0699,D001,Q117,C314,2025-01-07 20:51:36
IMP1473,SE0699,D001,Q117,C296,2025-01-07 20:51:38
IMP1474,SE0699,D001,Q117,C311,2025-01-07 20:51:40
IMP1475,SE0136,D071,Q077,C335,2025-01-07 22:25:26
IMP1476,SE0136,D071,Q077,C334,2025-01-07 22:25:33
IMP1477,SE0136,D071,Q077,C285,2025-01-07 22:25:35
IMP1478,SE0136,D071,Q077,C051,2025-01-07 22:25:35
IMP1479,SE0136,D071,Q077,C052,2025-01-07 22:25:40
IMP1480,SE0136,D071,Q077,C007,2025-01-07 22:25:41
IMP1481,SE0659,D085,Q421,C208,2025-01-07 22:56:13
IMP1482,SE0659,D085,Q421,C148,2025-01-07 22:56:19
IMP1483,SE0659,D085,Q421,C178,2025-01-07 22:56:24
IMP1484,SE0659,D085,Q421,C305,2025-01-07 22:56:28
IMP1485,SE0659,D085,Q421,C134,2025-01-07 22:56:30
IMP1486,SE0659,D085,Q421,C214,2025-01-07 22:56:31
