signal_id,session_id,doctor_id,query_id,content_id,event_type,event_timestamp,dwell_seconds
SIG0350,SE0196,D012,Q243,C005,click,2025-01-08 06:40:49,31
SIG0351,SE0196,D012,Q243,C263,click,2025-01-08 06:44:11,16
SIG0352,SE0196,D012,Q243,C277,scroll_deep,2025-01-08 06:44:45,203
SIG0353,SE0607,D002,Q077,C335,return_visit,2025-01-08 06:52:01,213
SIG0354,SE0062,D045,Q371,C285,click,2025-01-08 08:25:48,34
SIG0355,SE0062,D045,Q371,C018,scroll_deep,2025-01-08 08:30:19,68
SIG0356,SE0062,D045,Q371,C160,scroll_deep,2025-01-08 08:35:38,110
SIG0357,SE0062,D045,Q371,C050,scroll_deep,2025-01-08 08:39:30,231
SIG0358,SE0012,D074,Q416,C149,click,2025-01-08 09:12:55,10
SIG0359,SE0012,D074,Q416,C235,scroll_deep,2025-01-08 09:14:46,64
SIG0360,SE0012,D074,Q416,C109,click,2025-01-08 09:16:14,11
SIG0361,SE0012,D074,Q416,C211,click,2025-01-08 09:20:11,1
SIG0362,SE0012,D074,Q416,C095,scroll_deep,2025-01-08 09:21:25,136
SIG0363,SE0012,D074,Q416,C151,click,2025-01-08 09:26:40,0
SIG0364,SE0012,D074,Q416,C127,click,2025-01-08 09:36:01,5
SIG0365,SE0012,D074,Q416,C103,scroll_deep,2025-01-08 09:36:13,174
SIG0366,SE0012,D074,Q416,C266,scroll_deep,2025-01-08 09:42:47,151
SIG0367,SE0568,D086,Q154,C338,click,2025-01-08 09:57:56,4
SIG0368,SE0275,D094,Q062,C096,click,2025-01-08 11:04:38,34
SIG0369,SE0289,D004,Q282,C217,click,2025-01-08 11:08:13,52
SIG0370,SE0476,D049,Q094,C160,click,2025-01-08 11:19:40,1
SIG0371,SE0484,D014,Q289,C046,click,2025-01-08 12:37:03,6
SIG0372,SE0429,D005,Q421,C301,click,2025-01-08 12:54:27,6
SIG0373,SE0546,D032,Q314,C030,scroll_deep,2025-01-08 13:44:34,175
SIG0374,SE0240,D032,Q241,C255,click,2025-01-08 14:50:01,13
SIG0375,SE0561,D025,Q133,C081,click,2025-01-08 14:55:27,15
SIG0376,SE0508,D083,Q340,C096,click,2025-01-08 16:17:20,29
SIG0377,SE0175,D016,Q056,C249,click,2025-01-08 19:28:02,11
SIG0378,SE0175,D016,Q056,C220,click,2025-01-08 19:31:50,5
SIG0379,SE0175,D016,Q056,C266,scroll_deep,2025-01-08 19:32:39,202
SIG0380,SE0175,D016,Q056,C326,scroll_deep,2025-01-08 19:33:32,172
SIG0381,SE0621,D029,Q335,C338,save_bookmark,2025-01-08 19:58:08,177
SIG0382,SE0410,D107,Q038,C092,click,2025-01-08 22:18:25,12
SIG0383,SE0602,D011,Q150,C027,click,2025-01-08 23:04:00,28
SIG0384,SE0241,D014,Q403,C037,click,2025-01-09 00:42:34,17
SIG0385,SE0241,D014,Q403,C096,click,2025-01-09 00:45:26,29
SIG0386,SE0286,D022,Q338,C137,click,2025-01-09 03:01:44,52
SIG0387,SE0308,D033,Q307,C301,click,2025-01-09 04:28:45,16
SIG0388,SE0308,D033,Q307,C127,scroll_deep,2025-01-09 04:32:58,85
SIG0389,SE0014,D081,Q216,C174,click,2025-01-09 06:02:43,15
SIG0390,SE0014,D081,Q216,C042,click,2025-01-09 06:04:59,33
SIG0391,SE0014,D081,Q216,C212,scroll_deep,2025-01-09 06:05:16,216
SIG0392,SE0014,D081,Q216,C149,scroll_deep,2025-01-09 06:06:09,204
SIG0393,SE0014,D081,Q216,C089,click,2025-01-09 06:10:43,3
SIG0394,SE0014,D081,Q216,C034,scroll_deep,2025-01-09 06:11:53,157
SIG0395,SE0014,D081,Q216,C151,click,2025-01-09 06:23:19,24
SIG0396,SE0606,D064,Q340,C199,click,2025-01-09 07:05:43,11
SIG0397,SE0524,D073,Q454,C127,scroll_deep,2025-01-09 09:26:45,88
SIG0398,SE0372,D040,Q278,C047,click,2025-01-09 11:55:49,3
SIG0399,SE0017,D020,Q369,C225,click,2025-01-09 12:38:07,53
SIG0400,SE0017,D020,Q369,C054,scroll_deep,2025-01-09 12:41:44,233
SIG0401,SE0017,D020,Q369,C235,click,2025-01-09 12:43:45,4
SIG0402,SE0017,D020,Q369,C277,click,2025-01-09 12:43:47,5
SIG0403,SE0017,D020,Q369,C106,scroll_deep,2025-01-09 12:51:39,114
SIG0404,SE0017,D020,Q369,C301,click,2025-01-09 12:51:55,10
SIG0405,SE0017,D020,Q369,C219,scroll_deep,2025-01-09 12:52:37,66
SIG0406,SE0017,D020,Q369,C266,scroll_deep,2025-01-09 13:05:18,169
SIG0407,SE0017,D020,Q369,C288,click,2025-01-09 13:09:03,10
SIG0408,SE0403,D088,Q180,C096,click,2025-01-09 17:35:10,11
SIG0409,SE0507,D054,Q021,C217,click,2025-01-09 18:10:37,5
SIG0410,SE0236,D026,Q372,C031,click,2025-01-09 19:11:01,3
SIG0411,SE0236,D026,Q372,C258,scroll_deep,2025-01-09 19:12:37,148
SIG0412,SE0007,D098,Q316,C190,click,2025-01-09 19:27:00,13
SIG0413,SE0007,D098,Q316,C341,scroll_deep,2025-01-09 19:28:16,225
SIG0414,SE0007,D098,Q316,C046,scroll_deep,2025-01-09 19:32:36,95
SIG0415,SE0007,D098,Q316,C310,click,2025-01-09 19:33:40,1
SIG0416,SE0007,D098,Q316,C029,click,2025-01-09 19:45:52,0
SIG0417,SE0007,D098,Q316,C215,scroll_deep,2025-01-09 19:46:35,118
SIG0418,SE0007,D098,Q316,C188,click,2025-01-09 19:49:45,4
SIG0419,SE0007,D098,Q316,C199,scroll_deep,2025-01-09 19:53:12,129
SIG0420,SE0120,D023,Q245,C075,click,2025-01-09 21:15:44,23
SIG0421,SE0120,D023,Q245,C343,click,2025-01-09 21:17:24,2
SIG0422,SE0120,D023,Q245,C047,click,2025-01-09 21:19:54,3
SIG0423,SE0277,D102,Q265,C145,click,2025-01-09 22:13:22,3
SIG0424,SE0424,D084,Q473,C315,click,2025-01-09 22:14:34,2
SIG0425,SE0401,D005,Q191,C007,click,2025-01-09 22:16:29,73
SIG0426,SE0302,D004,Q158,C069,click,2025-01-09 22:22:01,9
SIG0427,SE0578,D006,Q427,C274,click,2025-01-09 23:14:42,14
SIG0428,SE0271,D018,Q174,C059,click,2025-01-10 01:50:36,6
SIG0429,SE0088,D080,Q090,C317,click,2025-01-10 03:13:34,14
SIG0430,SE0088,D080,Q090,C045,save_bookmark,2025-01-10 03:14:48,161
SIG0431,SE0088,D080,Q090,C259,click,2025-01-10 03:16:54,1
SIG0432,SE0082,D033,Q007,C093,click,2025-01-10 03:35:44,5
SIG0433,SE0082,D033,Q007,C263,click,2025-01-10 03:36:22,15
SIG0434,SE0082,D033,Q007,C290,click,2025-01-10 03:38:26,1
SIG0435,SE0082,D033,Q007,C012,click,2025-01-10 03:38:26,4
SIG0436,SE0346,D033,Q459,C301,click,2025-01-10 04:13:31,4
SIG0437,SE0346,D033,Q459,C242,scroll_deep,2025-01-10 04:18:27,111
SIG0438,SE0503,D027,Q409,C034,scroll_deep,2025-01-10 04:44:14,139
SIG0439,SE0089,D103,Q427,C111,click,2025-01-10 05:23:37,0
SIG0440,SE0089,D103,Q427,C167,scroll_deep,2025-01-10 05:25:51,109
SIG0441,SE0089,D103,Q427,C092,scroll_deep,2025-01-10 05:30:05,205
SIG0442,SE0385,D037,Q032,C166,save_bookmark,2025-01-10 05:33:40,40
SIG0443,SE0068,D001,Q189,C009,click,2025-01-10 16:22:58,0
SIG0444,SE0068,D001,Q189,C322,click,2025-01-10 16:24:13,7
SIG0445,SE0068,D001,Q189,C112,scroll_deep,2025-01-10 16:24:36,205
SIG0446,SE0068,D001,Q189,C079,click,2025-01-10 16:28:58,65
SIG0447,SE0601,D005,Q298,C256,click,2025-01-10 19:16:04,3
SIG0448,SE0571,D026,Q193,C318,scroll_deep,2025-01-10 19:42:30,217
SIG0449,SE0155,D041,Q342,C314,click,2025-01-10 20:10:38,15
SIG0450,SE0155,D041,Q342,C080,click,2025-01-10 20:13:40,3
SIG0451,SE0155,D041,Q342,C037,click,2025-01-10 20:14:58,26
SIG0452,SE0586,D076,Q245,C285,click,2025-01-10 20:19:05,1
SIG0453,SE0077,D001,Q188,C255,click,2025-01-10 23:18:36,21
SIG0454,SE0077,D001,Q188,C027,scroll_deep,2025-01-10 23:22:54,171
SIG0455,SE0077,D001,Q188,C277,click,2025-01-10 23:28:20,18
SIG0456,SE0288,D017,Q085,C137,click,2025-01-10 23:31:03,22
SIG0457,SE0497,D014,Q375,C280,save_bookmark,2025-01-11 03:11:51,176
SIG0458,SE0628,D113,Q264,C268,click,2025-01-11 04:29:15,3
SIG0459,SE0126,D005,Q402,C317,click,2025-01-11 04:31:32,12
SIG0460,SE0126,D005,Q402,C007,scroll_deep,2025-01-11 04:33:26,169
SIG0461,SE0126,D005,Q402,C137,click,2025-01-11 04:36:02,8
SIG0462,SE0287,D011,Q366,C190,click,2025-01-11 05:34:41,16
SIG0463,SE0328,D004,Q432,C042,click,2025-01-11 06:26:07,11
SIG0464,SE0328,D004,Q432,C310,click,2025-01-11 06:27:37,0
SIG0465,SE0638,D008,Q371,C081,click,2025-01-11 07:23:29,3
SIG0466,SE0118,D015,Q159,C118,click,2025-01-11 10:15:20,4
SIG0467,SE0517,D067,Q097,C069,save_bookmark,2025-01-11 10:17:12,152
SIG0468,SE0118,D015,Q159,C109,scroll_deep,2025-01-11 10:17:25,193
SIG0469,SE0118,D015,Q159,C192,click,2025-01-11 10:24:08,0
SIG0470,SE0118,D015,Q159,C065,save_bookmark,2025-01-11 10:28:00,144
SIG0471,SE0118,D015,Q159,C089,click,2025-01-11 10:29:20,12
SIG0472,SE0141,D005,Q144,C083,click,2025-01-11 11:21:31,18
SIG0473,SE0141,D005,Q144,C092,click,2025-01-11 11:26:17,16
SIG0474,SE0141,D005,Q144,C301,scroll_deep,2025-01-11 11:26:55,99
SIG0475,SE0141,D005,Q144,C338,click,2025-01-11 11:29:21,0
SIG0476,SE0523,D094,Q341,C278,click,2025-01-11 13:19:58,15
SIG0477,SE0469,D111,Q231,C211,return_visit,2025-01-11 13:44:30,302
SIG0478,SE0167,D039,Q150,C019,click,2025-01-11 14:55:51,30
SIG0479,SE0167,D039,Q150,C259,click,2025-01-11 14:58:04,19
SIG0480,SE0167,D039,Q150,C330,click,2025-01-11 14:59:51,24
SIG0481,SE0167,D039,Q150,C203,click,2025-01-11 15:01:06,16
SIG0482,SE0167,D039,Q150,C317,scroll_deep,2025-01-11 15:02:39,184
SIG0483,SE0379,D003,Q128,C344,click,2025-01-11 16:45:50,19
SIG0484,SE0358,D048,Q239,C174,click,2025-01-11 18:22:51,25
SIG0485,SE0248,D003,Q478,C175,click,2025-01-11 19:43:06,6
SIG0486,SE0270,D067,Q011,C303,click,2025-01-11 22:46:58,20
SIG0487,SE0270,D067,Q011,C054,click,2025-01-11 22:48:58,8
SIG0488,SE0565,D046,Q132,C236,save_bookmark,2025-01-11 22:49:22,57
SIG0489,SE0584,D011,Q202,C226,click,2025-01-11 23:37:38,4
SIG0490,SE0438,D002,Q325,C180,click,2025-01-12 00:37:25,22
SIG0491,SE0181,D010,Q258,C117,click,2025-01-12 01:04:17,1
SIG0492,SE0181,D010,Q258,C069,click,2025-01-12 01:07:25,3
SIG0493,SE0181,D010,Q258,C342,scroll_deep,2025-01-12 01:08:21,123
SIG0494,SE0181,D010,Q258,C072,scroll_deep,2025-01-12 01:13:23,111
SIG0495,SE0181,D010,Q258,C278,scroll_deep,2025-01-12 01:17:56,113
SIG0496,SE0421,D024,Q375,C142,click,2025-01-12 01:53:35,2
SIG0497,SE0214,D001,Q294,C045,click,2025-01-12 02:07:35,5
SIG0498,SE0404,D051,Q043,C330,save_bookmark,2025-01-12 02:17:58,43
SIG0499,SE0135,D120,Q264,C135,click,2025-01-12 02:44:32,10
SIG0500,SE0135,D120,Q264,C069,click,2025-01-12 02:47:48,1
SIG0501,SE0135,D120,Q264,C217,click,2025-01-12 02:48:10,13
SIG0502,SE0353,D003,Q426,C252,click,2025-01-12 03:42:10,12
SIG0503,SE0327,D027,Q223,C037,click,2025-01-12 03:57:31,25
SIG0504,SE0228,D020,Q308,C175,click,2025-01-12 05:19:16,29
SIG0505,SE0228,D020,Q308,C010,click,2025-01-12 05:20:37,9
SIG0506,SE0153,D086,Q433,C283,click,2025-01-12 05:41:06,62
SIG0507,SE0153,D086,Q433,C075,click,2025-01-12 05:42:19,11
SIG0508,SE0153,D086,Q433,C253,click,2025-01-12 05:44:22,2
SIG0509,SE0580,D056,Q243,C007,click,2025-01-12 06:30:44,47
SIG0510,SE0477,D037,Q477,C258,click,2025-01-12 07:05:08,2
SIG0511,SE0021,D006,Q444,C029,click,2025-01-12 07:27:47,17
SIG0512,SE0021,D006,Q444,C069,click,2025-01-12 07:29:31,7
SIG0513,SE0021,D006,Q444,C277,scroll_deep,2025-01-12 07:29:56,84
SIG0514,SE0021,D006,Q444,C109,scroll_deep,2025-01-12 07:31:45,228
SIG0515,SE0021,D006,Q444,C143,click,2025-01-12 07:37:42,1
SIG0516,SE0021,D006,Q444,C232,click,2025-01-12 07:37:51,6
SIG0517,SE0021,D006,Q444,C330,click,2025-01-12 07:52:17,38
SIG0518,SE0243,D032,Q105,C287,click,2025-01-12 09:47:41,1
SIG0519,SE0243,D032,Q105,C283,scroll_deep,2025-01-12 09:52:00,103
SIG0520,SE0316,D001,Q400,C167,click,2025-01-12 14:18:58,40
SIG0521,SE0365,D026,Q208,C140,click,2025-01-12 14:45:15,16
SIG0522,SE0386,D080,Q040,C030,click,2025-01-12 18:00:58,3
SIG0523,SE0547,D002,Q469,C093,scroll_deep,2025-01-12 19:10:18,164
SIG0524,SE0331,D028,Q329,C068,click,2025-01-12 19:53:47,4
SIG0525,SE0143,D007,Q067,C174,click,2025-01-12 20:50:22,15
SIG0526,SE0143,D007,Q067,C089,click,2025-01-12 20:51:20,4
SIG0527,SE0143,D007,Q067,C214,scroll_deep,2025-01-12 20:54:20,77
SIG0528,SE0051,D019,Q089,C246,click,2025-01-12 21:18:12,1
SIG0529,SE0051,D019,Q089,C196,click,2025-01-12 21:19:12,2
SIG0530,SE0051,D019,Q089,C237,click,2025-01-12 21:23:21,14
SIG0531,SE0051,D019,Q089,C287,click,2025-01-12 21:27:26,21
SIG0532,SE0588,D002,Q076,C127,return_visit,2025-01-12 23:31:26,334
SIG0533,SE0125,D043,Q262,C069,click,2025-01-13 00:23:42,17
SIG0534,SE0125,D043,Q262,C315,click,2025-01-13 00:24:56,38
SIG0535,SE0125,D043,Q262,C073,scroll_deep,2025-01-13 00:26:42,187
SIG0536,SE0112,D057,Q393,C252,click,2025-01-13 01:12:36,11
SIG0537,SE0112,D057,Q393,C029,scroll_deep,2025-01-13 01:13:28,124
SIG0538,SE0112,D057,Q393,C335,save_bookmark,2025-01-13 01:20:24,161
SIG0539,SE0239,D001,Q169,C084,click,2025-01-13 01:36:47,1
SIG0540,SE0239,D001,Q169,C237,click,2025-01-13 01:37:44,7
SIG0541,SE0474,D053,Q027,C075,scroll_deep,2025-01-13 01:46:56,178
SIG0542,SE0462,D040,Q281,C280,click,2025-01-13 02:03:43,9
SIG0543,SE0387,D039,Q159,C118,click,2025-01-13 02:54:58,31
SIG0544,SE0461,D033,Q197,C265,click,2025-01-13 03:21:49,1
SIG0545,SE0266,D009,Q401,C129,click,2025-01-13 03:55:29,84
SIG0546,SE0266,D009,Q401,C075,click,2025-01-13 03:56:15,55
SIG0547,SE0425,D091,Q200,C204,scroll_deep,2025-01-13 05:11:24,226
SIG0548,SE0611,D024,Q363,C133,scroll_deep,2025-01-13 06:53:44,177
SIG0549,SE0513,D056,Q086,C132,scroll_deep,2025-01-13 08:02:07,91
SIG0550,SE0252,D006,Q422,C184,click,2025-01-13 08:16:06,1
SIG0551,SE0217,D012,Q242,C007,click,2025-01-13 10:00:57,87
SIG0552,SE0217,D012,Q242,C140,save_bookmark,2025-01-13 10:02:22,93
SIG0553,SE0071,D002,Q095,C295,click,2025-01-13 11:44:07,30
SIG0554,SE0071,D002,Q095,C266,scroll_deep,2025-01-13 11:46:15,206
SIG0555,SE0071,D002,Q095,C332,click,2025-01-13 11:47:49,85
SIG0556,SE0071,D002,Q095,C079,scroll_deep,2025-01-13 11:52:01,239
SIG0557,SE0071,D002,Q095,C096,scroll_deep,2025-01-13 11:52:23,159
SIG0558,SE0413,D036,Q067,C211,scroll_deep,2025-01-13 12:15:34,225
SIG0559,SE0399,D079,Q409,C127,click,2025-01-13 14:34:23,39
SIG0560,SE0412,D028,Q408,C315,scroll_deep,2025-01-13 14:39:10,168
SIG0561,SE0536,D020,Q043,C095,scroll_deep,2025-01-13 17:54:07,118
SIG0562,SE0381,D002,Q213,C072,click,2025-01-13 18:49:28,1
SIG0563,SE0018,D002,Q164,C257,click,2025-01-13 20:06:59,4
SIG0564,SE0018,D002,Q164,C042,click,2025-01-13 20:09:43,35
SIG0565,SE0018,D002,Q164,C212,click,2025-01-13 20:12:09,63
SIG0566,SE0018,D002,Q164,C190,click,2025-01-13 20:14:19,4
SIG0567,SE0018,D002,Q164,C280,scroll_deep,2025-01-13 20:20:07,148
SIG0568,SE0018,D002,Q164,C299,scroll_deep,2025-01-13 20:20:32,86
SIG0569,SE0500,D056,Q134,C277,return_visit,2025-01-13 21:41:51,124
SIG0570,SE0540,D066,Q421,C149,click,2025-01-13 22:12:43,32
SIG0571,SE0422,D062,Q323,C341,scroll_deep,2025-01-13 23:37:40,122
SIG0572,SE0400,D010,Q420,C250,click,2025-01-14 01:53:00,7
SIG0573,SE0188,D105,Q477,C338,click,2025-01-14 01:53:49,79
SIG0574,SE0188,D105,Q477,C274,click,2025-01-14 01:57:47,2
SIG0575,SE0188,D105,Q477,C277,click,2025-01-14 01:59:22,21
SIG0576,SE0188,D105,Q477,C240,scroll_deep,2025-01-14 02:01:11,131
SIG0577,SE0555,D036,Q440,C334,click,2025-01-14 04:05:58,8
SIG0578,SE0233,D103,Q222,C237,click,2025-01-14 04:42:30,14
SIG0579,SE0233,D103,Q222,C011,scroll_deep,2025-01-14 04:44:25,203
SIG0580,SE0027,D097,Q250,C094,click,2025-01-14 05:01:22,14
SIG0581,SE0027,D097,Q250,C167,scroll_deep,2025-01-14 05:05:24,203
SIG0582,SE0027,D097,Q250,C277,click,2025-01-14 05:05:40,12
SIG0583,SE0027,D097,Q250,C235,scroll_deep,2025-01-14 05:05:47,95
SIG0584,SE0027,D097,Q250,C314,click,2025-01-14 05:11:06,10
SIG0585,SE0027,D097,Q250,C215,scroll_deep,2025-01-14 05:19:58,148
SIG0586,SE0577,D067,Q466,C045,click,2025-01-14 06:59:44,21
SIG0587,SE0627,D021,Q262,C265,click,2025-01-14 07:43:14,22
SIG0588,SE0085,D031,Q397,C160,click,2025-01-14 08:34:39,16
SIG0589,SE0085,D031,Q397,C043,scroll_deep,2025-01-14 08:39:22,91
SIG0590,SE0085,D031,Q397,C095,save_bookmark,2025-01-14 08:42:09,58
SIG0591,SE0483,D069,Q472,C203,scroll_deep,2025-01-14 08:46:34,123
SIG0592,SE0085,D031,Q397,C268,click,2025-01-14 08:46:48,0
SIG0593,SE0366,D003,Q089,C287,click,2025-01-14 09:29:23,14
SIG0594,SE0518,D009,Q323,C019,scroll_deep,2025-01-14 09:30:48,151
SIG0595,SE0370,D003,Q423,C051,click,2025-01-14 10:09:17,0
SIG0596,SE0616,D011,Q097,C167,return_visit,2025-01-14 12:01:30,134
SIG0597,SE0109,D085,Q154,C247,click,2025-01-14 14:34:24,50
SIG0598,SE0109,D085,Q154,C325,scroll_deep,2025-01-14 14:36:33,228
SIG0599,SE0109,D085,Q154,C089,save_bookmark,2025-01-14 14:36:36,48
SIG0600,SE0109,D085,Q154,C022,save_bookmark,2025-01-14 14:38:28,139
SIG0601,SE0639,D098,Q440,C176,click,2025-01-14 16:07:08,15
SIG0602,SE0553,D017,Q371,C182,click,2025-01-14 18:53:59,23
SIG0603,SE0431,D004,Q325,C042,click,2025-01-14 19:05:17,49
SIG0604,SE0070,D088,Q454,C196,click,2025-01-14 19:32:18,27
SIG0605,SE0070,D088,Q454,C097,scroll_deep,2025-01-14 19:33:56,144
SIG0606,SE0070,D088,Q454,C058,click,2025-01-14 19:36:34,8
SIG0607,SE0070,D088,Q454,C093,click,2025-01-14 19:45:30,4
SIG0608,SE0360,D008,Q433,C137,scroll_deep,2025-01-14 21:45:39,169
SIG0609,SE0064,D019,Q161,C050,click,2025-01-15 00:42:51,13
SIG0610,SE0064,D019,Q161,C341,click,2025-01-15 00:45:41,1
SIG0611,SE0064,D019,Q161,C092,scroll_deep,2025-01-15 00:48:03,237
SIG0612,SE0064,D019,Q161,C009,click,2025-01-15 00:50:19,54
SIG0613,SE0295,D006,Q249,C199,click,2025-01-15 01:41:02,0
SIG0614,SE0596,D116,Q234,C237,click,2025-01-15 07:01:25,4
SIG0615,SE0102,D006,Q363,C149,click,2025-01-15 08:08:31,16
SIG0616,SE0102,D006,Q363,C301,click,2025-01-15 08:12:15,39
SIG0617,SE0102,D006,Q363,C289,click,2025-01-15 08:16:09,12
SIG0618,SE0004,D008,Q157,C143,click,2025-01-15 10:26:29,10
SIG0619,SE0004,D008,Q157,C037,scroll_deep,2025-01-15 10:27:29,166
SIG0620,SE0004,D008,Q157,C212,save_bookmark,2025-01-15 10:29:09,36
SIG0621,SE0004,D008,Q157,C111,click,2025-01-15 10:32:09,1
SIG0622,SE0004,D008,Q157,C199,click,2025-01-15 10:33:23,14
SIG0623,SE0004,D008,Q157,C330,scroll_deep,2025-01-15 10:33:49,90
SIG0624,SE0004,D008,Q157,C180,scroll_deep,2025-01-15 10:47:22,233
SIG0625,SE0004,D008,Q157,C169,click,2025-01-15 10:49:41,24
SIG0626,SE0004,D008,Q157,C142,click,2025-01-15 10:52:29,44
SIG0627,SE0298,D045,Q376,C315,click,2025-01-15 11:15:39,30
SIG0628,SE0468,D077,Q473,C068,click,2025-01-15 12:08:32,33
SIG0629,SE0522,D043,Q107,C034,click,2025-01-15 13:52:39,17
SIG0630,SE0220,D002,Q028,C011,click,2025-01-15 14:49:33,17
SIG0631,SE0040,D001,Q152,C160,click,2025-01-15 14:51:59,0
SIG0632,SE0040,D001,Q152,C111,click,2025-01-15 14:56:23,29
SIG0633,SE0040,D001,Q152,C009,click,2025-01-15 14:58:51,1
SIG0634,SE0040,D001,Q152,C050,click,2025-01-15 14:59:17,9
SIG0635,SE0040,D001,Q152,C088,click,2025-01-15 15:01:29,18
SIG0636,SE0040,D001,Q152,C069,scroll_deep,2025-01-15 15:06:38,145
SIG0637,SE0040,D001,Q152,C106,click,2025-01-15 15:09:29,10
SIG0638,SE0516,D006,Q051,C005,click,2025-01-15 15:40:15,2
SIG0639,SE0133,D025,Q019,C287,click,2025-01-15 15:41:55,36
SIG0640,SE0133,D025,Q019,C027,scroll_deep,2025-01-15 15:44:33,125
SIG0641,SE0133,D025,Q019,C301,click,2025-01-15 15:45:43,13
SIG0642,SE0133,D025,Q019,C034,click,2025-01-15 15:46:59,0
SIG0643,SE0133,D025,Q019,C299,click,2025-01-15 15:51:13,15
SIG0644,SE0019,D010,Q211,C127,click,2025-01-15 16:04:37,16
SIG0645,SE0019,D010,Q211,C277,click,2025-01-15 16:05:26,21
SIG0646,SE0019,D010,Q211,C025,save_bookmark,2025-01-15 16:07:35,65
SIG0647,SE0019,D010,Q211,C095,click,2025-01-15 16:09:34,19
SIG0648,SE0019,D010,Q211,C143,scroll_deep,2025-01-15 16:13:42,173
SIG0649,SE0019,D010,Q211,C228,click,2025-01-15 16:20:53,6
SIG0650,SE0019,D010,Q211,C169,scroll_deep,2025-01-15 16:23:25,76
SIG0651,SE0019,D010,Q211,C212,click,2025-01-15 16:24:48,11
SIG0652,SE0019,D010,Q211,C050,scroll_deep,2025-01-15 16:32:37,174
SIG0653,SE0654,D016,Q040,C310,click,2025-01-15 16:35:16,9
SIG0654,SE0501,D018,Q068,C083,scroll_deep,2025-01-15 18:04:28,227
SIG0655,SE0595,D012,Q395,C190,click,2025-01-15 18:49:52,19
SIG0656,SE0170,D007,Q399,C143,click,2025-01-15 21:28:29,12
SIG0657,SE0170,D007,Q399,C256,scroll_deep,2025-01-15 21:32:19,224
SIG0658,SE0170,D007,Q399,C007,click,2025-01-15 21:32:38,17
SIG0659,SE0170,D007,Q399,C293,click,2025-01-15 21:34:53,0
SIG0660,SE0652,D091,Q420,C290,click,2025-01-15 23:10:25,25
SIG0661,SE0074,D058,Q341,C111,click,2025-01-16 02:18:56,14
SIG0662,SE0074,D058,Q341,C327,scroll_deep,2025-01-16 02:21:18,124
SIG0663,SE0074,D058,Q341,C314,click,2025-01-16 02:27:40,1
SIG0664,SE0074,D058,Q341,C072,scroll_deep,2025-01-16 02:28:20,153
SIG0665,SE0189,D062,Q098,C058,click,2025-01-16 02:29:04,2
SIG0666,SE0074,D058,Q341,C326,click,2025-01-16 02:32:29,16
SIG0667,SE0189,D062,Q098,C293,click,2025-01-16 02:33:20,3
SIG0668,SE0189,D062,Q098,C314,scroll_deep,2025-01-16 02:34:02,206
SIG0669,SE0457,D005,Q285,C052,click,2025-01-16 03:00:47,11
SIG0670,SE0046,D013,Q140,C127,click,2025-01-16 06:17:08,2
SIG0671,SE0046,D013,Q140,C068,save_bookmark,2025-01-16 06:17:51,142
SIG0672,SE0046,D013,Q140,C228,scroll_deep,2025-01-16 06:21:38,238
SIG0673,SE0099,D006,Q395,C169,click,2025-01-16 06:24:04,3
SIG0674,SE0046,D013,Q140,C225,click,2025-01-16 06:24:57,6
SIG0675,SE0046,D013,Q140,C327,click,2025-01-16 06:26:58,24
SIG0676,SE0099,D006,Q395,C317,click,2025-01-16 06:27:57,5
SIG0677,SE0099,D006,Q395,C249,click,2025-01-16 06:29:10,2
SIG0678,SE0046,D013,Q140,C258,save_bookmark,2025-01-16 06:31:48,85
SIG0679,SE0046,D013,Q140,C330,scroll_deep,2025-01-16 06:34:20,134
SIG0680,SE0046,D013,Q140,C180,scroll_deep,2025-01-16 06:45:14,199
SIG0681,SE0046,D013,Q140,C129,click,2025-01-16 06:51:24,40
SIG0682,SE0647,D026,Q005,C283,click,2025-01-16 07:35:14,2
SIG0683,SE0408,D015,Q397,C104,click,2025-01-16 07:50:56,4
SIG0684,SE0631,D052,Q234,C332,scroll_deep,2025-01-16 08:44:09,203
SIG0685,SE0306,D110,Q251,C335,click,2025-01-16 10:14:50,15
SIG0686,SE0052,D003,Q097,C180,click,2025-01-16 12:01:50,1
SIG0687,SE0052,D003,Q097,C330,scroll_deep,2025-01-16 12:06:43,186
SIG0688,SE0052,D003,Q097,C084,click,2025-01-16 12:06:56,1
SIG0689,SE0052,D003,Q097,C080,click,2025-01-16 12:14:50,25
SIG0690,SE0047,D091,Q142,C081,click,2025-01-16 12:20:48,8
SIG0691,SE0047,D091,Q142,C049,click,2025-01-16 12:23:46,20
SIG0692,SE0047,D091,Q142,C025,scroll_deep,2025-01-16 12:24:46,195
SIG0693,SE0047,D091,Q142,C166,click,2025-01-16 12:25:24,1
SIG0694,SE0047,D091,Q142,C225,scroll_deep,2025-01-16 12:30:52,222
SIG0695,SE0047,D091,Q142,C149,click,2025-01-16 12:38:58,10
SIG0696,SE0108,D047,Q394,C312,click,2025-01-16 13:36:07,9
SIG0697,SE0108,D047,Q394,C259,click,2025-01-16 13:40:00,7
SIG0698,SE0108,D047,Q394,C341,click,2025-01-16 13:45:29,6
SIG0699,SE0108,D047,Q394,C047,scroll_deep,2025-01-16 13:45:55,227
SIG0700,SE0044,D007,Q178,C299,click,2025-01-16 14:14:18,1
SIG0701,SE0044,D007,Q178,C046,scroll_deep,2025-01-16 14:17:24,78
